formula,heusler type,num_electron,struct type,latt const,tetragonality,e_form,pol fermi,gap width,stability,mu_b,mu_b saturation
RuNiGa,Half Heusler,21,C1b,5.75,1,-0.03,41.52,0.076,TRUE,1.1107,216.73
RuNiIn,Half Heusler,21,C1b,6.04,1,0.521,69.32,No,FALSE,1.6147,271.84
RuNiSi,Half Heusler,22,C1b,5.6132,1,-0.28,47.24,No,TRUE,0.803,168.43
RuNiGe,Half Heusler,22,C1b,5.7229,1.0024,-0.154,39.11,No,TRUE,0.7273,143.6
RuNiSn,Half Heusler,22,C1b,5.9913,1.0012,-0.06,51.46,No,TRUE,0.7544,129.97
RuNiP,Half Heusler,23,C1b,5.56,0.9982,-0.472,0,No,TRUE,0,0
RuNiAs,Half Heusler,23,C1b,5.72,0.9983,-0.262,0,No,TRUE,0,0
RuNiSb,Half Heusler,23,C1b,5.99,0.9967,-0.201,0,No,TRUE,0,0
CoTiAl,Half Heusler,16,C1b,5.7,1,-0.238,63.36,0.703,TRUE,1.048,209.92
CoTiGa,Half Heusler,16,C1b,5.71,1,-0.246,67.93,0.955,TRUE,1.0926,217.71
CoTiIn,Half Heusler,16,C1b,5.99,1,0.006,61.13,0.789,FALSE,1.33,229.56
CoTiSi,Half Heusler,17,C1b,5.577,0.9953,-0.59,78.74,1.159,TRUE,0.9998,214.82
CoTiGe,Half Heusler,17,C1b,5.6437,1.0052,-0.498,51.17,1.097,TRUE,0.9734,199.84
CoTiSn,Half Heusler,17,C1b,5.9309,1.0038,-0.36,71.31,0.865,TRUE,0.9647,170.89
CoTiP,Half Heusler,18,C1b,5.4288,1.0039,-1.109,0,1.392,TRUE,0,0
CoTiAs,Half Heusler,18,C1b,5.61,1,-0.852,0,1.2919,TRUE,0,0
CoTiSb,Half Heusler,18,C1b,5.8771,1.0017,-0.67,0,1.0597,TRUE,0,0
CoVAl,Half Heusler,17,C1b,5.56,1,-0.093,58.1,0.195,TRUE,0.6878,148.44
CoVGa,Half Heusler,17,C1b,5.56,1,-0.068,82.6,0.484,TRUE,0.8593,185.46
CoVIn,Half Heusler,17,C1b,5.86,1,0.266,89.94,0.655,FALSE,0.967,178.26
CoVSi,Half Heusler,18,C1b,5.41,1,-0.548,0,0.5467,TRUE,0,0
CoVGe,Half Heusler,18,C1b,5.4982,1.0036,-0.391,0,0.6791,TRUE,0,0
CoVSn,Half Heusler,18,C1b,5.79,1,-0.164,0,0.6511,TRUE,0,0
CoVP,Half Heusler,19,C1b,5.3587,0.998,-0.643,92.65,1.335,TRUE,0.9949,240.32
CoVAs,Half Heusler,19,C1b,5.5264,0.9988,-0.363,100,1.221,TRUE,1,220.05
CoVSb,Half Heusler,19,C1b,5.8092,1.0017,-0.182,100,0.903,TRUE,1,188.9
CoCrAl,Half Heusler,18,C1b,5.45,1.0042,0.033,0,0.038,FALSE,0,0
CoCrGa,Half Heusler,18,C1b,5.4451,1.0055,0.078,0,No,FALSE,0,0
CoCrIn,Half Heusler,18,C1b,5.7643,1.0036,0.465,0,0.01,FALSE,0,0
CoCrSi,Half Heusler,19,C1b,5.3575,1.0026,-0.203,99.6,0.802,TRUE,1,240.62
CoCrGe,Half Heusler,19,C1b,5.4726,1.003,-0.035,100,0.964,TRUE,1,225.65
CoCrSn,Half Heusler,19,C1b,5.78,1.0017,0.167,100,0.751,FALSE,1,191.78
CoCrP,Half Heusler,20,C1b,5.3249,1.0041,-0.362,100,1.335,TRUE,2,489.39
CoCrAs,Half Heusler,20,C1b,5.5192,1.0001,-0.104,100,1.073,TRUE,2,441.25
CoCrSb,Half Heusler,20,C1b,5.8075,1.0004,0.036,100,0.76,FALSE,2,378.65
CoMnAl,Half Heusler,19,C1b,5.45,1.0018,0.078,78.09,0.019,FALSE,1.0396,237.8
CoMnGa,Half Heusler,19,C1b,5.46,1,0.139,96.21,0.28,FALSE,1.0028,228.54
CoMnIn,Half Heusler,19,C1b,5.93,1,0.344,19.49,0.751,FALSE,4.3243,769.27
CoMnSi,Half Heusler,20,C1b,5.356,1.0041,-0.209,100,0.779,TRUE,2,480.89
CoMnGe,Half Heusler,20,C1b,5.49,1.0018,-0.057,100,0.993,TRUE,2,447.56
CoMnSn,Half Heusler,20,C1b,5.8366,1.0033,0.079,25.61,0.775,FALSE,2.9147,542.02
CoMnP,Half Heusler,21,C1b,5.34,1,-0.443,100,1.288,TRUE,3,730.84
CoMnAs,Half Heusler,21,C1b,5.53,1,-0.211,100,1.159,TRUE,3,658.07
CoMnSb,Half Heusler,21,C1b,5.82,1,-0.108,100,0.888,TRUE,3,564.52
CoFeAl,Half Heusler,20,C1b,5.5,0.9982,0.043,63.28,0.004,FALSE,2.6218,585.64
CoFeGa,Half Heusler,20,C1b,5.51,0.9982,0.107,65.16,0.119,FALSE,2.679,595.16
CoFeIn,Half Heusler,20,C1b,5.8,1,0.373,67.92,0.28,FALSE,3.3909,644.7
CoFeSi,Half Heusler,21,C1b,5.3621,1.0043,-0.204,86.36,0.328,TRUE,2.9966,717.99
CoFeGe,Half Heusler,21,C1b,5.5,1,-0.061,100,0.442,TRUE,3,668.9
CoFeSn,Half Heusler,21,C1b,5.79,0.9983,0.064,100,0.461,FALSE,3,574.33
CoFeP,Half Heusler,22,C1b,5.35,1,-0.348,12.31,0.536,TRUE,3.8481,932.21
CoFeAs,Half Heusler,22,C1b,5.53,1.0018,-0.13,65.6,0.551,TRUE,3.9795,871.36
CoFeSb,Half Heusler,22,C1b,5.81,1,-0.033,52.37,0.537,TRUE,3.9793,752.67
CoNiAl,Half Heusler,22,C1b,5.49,1,0.462,69.46,0.005,FALSE,1.0288,230.64
CoNiGa,Half Heusler,22,C1b,5.5,1.0018,0.533,68.46,No,FALSE,1.1276,250.96
CoNiIn,Half Heusler,22,C1b,5.81,0.9983,0.765,81.9,No,FALSE,1.4494,274.62
CoNiSi,Half Heusler,23,C1b,5.34,1.0019,0.288,0,No,FALSE,0,0
CoNiGe,Half Heusler,23,C1b,5.4495,1.0042,0.422,0,No,FALSE,0.0002,0.05
CoNiSn,Half Heusler,23,C1b,5.7409,1.0028,0.504,0,No,FALSE,0.0002,0.04
CoNiP,Half Heusler,24,C1b,5.28,1.0019,0.141,5.49,No,FALSE,0.2689,67.64
CoNiAs,Half Heusler,24,C1b,5.46,1,0.349,11.79,No,FALSE,0.4672,106.48
CoNiSb,Half Heusler,24,C1b,5.73,1.0017,0.4,25.27,No,FALSE,0.395,77.75
RhTiAl,Half Heusler,16,C1b,5.95,1,-0.535,64.1,0.224,TRUE,1.2431,218.92
RhTiGa,Half Heusler,16,C1b,5.95,1,-0.492,69.36,0.413,TRUE,1.178,207.45
RhTiIn,Half Heusler,16,C1b,6.21,1,-0.304,66.98,0.351,TRUE,1.3605,210.74
RhTiSi,Half Heusler,17,C1b,5.83,1.0017,-0.69,0.12,0.713,TRUE,0.0015,0.28
RhTiGe,Half Heusler,17,C1b,5.92,1,-0.635,4.8,0.727,TRUE,0.0679,12.14
RhTiSn,Half Heusler,17,C1b,6.15,1.0058,-0.591,0,0.631,TRUE,0.0001,0.02
RhTiP,Half Heusler,18,C1b,5.7366,1.001,-1.075,0,0.869,TRUE,0,0
RhTiAs,Half Heusler,18,C1b,5.872,1.0039,-0.901,0,0.8503,TRUE,0,0
RhTiSb,Half Heusler,18,C1b,6.118,1.0034,-0.837,0,0.7457,TRUE,0,0
RhVAl,Half Heusler,17,C1b,5.8262,1.0009,-0.275,87.85,No,TRUE,0.8014,150.18
RhVGa,Half Heusler,17,C1b,5.82,1,-0.207,90.12,0.18,TRUE,0.8873,166.97
RhVIn,Half Heusler,17,C1b,6.09,1,0.048,92.08,0.247,FALSE,0.9487,155.81
RhVSi,Half Heusler,18,C1b,5.69,1,-0.529,0,0.3134,TRUE,0,0
RhVGe,Half Heusler,18,C1b,5.7749,1.0051,-0.41,0,0.4279,TRUE,0,0
RhVSn,Half Heusler,18,C1b,6.04,1.0017,-0.302,0,0.3899,TRUE,0,0
RhVP,Half Heusler,19,C1b,5.66,1.0018,-0.567,95.87,0.87,TRUE,0.9998,204.19
RhVAs,Half Heusler,19,C1b,5.81,1.0034,-0.377,100,0.883,TRUE,1,188.5
RhVSb,Half Heusler,19,C1b,6.0581,1.0024,-0.312,100,0.803,TRUE,1,166.45
RhCrAl,Half Heusler,18,C1b,5.73,1,-0.075,0,No,TRUE,0,0
RhCrGa,Half Heusler,18,C1b,5.74,0.9983,0.015,0,No,FALSE,0,0
RhCrIn,Half Heusler,18,C1b,6.19,1,0.207,83.4,No,FALSE,3.7036,579.27
RhCrSi,Half Heusler,19,C1b,5.65,1.0018,-0.183,100,0.565,TRUE,1,205.31
RhCrGe,Half Heusler,19,C1b,5.75,1.0035,-0.056,100,0.665,TRUE,1,194.45
RhCrSn,Half Heusler,19,C1b,6.02,0.9983,0.043,100,0.622,FALSE,0.9999,170.3
RhCrP,Half Heusler,20,C1b,5.65,1.0035,-0.293,100,0.912,TRUE,2,409.9
RhCrAs,Half Heusler,20,C1b,5.81,1.0017,-0.121,100,0.945,TRUE,2,377.64
RhCrSb,Half Heusler,20,C1b,6.0742,1.0007,-0.091,83.97,0.818,TRUE,2.374,392.69
RhMnAl,Half Heusler,19,C1b,5.89,1.0017,-0.191,30.69,0.504,TRUE,4.0227,729.06
RhMnGa,Half Heusler,19,C1b,5.89,1,-0.112,22.75,0.622,TRUE,4.0108,728.14
RhMnIn,Half Heusler,19,C1b,6.18,1,0.019,3.99,0.546,FALSE,4.2613,669.74
RhMnSi,Half Heusler,20,C1b,5.7109,0.9954,-0.231,55.65,0.713,TRUE,2.8382,567.87
RhMnGe,Half Heusler,20,C1b,5.8231,1.0036,-0.151,42.28,0.727,TRUE,3.1638,592.28
RhMnSn,Half Heusler,20,C1b,6.1204,1.0047,-0.176,43.45,0.627,TRUE,3.7188,598.89
RhMnP,Half Heusler,21,C1b,5.67,0.9982,-0.404,100,0.893,TRUE,3,611.6
RhMnAs,Half Heusler,21,C1b,5.83,0.9983,-0.256,61.34,0.879,TRUE,3.0289,568
RhMnSb,Half Heusler,21,C1b,6.09,1,-0.276,18.92,0.751,TRUE,3.3184,545.01
RhFeAl,Half Heusler,20,C1b,5.78,1,-0.147,80.04,No,TRUE,2.8322,544.09
RhFeGa,Half Heusler,20,C1b,5.79,1,-0.051,74.27,0.105,TRUE,2.8206,539.05
RhFeIn,Half Heusler,20,C1b,6.08,1,0.145,78.17,0.119,FALSE,3.0844,509.08
RhFeSi,Half Heusler,21,C1b,5.68,1,-0.24,73.74,0.423,TRUE,2.9903,605.34
RhFeGe,Half Heusler,21,C1b,5.78,0.9982,-0.139,100,0.494,TRUE,3,577.34
RhFeSn,Half Heusler,21,C1b,6.05,1,-0.121,100,0.479,TRUE,3,502.55
RhFeP,Half Heusler,22,C1b,5.65,0.9982,-0.256,53.45,0.694,TRUE,3.3912,698.72
RhFeAs,Half Heusler,22,C1b,5.81,1,-0.114,59.81,0.712,TRUE,3.5772,676.62
RhFeSb,Half Heusler,22,C1b,6.0464,1.0025,-0.132,69.64,0.593,TRUE,3.5768,598.77
RhNiAl,Half Heusler,22,C1b,5.73,1,0.199,65.95,No,FALSE,0.5473,107.92
RhNiGa,Half Heusler,22,C1b,5.75,0.9983,0.303,0,No,FALSE,0.0011,0.22
RhNiIn,Half Heusler,22,C1b,6.02,0.9983,0.49,73.36,No,FALSE,0.4739,80.71
RhNiSi,Half Heusler,23,C1b,5.62,0.9982,0.143,0,No,FALSE,0,0
RhNiGe,Half Heusler,23,C1b,5.73,1,0.249,0,No,FALSE,0,0
RhNiSn,Half Heusler,23,C1b,6,0.9967,0.245,0,No,FALSE,0,0
RhNiP,Half Heusler,24,C1b,5.57,1,0.116,0,No,FALSE,0,0
RhNiAs,Half Heusler,24,C1b,5.72,1.0052,0.257,0,No,FALSE,0.0001,0.02
RhNiSb,Half Heusler,24,C1b,5.97,1,0.209,0,No,FALSE,0,0
NiTiAl,Half Heusler,17,C1b,5.75,1,-0.36,95.41,0.418,TRUE,0.9839,191.99
NiTiGa,Half Heusler,17,C1b,5.72,1,-0.385,96.73,0.594,TRUE,0.9969,197.6
NiTiIn,Half Heusler,17,C1b,5.9916,1.0021,-0.168,96.64,0.451,TRUE,0.9996,172.03
NiTiSi,Half Heusler,18,C1b,5.56,1.0027,-0.762,0,0.7364,TRUE,0,0
NiTiGe,Half Heusler,18,C1b,5.6533,1.0025,-0.691,0,0.6225,TRUE,0,0
NiTiSn,Half Heusler,18,C1b,5.9292,1.0032,-0.571,0,0.4375,TRUE,0,0
NiTiP,Half Heusler,19,C1b,5.51,1,-0.824,0,0.75,TRUE,0,0
NiTiAs,Half Heusler,19,C1b,5.67,0.9982,-0.62,0,0.779,TRUE,0.0002,0.04
NiTiSb,Half Heusler,19,C1b,5.96,0.995,-0.507,0,0.556,TRUE,0,0
NiVAl,Half Heusler,18,C1b,5.5669,1.0041,-0.196,0,0.0995,TRUE,0,0
NiVGa,Half Heusler,18,C1b,5.5508,1.0036,-0.195,0,0.3039,TRUE,0,0
NiVIn,Half Heusler,18,C1b,5.8388,1.0029,0.106,0,0.2617,FALSE,0,0
NiVSi,Half Heusler,19,C1b,5.47,1.0018,-0.316,90.97,0.902,TRUE,0.9582,216.78
NiVGe,Half Heusler,19,C1b,5.58,1,-0.203,96.55,0.708,TRUE,0.9917,211.74
NiVSn,Half Heusler,19,C1b,5.87,0.9983,-0.079,100,0.48,TRUE,1,183.72
NiVP,Half Heusler,20,C1b,5.45,0.9982,-0.403,73.68,0.836,TRUE,1.9054,437.44
NiVAs,Half Heusler,20,C1b,5.62,0.9982,-0.2,57.58,0.642,TRUE,1.9956,417.8
NiVSb,Half Heusler,20,C1b,5.89,1,-0.122,100,0.408,TRUE,2,363.09
NiCrAl,Half Heusler,19,C1b,5.54,0.9982,0.114,100,0.314,FALSE,1.0001,218.59
NiCrGa,Half Heusler,19,C1b,5.53,1,0.149,100,0.508,FALSE,1,219.36
NiCrIn,Half Heusler,19,C1b,5.99,1,0.331,14.31,0.167,FALSE,3.7035,639.23
NiCrSi,Half Heusler,20,C1b,5.44,1,-0.116,100,0.846,TRUE,2,460.85
NiCrGe,Half Heusler,20,C1b,5.56,0.9982,-0.001,100,0.637,TRUE,2,432.43
NiCrSn,Half Heusler,20,C1b,5.88,1,0.081,52.61,0.318,FALSE,2.488,453.99
NiCrP,Half Heusler,21,C1b,5.4247,1.0034,-0.254,100,0.77,TRUE,3,694.79
NiCrAs,Half Heusler,21,C1b,5.62,1,-0.079,100,0.556,TRUE,3,626.96
NiCrSb,Half Heusler,21,C1b,5.89,1,-0.042,80.25,0.323,TRUE,3.0499,553.69
NiMnAl,Half Heusler,20,tetragonal,5.56,1.036,-0.04,69.47,0.656,TRUE,3.1633,659.02
NiMnGa,Half Heusler,20,C1b,5.64,1,-0.005,57.23,0.603,TRUE,3.3076,683.92
NiMnIn,Half Heusler,20,C1b,5.96,1.0034,0.152,54.19,0.375,FALSE,3.8207,667.23
NiMnSi,Half Heusler,21,C1b,5.45,1.0018,-0.251,100,0.851,TRUE,3,686.22
NiMnGe,Half Heusler,21,C1b,5.57,1.0018,-0.153,60.38,0.656,TRUE,3.0076,644.47
NiMnSn,Half Heusler,21,C1b,5.88,1,-0.114,1.57,0.427,TRUE,3.319,605.62
NiMnP,Half Heusler,22,C1b,5.46,1.0018,-0.4,100,0.869,TRUE,4,909.94
NiMnAs,Half Heusler,22,C1b,5.64,0.9982,-0.25,100,0.694,TRUE,4,828.55
NiMnSb,Half Heusler,22,C1b,5.91,1,-0.217,100,0.484,TRUE,4,718.83
NiFeAl,Half Heusler,21,C1b,5.56,0.9964,-0.069,85.43,0.304,TRUE,2.9978,649.34
NiFeGa,Half Heusler,21,C1b,5.56,0.9982,-0.017,100,0.594,TRUE,3,648.64
NiFeIn,Half Heusler,21,C1b,5.85,1,0.195,100,0.651,FALSE,3,555.88
NiFeSi,Half Heusler,22,C1b,5.44,1,-0.12,73.71,0.784,TRUE,3.3327,767.94
NiFeGe,Half Heusler,22,C1b,5.57,1.0018,-0.029,69.65,0.813,TRUE,3.531,756.62
NiFeSn,Half Heusler,22,C1b,5.85,1.0017,0.017,74.94,0.717,FALSE,3.4914,645.83
NiFeP,Half Heusler,23,C1b,5.4,1,-0.189,72.43,1.008,TRUE,3.5904,845.84
NiFeAs,Half Heusler,23,tetragonal,5.54,1.0289,-0.025,77.44,0.802,TRUE,3.674,779.06
NiFeSb,Half Heusler,23,tetragonal,5.91,0.9712,0.018,84.24,0.536,FALSE,3.3752,624.51
NiNiAl,Half Heusler,23,C1b,5.49,1.0036,0.793,0,,FALSE,0,0
NiNiGa,Half Heusler,23,C1b,5.51,0.9982,0.881,0,,FALSE,0,0
NiNiIn,Half Heusler,23,C1b,5.79,1.0017,1.054,0,,FALSE,0,0
NiNiSi,Half Heusler,24,C1b,5.36,1.0037,0.736,0,,FALSE,0,0
NiNiGe,Half Heusler,24,C1b,5.49,1,0.839,0,,FALSE,0,0
NiNiSn,Half Heusler,24,C1b,5.76,1.0035,0.841,0,,FALSE,0.0001,0.02
NiNiP,Half Heusler,25,C1b,5.3,1,0.668,0,,FALSE,0,0
NiNiAs,Half Heusler,25,C1b,5.3,1,0.904,0,,FALSE,0,0
NiNiSb,Half Heusler,25,C1b,5.76,0.9965,0.797,0,,FALSE,0,0
CrTiAl,Half Heusler,13,triclinic,0,-0.0889,,,,None,0,
CrVAl,Half Heusler,14,triclinic,0,-0.1611,,,,None,0,
CrVGa,Half Heusler,14,triclinic,0,-0.099,,,,None,0,
CrVIn,Half Heusler,14,triclinic,0.5924,0.3397,,,,None,0.4075,
CrVSi,Half Heusler,15,triclinic,-0.0001,-0.1111,,,,None,0.0012,
CrVGe,Half Heusler,15,triclinic,0.0003,0.0341,,,,None,0.0034,
CrVP,Half Heusler,16,triclinic,0.0001,-0.438,,,,None,0.0017,
CrCrAl,Half Heusler,15,triclinic,0.0317,0.2312,,,,None,0.0037,
CrCrGa,Half Heusler,15,triclinic,0,0.1516,,,,None,0,
CrCrIn,Half Heusler,15,triclinic,0.002,0.2738,,,,None,0.0346,
CrCrSi,Half Heusler,16,triclinic,-0.5397,-0.0192,,,,None,0.1739,
CrMnAl,Half Heusler,16,triclinic,-0.0331,0.1862,,,,None,0.1779,
CrMnGa,Half Heusler,16,triclinic,-0.038,0.412,,,,None,0.4237,
CrMnIn,Half Heusler,16,triclinic,-0.0018,0.416,,,,None,0.8922,
CrFeAl,Half Heusler,17,triclinic,-0.0323,0.1532,,,,None,0.3733,
CrFeGa,Half Heusler,17,triclinic,-0.5578,0.2718,,,,None,0.0017,
CrFeIn,Half Heusler,17,triclinic,0.8014,0.5521,,,,None,0.4194,
CrNiAl,Half Heusler,19,triclinic,2.5522,0.0854,,,,None,0.3844,
CrNiIn,Half Heusler,19,triclinic,3.5036,0.1643,,,,None,0.3094,
MnTiAl,Half Heusler,14,triclinic,1.6236,-0.1197,,,,None,0.2082,
MnTiGa,Half Heusler,14,triclinic,1.7464,-0.1948,,,,None,0.2228,
MnTiSi,Half Heusler,15,triclinic,-0.0001,-0.3476,,,,None,0.0355,
MnVAl,Half Heusler,15,triclinic,0.6647,0.0207,,,,None,0.0634,
MnVGa,Half Heusler,15,triclinic,0.8697,-0.0263,,,,None,0.3644,
MnVIn,Half Heusler,15,triclinic,1.0756,0.1986,,,,None,0.8269,
MnVSi,Half Heusler,16,triclinic,0,-0.211,,,,None,0.0012,
MnCrAl,Half Heusler,16,triclinic,-0.0456,0.1406,,,,None,0.4137,
MnCrGa,Half Heusler,16,triclinic,-0.0056,0.1262,,,,None,0.9037,
MnCrIn,Half Heusler,16,triclinic,0.2152,0.3917,,,,None,0.116,
MnMnAl,Half Heusler,17,triclinic,-0.0204,-0.0146,,,,None,0.3585,
MnNiGa,Half Heusler,20,triclinic,3.4011,-0.013,,,,None,0.3077,
MnNiIn,Half Heusler,20,triclinic,3.9933,0.1529,,,,None,0.3538,
MnNiAs,Half Heusler,22,triclinic,3.4745,-0.1689,,,,None,0.0497,
FeTiAl,Half Heusler,15,triclinic,0.0027,-0.1646,,,,None,0.075,
FeTiGa,Half Heusler,15,triclinic,0.442,-0.1751,,,,None,0.0625,
FeTiIn,Half Heusler,15,triclinic,0.6539,0.105,,,,None,0.1159,
FeTiSi,Half Heusler,16,triclinic,0,-0.4228,,,,None,0,
FeVAl,Half Heusler,16,triclinic,0,-0.04,,,,None,0,
FeVGa,Half Heusler,16,triclinic,0,-0.0305,,,,None,0,
FeVIn,Half Heusler,16,triclinic,0.0734,0.2917,,,,None,0.3346,
FeCrAl,Half Heusler,17,triclinic,-0.0165,0.159,,,,None,0.0308,
FeCrIn,Half Heusler,17,triclinic,-0.8036,0.4735,,,,None,0.2006,
RuTiAl,Half Heusler,15,triclinic,-0.1162,-0.2797,,,,None,0.02,
RuTiGa,Half Heusler,15,triclinic,0,-0.3696,,,,None,0,
RuTiIn,Half Heusler,15,triclinic,0,-0.1143,,,,None,0,
RuVIn,Half Heusler,16,triclinic,0,0.1585,,,,None,0,
RuVSn,Half Heusler,17,triclinic,0,-0.0277,,,,None,0,
RuCrAl,Half Heusler,17,triclinic,-0.0879,0.1437,,,,None,0,
RuCrGa,Half Heusler,17,triclinic,-0.0001,0.0801,,,,None,0,
RuCrIn,Half Heusler,17,triclinic,-1.9599,0.4198,,,,None,0.5841,
RuFeIn,Half Heusler,19,triclinic,-3.4053,0.3581,,,,None,0.1115,
RuNiAl,Half Heusler,21,triclinic,0,-0.3212,,,,None,0,
RuNiGa,Half Heusler,21,triclinic,0.0001,-0.1431,,,,None,0,
RuNiIn,Half Heusler,21,triclinic,-0.5883,0.34,,,,None,0.0025,
CoTiAl,Half Heusler,16,triclinic,0.0141,-0.2877,,,,None,0.1905,
CoTiGa,Half Heusler,16,triclinic,0.0071,-0.3195,,,,None,0.0061,
CoTiIn,Half Heusler,16,triclinic,-0.0001,-0.0619,,,,None,0,
CoVAl,Half Heusler,17,triclinic,-0.5685,-0.0948,,,,None,0.377,
CoVGa,Half Heusler,17,triclinic,0,-0.0985,,,,None,0,
CoVIn,Half Heusler,17,triclinic,0,0.1999,,,,None,0,
CoFeIn,Half Heusler,20,triclinic,-3.8992,0.3004,,,,None,0.2227,
RhTiGa,Half Heusler,16,triclinic,0,-0.5396,,,,None,0,
RhTiIn,Half Heusler,16,triclinic,0,-0.358,,,,None,0,
RhVGa,Half Heusler,17,triclinic,-0.904,-0.2077,,,,None,0.7823,
RhVIn,Half Heusler,17,triclinic,-0.241,0.0386,,,,None,0.7402,
RhFeIn,Half Heusler,20,triclinic,-3.185,0.1051,,,,None,0.5659,
RhNiP,Half Heusler,24,triclinic,0,-0.3907,,,,None,0,
NiTiAl,Half Heusler,17,triclinic,0,-0.366,,,,None,0,
NiTiGa,Half Heusler,17,triclinic,0,-0.4025,,,,None,0,
NiFeP,Half Heusler,23,triclinic,0.0005,-0.4033,,,,None,0,
NiNiP,Half Heusler,25,triclinic,0,-0.4451,,,,None,0,
NiNiAs,Half Heusler,25,triclinic,0,-0.1525,,,,None,0,
Sc2TiIn,Inverse Heusler,13,Tetragonal,6.08,1.5329,-0.176,51.67,No gap,TRUE,1.4104,151.86
Sc2TiSi,Inverse Heusler,14,Tetragonal,5.75,1.5774,-0.312,1.84,No gap,TRUE,1.2994,160.74
Sc2TiSn,Inverse Heusler,14,Tetragonal,6.02,1.5698,-0.359,12.14,No gap,TRUE,1.5508,167.98
Sc2TiP,Inverse Heusler,15,Tetragonal,5.61,1.6239,-0.51,44.53,No gap,TRUE,0.7873,101.86
Sc2TiAs,Inverse Heusler,15,Tetragonal,5.73,1.623,-0.444,42,No gap,TRUE,0.5189,63.04
Sc2VAs,Inverse Heusler,16,Tetragonal,5.64,1.6028,-0.282,0,No gap,TRUE,0.0015,0.19
Sc2ZnP,Inverse Heusler,23,Tetragonal,5.45,1.8055,-0.704,0,No gap,TRUE,0,0
Sc2ZnAs,Inverse Heusler,23,Tetragonal,5.57,1.7899,-0.641,0,No gap,TRUE,0,0
Ti2VAs,Inverse Heusler,18,Tetragonal,5.35,1.5888,-0.368,6.37,No gap,TRUE,1.6493,251.48
Ti2NiAl,Inverse Heusler,21,Tetragonal,5.28,1.6098,-0.303,0,No gap,TRUE,0,0
V2CuAl,Inverse Heusler,24,Tetragonal,5.23,1.5105,0.008,30.84,No gap,FALSE,0.0852,14.63
V2ZnAs,Inverse Heusler,27,Tetragonal,5.2246,1.5678,-0.026,32.92,No gap,TRUE,0.5928,98.36
Cr2CuP,Inverse Heusler,28,Tetragonal,5.1,1.4471,-0.021,18.67,No gap,TRUE,0.2165,41.84
Cr2ZnP,Inverse Heusler,29,Tetragonal,5.15,1.5049,0.015,4.6,No gap,FALSE,0.3507,63.29
Mn2NiP,Inverse Heusler,29,Tetragonal,5.07,1.357,-0.273,27.41,No gap,TRUE,1.2154,254.94
Mn2ZnP,Inverse Heusler,31,Tetragonal,5.04,1.621,-0.091,41.49,No gap,TRUE,5.7612,1029.81
Mn2ZnSb,Inverse Heusler,31,Tetragonal,5.45,1.5633,0.128,52.21,No gap,FALSE,6.011,881.13
Fe2CuAs,Inverse Heusler,32,Tetragonal,5.2,1.4404,0.095,70.18,No gap,FALSE,4.8846,894.68
Fe2CuSb,Inverse Heusler,32,Tetragonal,5.47,1.3803,0.169,71.99,No gap,FALSE,4.66,765.23
Fe2ZnGe,Inverse Heusler,32,Tetragonal,5.16,1.5019,0.03,52.68,No gap,FALSE,4.3462,781.33
Fe2ZnSn,Inverse Heusler,32,Tetragonal,5.41,1.4806,0.121,63.02,No gap,FALSE,4.4514,704.36
Fe2ZnAs,Inverse Heusler,33,Tetragonal,5.18,1.5232,0.094,29.31,No gap,FALSE,4.4799,784.98
Co2NiGa,Inverse Heusler,31,Tetragonal,5.21,1.3052,-0.154,61.26,No gap,TRUE,2.7384,550.35
Co2NiIn,Inverse Heusler,31,Tetragonal,5.44,1.3107,0.115,69.91,No gap,FALSE,2.9077,511.2
Co2NiSi,Inverse Heusler,32,Tetragonal,5.0307,1.3534,-0.316,49.49,No gap,TRUE,2.2607,486.68
Co2NiGe,Inverse Heusler,32,Tetragonal,5.13,1.3567,-0.13,55.84,No gap,TRUE,2.4031,486.69
Co2NiSn,Inverse Heusler,32,Tetragonal,5.3848,1.3345,-0.016,51.75,No gap,TRUE,2.5023,445.48
Co2CuIn,Inverse Heusler,32,Tetragonal,5.53,1.2857,0.195,69.56,No gap,FALSE,2.7872,475.53
Co2CuSi,Inverse Heusler,33,Tetragonal,5.02,1.4104,-0.117,59.15,No gap,TRUE,2.2312,463.9
Cu2ZnSi,Inverse Heusler,38,Tetragonal,5.21,1.476,0.037,0,No gap,FALSE,0,0
Cu2ZnGe,Inverse Heusler,38,Tetragonal,5.32,1.4793,0.044,0,No gap,FALSE,0,0
Cu2ZnP,Inverse Heusler,39,Tetragonal,5.19,1.5029,-0.003,0,No gap,TRUE,0,0
Cu2ZnSb,Inverse Heusler,39,Tetragonal,5.61,1.4652,0.131,0,No gap,FALSE,0,0
Ti2CrSn,Inverse Heusler,18,Xa,6.47,1,-0.181,0,0.575,TRUE,0,0
Ti2CrSb,Inverse Heusler,19,Xa,6.38,1,-0.111,69.85,0.428,TRUE,0.965,137.85
Ti2MnSn,Inverse Heusler,19,Xa,6.39,1,-0.188,100,0.593,TRUE,1,142.18
Ti2CoIn,Inverse Heusler,20,Xa,6.351,1,-0.089,100,0.613,TRUE,2,289.62
V2CrSi,Inverse Heusler,20,Xa,5.8497,0.9999,-0.266,0,0.076,TRUE,0.0003,0.06
V2CrGe,Inverse Heusler,20,Xa,5.94,1,-0.118,100,0.086,TRUE,2,354
