mpid,asr_breaking,eps_electronic,eps_total,last phdos peak,structure,formula
mp-8257,29.494094989292197,4.431537595719857,11.738270367718394,310.5857543938568,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[5.42511906, 0.0, -2.50825961], [-1.35501119, 5.59829293, -2.93075606], [-0.00196984, -0.00500107, 7.11686895]], 'a': 5.9768957734205665, 'b': 6.462682890126973, 'c': 7.116870979752609, 'alpha': 117.00315919849318, 'beta': 114.82892856717838, 'gamma': 89.99999997229392, 'volume': 216.0251408481393}, 'sites': [{'species': [{'element': 'Na', 'occu': 1}], 'abc': [0.14238311, 0.49141146, 0.28476622], 'xyz': [0.1060163527980344, 2.7496411664391225, 0.22930295081923413], 'label': 'Na'}, {'species': [{'element': 'Na', 'occu': 1}], 'abc': [0.85761689, 0.50858854, 0.71523378], 'xyz': [3.9621216772019654, 2.843650693560878, 1.4485503291807662], 'label': 'Na'}, {'species': [{'element': 'Na', 'occu': 1}], 'abc': [0.35761689, 0.20664523, 0.71523378], 'xyz': [1.6586987109976048, 1.1532835959270795, 3.587602319739725], 'label': 'Na'}, {'species': [{'element': 'Na', 'occu': 1}], 'abc': [0.64238311, 0.79335477, 0.28476622], 'xyz': [2.409439319002396, 4.4400082640729215, -1.9097490397397245], 'label': 'Na'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.61090644, 0.32440292, 0.22181288], 'xyz': [2.874233648968533, 1.814993271767574, -0.9044445742305078], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.38909356, 0.67559708, 0.77818712], 'xyz': [1.1939043810314678, 3.778298588232426, 2.5822978542305073], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.88909356, 0.10259004, 0.77818712], 'xyz': [4.682894862180245, 0.5704373273601988, 3.00751190413317], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.11090644, 0.89740996, 0.22181288], 'xyz': [-0.6147568321802451, 5.022854532639801, -1.3296586241331698], 'label': 'S'}, {'species': [{'element': 'Zn', 'occu': 1}], 'abc': [0.25, 0.0, 0.0], 'xyz': [1.356279765, 0.0, -0.6270649025], 'label': 'Zn'}, {'species': [{'element': 'Zn', 'occu': 1}], 'abc': [0.75, 0.0, 0.0], 'xyz': [4.068839295, 0.0, -1.8811947075000002], 'label': 'Zn'}]}",Na2ZnS2
mp-8262,2.2716288177625295,5.124368813145695,8.251811990351502,505.58573891050713,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[6.01749365, -0.00965376, -2.25138876], [-1.40650633, 5.85081729, -2.25138876], [0.00873496, 0.01106538, 8.42426964]], 'a': 6.424879327390266, 'b': 6.42487932695606, 'c': 8.424281435801303, 'alpha': 110.45353363675737, 'beta': 110.45353363111249, 'gamma': 94.7961417308732, 'volume': 296.7812325299227}, 'sites': [{'species': [{'element': 'P', 'occu': 1}], 'abc': [0.70908564, 0.70908564, 0.84961713], 'xyz': [3.2770062664799484, 4.151286516412669, 3.964548914336121], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.85946851, 0.85946851, 0.15038287], 'xyz': [3.9643119899034285, 5.021960159397482, -2.603129639858829], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.29091436, 0.29091436, 0.15038287], 'xyz': [1.3427160135200504, 1.7009423935873313, -0.04305679433612042], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.14053149, 0.14053149, 0.84961713], 'xyz': [0.6554102900965716, 0.8302687506025191, 6.524621759858829], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.84879706, 0.84879706, 0.69759412], 'xyz': [3.919885937647714, 4.965681575266787, 2.054776645348425], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.15120294, 0.15120294, 0.30240588], 'xyz': [0.6998363423522855, 0.8865473347332127, 1.8667154746515746], 'label': 'P'}, {'species': [{'element': 'K', 'occu': 1}], 'abc': [0.75, 0.25, 0.5], 'xyz': [4.165861135, 1.4609966925, 1.96074606], 'label': 'K'}, {'species': [{'element': 'K', 'occu': 1}], 'abc': [0.25, 0.75, 0.5], 'xyz': [0.45386114499999985, 4.3912322175, 1.96074606], 'label': 'K'}, {'species': [{'element': 'K', 'occu': 1}], 'abc': [0.72849692, 0.27150308, 0.0], 'xyz': [4.001854789510061, 1.581482180325834, -2.25138876], 'label': 'K'}, {'species': [{'element': 'K', 'occu': 1}], 'abc': [0.27150308, 0.72849692, 0.0], 'xyz': [0.6091325304899382, 4.259681349674166, -2.25138876], 'label': 'K'}]}",K2P3
mp-8267,2.6154402098590066,4.430882364237907,,651.3451023614855,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[6.12680474, 0.0, 3.39877032], [2.81625664, 6.33868767, 2.14490325], [-0.02106058, -0.09272681, 7.25960267]], 'a': 7.006381092275768, 'b': 7.260225395400247, 'c': 7.260225391514635, 'alpha': 73.55285524494883, 'beta': 61.150003857402304, 'gamma': 61.15000386405554, 'volume': 282.71793618771517}, 'sites': [{'species': [{'element': 'P', 'occu': 1}], 'abc': [0.66008082, 0.33991918, 0.33991918], 'xyz': [4.994327049413517, 2.1231218938432943, 5.440235040448808], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.33991918, 0.66008082, 0.66008082], 'xyz': [3.9276737505864823, 4.122838966156705, 7.363041199551192], 'label': 'P'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.52769584, 0.22997493, 0.22997493], 'xyz': [3.8759143920250576, 1.4364144115612396, 3.9563175496160543], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.98764571, 0.77002507, 0.77002507], 'xyz': [8.203483459233889, 4.809546448438759, 10.598486255186742], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.5, 0.31964786, 0.68035214], 'xyz': [3.9492841675141492, 1.9630610653050127, 7.324085105853759], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.5, 0.68035214, 0.31964786], 'xyz': [4.9727166324858505, 4.282899794694987, 5.479191134146241], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.47230416, 0.77002507, 0.77002507], 'xyz': [5.046086407974942, 4.809546448438759, 8.846958690383946], 'label': 'S'}, {'species': [{'element': 'S', 'occu': 1}], 'abc': [0.01235429, 0.22997493, 0.22997493], 'xyz': [0.7185173407661105, 1.4364144115612396, 2.2047899848132584], 'label': 'S'}, {'species': [{'element': 'K', 'occu': 1}], 'abc': [0.0, 0.25108704, 0.74891296], 'xyz': [0.6913530023108287, 1.522118014796339, 5.975367932142483], 'label': 'K'}, {'species': [{'element': 'K', 'occu': 1}], 'abc': [0.0, 0.74891296, 0.25108704], 'xyz': [2.103843057689171, 4.72384284520366, 3.4291379878575166], 'label': 'K'}]}",KPS3
mp-827,6.098228156877098,2.6041036777076925,5.831334999033327,2109.5856115500314,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[-3.11324807, -3.11324807, 3.64205981], [-3.11324807, 3.11324807, -3.64205981], [3.11324807, -3.11324807, -3.64205981]], 'a': 5.713950187946574, 'b': 5.713950187946574, 'c': 5.713950187946574, 'alpha': 100.80388109531121, 'beta': 113.97111724379633, 'gamma': 113.97111724379633, 'volume': 141.19994251787853}, 'sites': [{'species': [{'element': 'K', 'occu': 1}], 'abc': [-0.0, 0.75, 0.75], 'xyz': [0.0, 0.0, -5.463089715000001], 'label': 'K', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'K', 'occu': 1}], 'abc': [0.0, 0.25, 0.25], 'xyz': [0.0, 0.0, -1.821029905], 'label': 'K', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.5, 0.0, 0.5], 'xyz': [0.0, -3.11324807, 0.0], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.5, 0.5, 0.0], 'xyz': [-3.11324807, 0.0, 0.0], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.23022562, 0.86511281, 0.36511281], 'xyz': [-2.2733735021295534, 0.8398745678704467, -3.64205981], 'label': 'N', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.76977438, 0.13488719, 0.63488719], 'xyz': [-0.8398745678704467, -3.9531226378704467, 0.0], 'label': 'N', 'properties': {'magmom': -0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.5, 0.63488719, 0.86511281], 'xyz': [-0.8398745678704467, -2.2733735021295534, -3.64205981], 'label': 'N', 'properties': {'magmom': 0.0}}, {'species': [{'element': 'N', 'occu': 1}], 'abc': [0.5, 0.36511281, 0.13488719], 'xyz': [-2.2733735021295534, -0.8398745678704467, 1.1102230246251565e-16], 'label': 'N', 'properties': {'magmom': 0.0}}]}",KN3
mp-8276,2.9163913602662155,11.958086846187275,19.59218639442187,314.5857540762497,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.11474439, 0.0, 0.0], [-2.05737219, 3.56347317, 0.0], [0.0, 0.0, 7.12969083]], 'a': 4.11474439, 'b': 4.114744385924263, 'c': 7.12969083, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999995237296, 'volume': 104.54109691470914}, 'sites': [{'species': [{'element': 'P', 'occu': 1}], 'abc': [0.66666667, 0.33333333, 0.72575716], 'xyz': [2.0573722172403888, 1.1878243781217561, 5.1744241684588435], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.33333333, 0.66666667, 0.27424284], 'xyz': [-1.7240388672234985e-08, 2.375648791878244, 1.9552666615411571], 'label': 'P'}, {'species': [{'element': 'Zn', 'occu': 1}], 'abc': [0.66666667, 0.33333333, 0.37034261], 'xyz': [2.0573722172403888, 1.1878243781217561, 2.6404283104752664], 'label': 'Zn'}, {'species': [{'element': 'Zn', 'occu': 1}], 'abc': [0.33333333, 0.66666667, 0.62965739], 'xyz': [-1.7240388672234985e-08, 2.375648791878244, 4.4892625195247335], 'label': 'Zn'}, {'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Sr'}]}",Sr(ZnP)2
mp-8277,1.870065835586316,12.616412264886868,21.48648769115819,288.5857561406963,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[4.38889126, 0.0, 0.0], [-2.19444563, 3.80089132, 0.0], [0.0, 0.0, 7.33156815]], 'a': 4.38889126, 'b': 4.388891255143768, 'c': 7.33156815, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00000003660215, 'volume': 122.303010836917}, 'sites': [{'species': [{'element': 'P', 'occu': 1}], 'abc': [0.66666667, 0.33333333, 0.74722197], 'xyz': [2.1944456519444566, 1.2669637606636954, 5.478308796232255], 'label': 'P', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.33333333, 0.66666667, 0.25277803], 'xyz': [-2.1944456452880367e-08, 2.533927559336304, 1.8532593537677444], 'label': 'P', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Sr', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Cd', 'occu': 1}], 'abc': [0.33333333, 0.66666667, 0.63520914], 'xyz': [-2.1944456452880367e-08, 2.533927559336304, 4.657079099412891], 'label': 'Cd', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Cd', 'occu': 1}], 'abc': [0.66666667, 0.33333333, 0.36479086], 'xyz': [2.1944456519444566, 1.2669637606636954, 2.674489050587109], 'label': 'Cd', 'properties': {'magmom': 1.0}}]}",Sr(CdP)2
mp-8278,29.219038631311232,8.847979409165445,16.43695475037292,310.5857543938568,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.39060323, 0.0, 0.0], [-2.19530162, 3.80237394, 0.0], [0.0, 0.0, 7.62054818]], 'a': 4.39060323, 'b': 4.390603236727927, 'c': 7.62054818, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0000000246525, 'volume': 127.2228823150891}, 'sites': [{'species': [{'element': 'Mg', 'occu': 1}], 'abc': [0.66666667, 0.33333333, 0.37692668], 'xyz': [2.1953016352863495, 1.26745796732542, 2.8723879252674425], 'label': 'Mg'}, {'species': [{'element': 'Mg', 'occu': 1}], 'abc': [0.33333333, 0.66666667, 0.62307332], 'xyz': [-2.528634968079757e-08, 2.53491597267458, 4.748160254732558], 'label': 'Mg'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.66666667, 0.33333333, 0.72324448], 'xyz': [2.1953016352863495, 1.26745796732542, 5.511519405759047], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.33333333, 0.66666667, 0.27675552], 'xyz': [-2.528634968079757e-08, 2.53491597267458, 2.1090287742409535], 'label': 'P'}, {'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Ba'}]}",Ba(MgP)2
mp-8279,1.8356151342934648,13.747484408699913,23.69608531349689,276.58575709351777,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[4.46200187, 0.0, 0.0], [-2.23100094, 3.86420697, 0.0], [0.0, 0.0, 7.63308392]], 'a': 4.46200187, 'b': 4.462001871500893, 'c': 7.63308392, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00000006300945, 'volume': 131.61038653406337}, 'sites': [{'species': [{'element': 'P', 'occu': 1}], 'abc': [0.66666667, 0.33333333, 0.73346918], 'xyz': [2.231000955643343, 1.2880689771193101, 5.598631803673586], 'label': 'P', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.33333333, 0.66666667, 0.26653082], 'xyz': [-2.5643342895441807e-08, 2.5761379928806902, 2.034452116326414], 'label': 'P', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Cd', 'occu': 1}], 'abc': [0.66666667, 0.33333333, 0.36912157], 'xyz': [2.231000955643343, 1.2880689771193101, 2.8175359204921544], 'label': 'Cd', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Cd', 'occu': 1}], 'abc': [0.33333333, 0.66666667, 0.63087843], 'xyz': [-2.5643342895441807e-08, 2.5761379928806902, 4.815547999507845], 'label': 'Cd', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Ba', 'properties': {'magmom': 1.0}}]}",Ba(CdP)2
mp-8280,17.851386924604313,9.77102447727954,16.921456467320677,288.5857561406963,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.52214788, 0.0, 0.0], [-2.26107394, 3.91629495, 0.0], [0.0, 0.0, 7.79254985]], 'a': 4.52214788, 'b': 4.522147885412708, 'c': 7.79254985, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999996040577, 'volume': 138.00656362360178}, 'sites': [{'species': [{'element': 'Mg', 'occu': 1}], 'abc': [0.66666667, 0.33333333, 0.37706141], 'xyz': [2.2610739626107397, 1.3054316369456835, 2.9382698339362885], 'label': 'Mg'}, {'species': [{'element': 'Mg', 'occu': 1}], 'abc': [0.33333333, 0.66666667, 0.62293859], 'xyz': [-2.261073950293735e-08, 2.610863313054317, 4.854280016063711], 'label': 'Mg'}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [0.66666667, 0.33333333, 0.72704476], 'xyz': [2.2610739626107397, 1.3054316369456835, 5.665532535481286], 'label': 'As'}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [0.33333333, 0.66666667, 0.27295524], 'xyz': [-2.261073950293735e-08, 2.610863313054317, 2.127017314518714], 'label': 'As'}, {'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Ba'}]}",Ba(MgAs)2
mp-8289,0.4519151957148266,2.6961152659482934,,560.9576133004456,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[5.38941208, 0.0, 3.11157852], [1.79647069, 5.08118644, 3.11157852], [0.0, 0.0, 6.22315704]], 'a': 6.223157032742731, 'b': 6.223157033547711, 'c': 6.22315704, 'alpha': 59.999999965702294, 'beta': 59.99999996142335, 'gamma': 60.000000009250726, 'volume': 170.418713452028}, 'sites': [{'species': [{'element': 'F', 'occu': 1}], 'abc': [0.27139309, 0.72860691, 0.72860691], 'xyz': [2.771570156020995, 3.7021875511823, 7.645813741359147], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.27139309, 0.72860691, 0.27139309], 'xyz': [2.771570156020995, 3.7021875511823, 4.800500338640854], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.72860691, 0.27139309, 0.27139309], 'xyz': [4.414312613979004, 1.3789988888176996, 4.800500338640854], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.72860691, 0.72860691, 0.27139309], 'xyz': [5.23568384067194, 3.7021875511823, 6.22315704], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.27139309, 0.27139309, 0.72860691], 'xyz': [1.9501989293280593, 1.3789988888176996, 6.22315704], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.72860691, 0.27139309, 0.72860691], 'xyz': [4.414312613979004, 1.3789988888176996, 7.645813741359147], 'label': 'F'}, {'species': [{'element': 'Sn', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [3.5929413849999996, 2.54059322, 6.22315704], 'label': 'Sn'}, {'species': [{'element': 'Sn', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Sn'}]}",SnF3
mp-8291,1.138104729339507,2.671348398821096,,659.7120641896573,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.94709562, -0.01381774, -0.67998774], [-0.77798529, 4.88555882, -0.67998774], [-0.01182486, -0.01381774, 4.99359576]], 'a': 4.993628873866398, 'b': 4.993628883055536, 'c': 4.993628878034761, 'alpha': 97.96154441818629, 'beta': 97.96154436050303, 'gamma': 97.96154434565365, 'volume': 120.54497892078051}, 'sites': [{'species': [{'element': 'F', 'occu': 1}], 'abc': [0.42356865, 0.77076709, 0.77076709], 'xyz': [1.4866749422163492, 3.7491249339872064, 3.0367656119277107], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.77076709, 0.77076709, 0.42356865], 'xyz': [3.2084043969564005, 3.7491249339872064, 1.066906271517971], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.57643135, 0.22923291, 0.22923291], 'xyz': [2.6706105277836505, 1.1087984060127938, 0.5968546680722892], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.22923291, 0.57643135, 0.22923291], 'xyz': [0.6828713669578701, 2.8098543046173603, 0.5968546680722892], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.22923291, 0.22923291, 0.57643135], 'xyz': [0.9488810730435994, 1.1087984060127938, 2.566714008482029], 'label': 'F'}, {'species': [{'element': 'F', 'occu': 1}], 'abc': [0.77076709, 0.42356865, 0.77076709], 'xyz': [3.47441410304213, 2.04806903538264, 3.0367656119277107], 'label': 'F'}, {'species': [{'element': 'Ti', 'occu': 1}], 'abc': [0.5, 0.5, 0.5], 'xyz': [2.078642735, 2.4289616699999996, 1.8168101399999999], 'label': 'Ti'}, {'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Ba'}]}",BaTiF6
mp-8298,0.877240272990044,7.8428553442453675,54.19138060327989,462.6991086384732,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.64709685, 0.0, -1.33495024], [-0.38348505, 4.63124695, -1.33495024], [-0.00978521, -0.01062895, 8.72191894]], 'a': 4.835038911586542, 'b': 4.83503890767529, 'c': 8.721930905530241, 'alpha': 106.09179676469047, 'beta': 106.0917967626952, 'gamma': 90.00000006029427, 'volume': 187.57998185596648}, 'sites': [{'species': [{'element': 'O', 'occu': 1}], 'abc': [0.5, 0.5, 0.0], 'xyz': [2.1318059, 2.315623475, -1.33495024], 'label': 'O'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.86484304, 0.86484304, 0.72968609], 'xyz': [3.680214858867143, 3.9975458942624233, 4.0552180810048855], 'label': 'P'}, {'species': [{'element': 'P', 'occu': 1}], 'abc': [0.13515696, 0.13515696, 0.27031391], 'xyz': [0.5736117311328569, 0.6230721057375775, 1.9968003789951143], 'label': 'P'}, {'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.67592911, 0.67592911, 0.35185822], 'xyz': [2.8784563227865716, 3.126654745676246, 1.264215417977714], 'label': 'Sr'}, {'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.32407089, 0.32407089, 0.64814178], 'xyz': [1.3753702672134283, 1.4939632543237547, 4.787803042022286], 'label': 'Sr'}, {'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.0, 0.5, 0.0], 'xyz': [-0.191742525, 2.315623475, -0.66747512], 'label': 'Sr'}, {'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.5, 0.0, 0.0], 'xyz': [2.323548425, 0.0, -0.66747512], 'label': 'Sr'}]}",Sr4P2O
mp-8299,2.126371969175041,8.56572446980166,98.15366506570486,440.3395289741532,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[4.69878245, 0.0, -1.33041477], [-0.37669406, 4.68365862, -1.33041477], [-0.01075082, -0.0116502, 8.92485899]], 'a': 4.883498742977432, 'b': 4.883498740019673, 'c': 8.924873069051152, 'alpha': 105.87796063020546, 'beta': 105.87796058578175, 'gamma': 89.99999994693657, 'volume': 196.26811263459456}, 'sites': [{'species': [{'element': 'O', 'occu': 1}], 'abc': [0.5, 0.5, 0.0], 'xyz': [2.161044195, 2.34182931, -1.33041477], 'label': 'O'}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [0.86394146, 0.86394146, 0.72788291], 'xyz': [3.7262060157591637, 4.0379268848263035, 4.197451375382133], 'label': 'As'}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [0.13605854, 0.13605854, 0.27211709], 'xyz': [0.5851315542408368, 0.6340815351736968, 2.0665780746178677], 'label': 'As'}, {'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.67382402, 0.67382402, 0.34764804], 'xyz': [2.908589472243735, 3.1519115104404443, 1.309778877972329], 'label': 'Sr'}, {'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.32617598, 0.32617598, 0.65235196], 'xyz': [1.402748097756265, 1.5200969095595556, 4.9542505720276715], 'label': 'Sr'}, {'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.0, 0.5, 0.0], 'xyz': [-0.18834703, 2.34182931, -0.665207385], 'label': 'Sr'}, {'species': [{'element': 'Sr', 'occu': 1}], 'abc': [0.5, 0.0, 0.0], 'xyz': [2.349391225, 0.0, -0.665207385], 'label': 'Sr'}]}",Sr4As2O
mp-830,1.8809625740398577,6.132408197558418,10.73652142170256,670.5857258092112,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'lattice': {'matrix': [[2.78358571, 0.0, 1.60710396], [0.9278619, 2.62438977, 1.60710396], [0.0, 0.0, 3.21420792]], 'a': 3.2142079184713435, 'b': 3.2142079130946004, 'c': 3.21420792, 'alpha': 59.999999928931544, 'beta': 59.9999999842675, 'gamma': 59.99999999359501, 'volume': 23.48047625009842}, 'sites': [{'species': [{'element': 'N', 'occu': 1}], 'abc': [0.25, 0.25, 0.25], 'xyz': [0.9278619025, 0.6560974425, 1.60710396], 'label': 'N'}, {'species': [{'element': 'Ga', 'occu': 1}], 'abc': [0.0, 0.0, 0.0], 'xyz': [0.0, 0.0, 0.0], 'label': 'Ga'}]}",GaN
mp-8300,1.9446683836462493,11.228744110993327,,394.7226579244033,"{'@module': 'pymatgen.core.structure', '@class': 'Structure', 'charge': None, 'lattice': {'matrix': [[5.02931547, 0.0, -1.42570238], [-0.40415585, 5.01305018, -1.42570238], [-0.03142392, -0.0340593, 9.47272028]], 'a': 5.2274890122427795, 'b': 5.22748900856089, 'c': 9.472833631062459, 'alpha': 106.01684921665037, 'beta': 106.01684919072446, 'gamma': 89.9999999839777, 'volume': 238.33978949791017}, 'sites': [{'species': [{'element': 'O', 'occu': 1}], 'abc': [0.5, 0.5, 0.0], 'xyz': [2.31257981, 2.50652509, -1.42570238], 'label': 'O', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [0.86432267, 0.86432267, 0.72864535], 'xyz': [3.974733418747814, 4.308075765852324, 4.437719808458789], 'label': 'As', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'As', 'occu': 1}], 'abc': [0.13567733, 0.13567733, 0.27135465], 'xyz': [0.6190022812521867, 0.6709151141476745, 2.1835957115412112], 'label': 'As', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.67593865, 0.67593865, 0.3518773], 'xyz': [3.115266785452297, 3.3765296765275665, 1.4058605517036706], 'label': 'Ba', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.32406135, 0.32406135, 0.6481227], 'xyz': [1.4784689145477032, 1.602461203472433, 5.215454968296331], 'label': 'Ba', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.0, 0.5, 0.0], 'xyz': [-0.202077925, 2.50652509, -0.71285119], 'label': 'Ba', 'properties': {'magmom': 1.0}}, {'species': [{'element': 'Ba', 'occu': 1}], 'abc': [0.5, 0.0, 0.0], 'xyz': [2.514657735, 0.0, -0.71285119], 'label': 'Ba', 'properties': {'magmom': 1.0}}]}",Ba4As2O
