formula,system,processing,phase,gfa
Fe46.640000Ti17.809000Nb35.551000,FeTiNb,sputtering,CR,0
Fe46.558000Ti16.838000Nb36.604000,FeTiNb,sputtering,CR,0
Fe46.427000Ti15.910000Nb37.663000,FeTiNb,sputtering,CR,0
Fe46.248000Ti15.023000Nb38.729000,FeTiNb,sputtering,CR,0
Fe46.022000Ti14.177000Nb39.801000,FeTiNb,sputtering,CR,0
Fe45.751000Ti13.370000Nb40.879000,FeTiNb,sputtering,CR,0
Fe43.075000Ti39.111000Nb17.814000,FeTiNb,sputtering,CR,0
Fe43.928000Ti37.446000Nb18.626000,FeTiNb,sputtering,CR,0
Fe44.728000Ti35.823000Nb19.449000,FeTiNb,sputtering,CR,0
Fe45.475000Ti34.241000Nb20.284000,FeTiNb,sputtering,CR,0
Fe46.167000Ti32.704000Nb21.130000,FeTiNb,sputtering,CR,0
Fe46.803000Ti31.210000Nb21.987000,FeTiNb,sputtering,CR,0
Fe47.385000Ti29.761000Nb22.854000,FeTiNb,sputtering,CR,0
Fe47.910000Ti28.358000Nb23.731000,FeTiNb,sputtering,CR,0
Fe48.380000Ti27.001000Nb24.619000,FeTiNb,sputtering,CR,0
Fe48.794000Ti25.691000Nb25.515000,FeTiNb,sputtering,CR,0
Fe49.152000Ti24.426000Nb26.421000,FeTiNb,sputtering,CR,0
Fe49.455000Ti23.208000Nb27.337000,FeTiNb,sputtering,CR,0
Fe49.703000Ti22.036000Nb28.260000,FeTiNb,sputtering,CR,0
Fe49.897000Ti20.910000Nb29.193000,FeTiNb,sputtering,CR,0
Fe50.037000Ti19.829000Nb30.134000,FeTiNb,sputtering,CR,0
Fe50.125000Ti18.792000Nb31.083000,FeTiNb,sputtering,CR,0
Fe50.160000Ti17.799000Nb32.041000,FeTiNb,sputtering,CR,0
Fe50.144000Ti16.849000Nb33.006000,FeTiNb,sputtering,CR,0
Fe50.079000Ti15.941000Nb33.980000,FeTiNb,sputtering,CR,0
Fe49.964000Ti15.073000Nb34.962000,FeTiNb,sputtering,CR,0
Fe49.802000Ti14.245000Nb35.953000,FeTiNb,sputtering,CR,0
Fe49.593000Ti13.455000Nb36.952000,FeTiNb,sputtering,CR,0
Fe49.339000Ti12.701000Nb37.960000,FeTiNb,sputtering,CR,0
Fe46.321000Ti36.981000Nb16.698000,FeTiNb,sputtering,CR,0
Fe47.197000Ti35.370000Nb17.433000,FeTiNb,sputtering,CR,0
Fe48.017000Ti33.804000Nb18.178000,FeTiNb,sputtering,CR,0
Fe48.782000Ti32.284000Nb18.933000,FeTiNb,sputtering,CR,0
Fe49.492000Ti30.810000Nb19.698000,FeTiNb,sputtering,CR,0
Fe50.144000Ti29.383000Nb20.473000,FeTiNb,sputtering,CR,0
Fe50.741000Ti28.003000Nb21.256000,FeTiNb,sputtering,CR,0
Fe51.281000Ti26.670000Nb22.050000,FeTiNb,sputtering,CR,0
Fe51.764000Ti25.384000Nb22.852000,FeTiNb,sputtering,CR,0
Fe52.192000Ti24.145000Nb23.664000,FeTiNb,sputtering,CR,0
Fe52.563000Ti22.952000Nb24.484000,FeTiNb,sputtering,CR,0
Fe52.880000Ti21.806000Nb25.314000,FeTiNb,sputtering,CR,0
Fe53.142000Ti20.705000Nb26.153000,FeTiNb,sputtering,CR,0
Fe53.350000Ti19.649000Nb27.001000,FeTiNb,sputtering,CR,0
Fe53.505000Ti18.637000Nb27.858000,FeTiNb,sputtering,CR,0
Fe53.607000Ti17.669000Nb28.724000,FeTiNb,sputtering,CR,0
Fe53.658000Ti16.742000Nb29.599000,FeTiNb,sputtering,CR,0
Fe53.659000Ti15.857000Nb30.484000,FeTiNb,sputtering,CR,0
Fe53.611000Ti15.011000Nb31.378000,FeTiNb,sputtering,CR,0
Fe53.514000Ti14.203000Nb32.282000,FeTiNb,sputtering,CR,0
Fe53.370000Ti13.433000Nb33.196000,FeTiNb,sputtering,CR,0
Fe53.181000Ti12.699000Nb34.121000,FeTiNb,sputtering,CR,0
Fe52.946000Ti11.999000Nb35.055000,FeTiNb,sputtering,CR,0
Fe49.622000Ti34.791000Nb15.586000,FeTiNb,sputtering,CR,0
Fe50.512000Ti33.241000Nb16.248000,FeTiNb,sputtering,CR,0
Fe51.344000Ti31.739000Nb16.917000,FeTiNb,sputtering,CR,0
Fe52.120000Ti30.285000Nb17.595000,FeTiNb,sputtering,CR,0
Fe52.839000Ti28.879000Nb18.282000,FeTiNb,sputtering,CR,0
Fe53.501000Ti27.522000Nb18.977000,FeTiNb,sputtering,CR,0
Fe54.106000Ti26.214000Nb19.680000,FeTiNb,sputtering,CR,0
Fe54.655000Ti24.953000Nb20.392000,FeTiNb,sputtering,CR,0
Fe55.147000Ti23.741000Nb21.113000,FeTiNb,sputtering,CR,0
Fe55.583000Ti22.575000Nb21.842000,FeTiNb,sputtering,CR,0
Fe55.964000Ti21.456000Nb22.580000,FeTiNb,sputtering,CR,0
Fe56.290000Ti20.382000Nb23.328000,FeTiNb,sputtering,CR,0
Fe56.563000Ti19.353000Nb24.084000,FeTiNb,sputtering,CR,0
Fe56.782000Ti18.368000Nb24.850000,FeTiNb,sputtering,CR,0
Fe56.950000Ti17.426000Nb25.625000,FeTiNb,sputtering,CR,0
Fe57.066000Ti16.525000Nb26.409000,FeTiNb,sputtering,CR,0
Fe57.132000Ti15.664000Nb27.204000,FeTiNb,sputtering,CR,0
Fe57.149000Ti14.842000Nb28.009000,FeTiNb,sputtering,CR,0
Fe57.118000Ti14.058000Nb28.824000,FeTiNb,sputtering,CR,0
Fe57.040000Ti13.311000Nb29.650000,FeTiNb,sputtering,CR,0
Fe56.916000Ti12.598000Nb30.486000,FeTiNb,sputtering,CR,0
Fe56.747000Ti11.919000Nb31.334000,FeTiNb,sputtering,CR,0
Fe56.534000Ti11.271000Nb32.194000,FeTiNb,sputtering,CR,0
Fe52.951000Ti32.564000Nb14.486000,FeTiNb,sputtering,CR,0
Fe53.844000Ti31.080000Nb15.076000,FeTiNb,sputtering,CR,0
Fe54.680000Ti29.646000Nb15.674000,FeTiNb,sputtering,CR,0
Fe55.459000Ti28.263000Nb16.278000,FeTiNb,sputtering,CR,0
Fe56.180000Ti26.931000Nb16.890000,FeTiNb,sputtering,CR,0
Fe56.843000Ti25.647000Nb17.509000,FeTiNb,sputtering,CR,0
Fe57.450000Ti24.414000Nb18.136000,FeTiNb,sputtering,CR,0
Fe58.001000Ti23.228000Nb18.771000,FeTiNb,sputtering,CR,0
Fe58.496000Ti22.090000Nb19.414000,FeTiNb,sputtering,CR,0
Fe58.936000Ti20.999000Nb20.065000,FeTiNb,sputtering,CR,0
Fe59.322000Ti19.954000Nb20.725000,FeTiNb,sputtering,CR,0
Fe59.654000Ti18.953000Nb21.393000,FeTiNb,sputtering,CR,0
Fe59.934000Ti17.996000Nb22.070000,FeTiNb,sputtering,CR,0
Fe60.162000Ti17.081000Nb22.757000,FeTiNb,sputtering,CR,0
Fe60.340000Ti16.207000Nb23.453000,FeTiNb,sputtering,CR,0
Fe60.468000Ti15.373000Nb24.159000,FeTiNb,sputtering,CR,0
Fe60.548000Ti14.577000Nb24.875000,FeTiNb,sputtering,CR,0
Fe60.580000Ti13.818000Nb25.602000,FeTiNb,sputtering,CR,0
Fe60.566000Ti13.095000Nb26.339000,FeTiNb,sputtering,CR,0
Fe60.507000Ti12.406000Nb27.088000,FeTiNb,sputtering,CR,0
Fe60.403000Ti11.749000Nb27.848000,FeTiNb,sputtering,CR,0
Fe60.256000Ti11.124000Nb28.620000,FeTiNb,sputtering,CR,0
Fe60.067000Ti10.528000Nb29.405000,FeTiNb,sputtering,CR,0
Fe56.276000Ti30.321000Nb13.403000,FeTiNb,sputtering,CR,0
Fe57.164000Ti28.909000Nb13.926000,FeTiNb,sputtering,CR,0
Fe57.995000Ti27.550000Nb14.456000,FeTiNb,sputtering,CR,0
Fe58.767000Ti26.242000Nb14.991000,FeTiNb,sputtering,CR,0
Fe59.482000Ti24.985000Nb15.533000,FeTiNb,sputtering,CR,0
Fe60.141000Ti23.778000Nb16.081000,FeTiNb,sputtering,CR,0
Fe60.743000Ti22.621000Nb16.636000,FeTiNb,sputtering,CR,0
Fe61.782000Ti20.450000Nb17.768000,FeTiNb,sputtering,CR,0
Fe62.221000Ti19.434000Nb18.345000,FeTiNb,sputtering,CR,0
Fe62.607000Ti18.462000Nb18.931000,FeTiNb,sputtering,CR,0
Fe62.941000Ti17.534000Nb19.525000,FeTiNb,sputtering,CR,0
Fe63.225000Ti16.648000Nb20.127000,FeTiNb,sputtering,CR,0
Fe63.459000Ti15.802000Nb20.739000,FeTiNb,sputtering,CR,0
Fe63.644000Ti14.996000Nb21.360000,FeTiNb,sputtering,CR,0
Fe63.782000Ti14.227000Nb21.991000,FeTiNb,sputtering,CR,0
Fe63.874000Ti13.494000Nb22.631000,FeTiNb,sputtering,CR,0
Fe63.920000Ti12.797000Nb23.283000,FeTiNb,sputtering,CR,0
Fe63.922000Ti12.132000Nb23.945000,FeTiNb,sputtering,CR,0
Fe63.881000Ti11.500000Nb24.619000,FeTiNb,sputtering,CR,0
Fe63.798000Ti10.898000Nb25.305000,FeTiNb,sputtering,CR,0
Fe63.673000Ti10.325000Nb26.002000,FeTiNb,sputtering,CR,0
Fe63.508000Ti9.779000Nb26.713000,FeTiNb,sputtering,CR,0
Fe59.568000Ti28.087000Nb12.345000,FeTiNb,sputtering,CR,0
Fe60.442000Ti26.752000Nb12.806000,FeTiNb,sputtering,CR,0
Fe61.258000Ti25.470000Nb13.272000,FeTiNb,sputtering,CR,0
Fe62.017000Ti24.240000Nb13.743000,FeTiNb,sputtering,CR,0
Fe62.719000Ti23.062000Nb14.219000,FeTiNb,sputtering,CR,0
Fe63.365000Ti21.934000Nb14.702000,FeTiNb,sputtering,CR,0
Fe63.956000Ti20.854000Nb15.190000,FeTiNb,sputtering,CR,0
Fe64.493000Ti19.822000Nb15.685000,FeTiNb,sputtering,CR,0
Fe64.977000Ti18.836000Nb16.187000,FeTiNb,sputtering,CR,0
Fe65.410000Ti17.895000Nb16.696000,FeTiNb,sputtering,CR,0
Fe65.792000Ti16.996000Nb17.212000,FeTiNb,sputtering,CR,0
Fe66.124000Ti16.140000Nb17.736000,FeTiNb,sputtering,CR,0
Fe66.408000Ti15.323000Nb18.269000,FeTiNb,sputtering,CR,0
Fe66.645000Ti14.545000Nb18.810000,FeTiNb,sputtering,CR,0
Fe66.835000Ti13.804000Nb19.361000,FeTiNb,sputtering,CR,0
Fe66.981000Ti13.099000Nb19.920000,FeTiNb,sputtering,CR,0
Fe67.082000Ti12.428000Nb20.490000,FeTiNb,sputtering,CR,0
Fe67.141000Ti11.789000Nb21.070000,FeTiNb,sputtering,CR,0
Fe67.158000Ti11.182000Nb21.661000,FeTiNb,sputtering,CR,0
Fe67.134000Ti10.604000Nb22.263000,FeTiNb,sputtering,CR,0
Fe67.070000Ti10.054000Nb22.876000,FeTiNb,sputtering,CR,0
Fe66.967000Ti9.531000Nb23.502000,FeTiNb,sputtering,CR,0
Fe66.827000Ti9.033000Nb24.140000,FeTiNb,sputtering,CR,0
Fe63.649000Ti24.629000Nb11.722000,FeTiNb,sputtering,CR,0
Fe64.442000Ti23.428000Nb12.130000,FeTiNb,sputtering,CR,0
Fe65.179000Ti22.279000Nb12.541000,FeTiNb,sputtering,CR,0
Fe65.861000Ti21.181000Nb12.958000,FeTiNb,sputtering,CR,0
Fe66.488000Ti20.132000Nb13.380000,FeTiNb,sputtering,CR,0
Fe67.063000Ti19.130000Nb13.807000,FeTiNb,sputtering,CR,0
Fe67.585000Ti18.175000Nb14.240000,FeTiNb,sputtering,CR,0
Fe68.056000Ti17.265000Nb14.679000,FeTiNb,sputtering,CR,0
Fe68.478000Ti16.397000Nb15.125000,FeTiNb,sputtering,CR,0
Fe68.852000Ti15.570000Nb15.578000,FeTiNb,sputtering,CR,0
Fe69.178000Ti14.784000Nb16.038000,FeTiNb,sputtering,CR,0
Fe69.459000Ti14.035000Nb16.506000,FeTiNb,sputtering,CR,0
Fe69.695000Ti13.323000Nb16.982000,FeTiNb,sputtering,CR,0
Fe69.888000Ti12.645000Nb17.467000,FeTiNb,sputtering,CR,0
Fe70.038000Ti12.001000Nb17.961000,FeTiNb,sputtering,CR,0
Fe70.147000Ti11.389000Nb18.464000,FeTiNb,sputtering,CR,0
Fe70.217000Ti10.806000Nb18.977000,FeTiNb,sputtering,CR,0
Fe70.247000Ti10.253000Nb19.500000,FeTiNb,sputtering,CR,0
Fe70.239000Ti9.727000Nb20.034000,FeTiNb,sputtering,CR,0
Fe70.194000Ti9.227000Nb20.579000,FeTiNb,sputtering,CR,0
Fe70.112000Ti8.751000Nb21.136000,FeTiNb,sputtering,CR,0
Fe66.758000Ti22.561000Nb10.681000,FeTiNb,sputtering,CR,0
Fe67.521000Ti21.443000Nb11.036000,FeTiNb,sputtering,CR,0
Fe68.230000Ti20.376000Nb11.394000,FeTiNb,sputtering,CR,0
Fe68.886000Ti19.358000Nb11.756000,FeTiNb,sputtering,CR,0
Fe69.489000Ti18.388000Nb12.123000,FeTiNb,sputtering,CR,0
Fe70.041000Ti17.465000Nb12.495000,FeTiNb,sputtering,CR,0
Fe70.543000Ti16.586000Nb12.871000,FeTiNb,sputtering,CR,0
Fe70.997000Ti15.749000Nb13.254000,FeTiNb,sputtering,CR,0
Fe71.404000Ti14.953000Nb13.642000,FeTiNb,sputtering,CR,0
Fe71.766000Ti14.197000Nb14.037000,FeTiNb,sputtering,CR,0
Fe72.083000Ti13.478000Nb14.439000,FeTiNb,sputtering,CR,0
Fe72.358000Ti12.794000Nb14.848000,FeTiNb,sputtering,CR,0
Fe72.590000Ti12.145000Nb15.265000,FeTiNb,sputtering,CR,0
Fe72.783000Ti11.528000Nb15.689000,FeTiNb,sputtering,CR,0
Fe72.936000Ti10.942000Nb16.122000,FeTiNb,sputtering,CR,0
Fe73.051000Ti10.386000Nb16.563000,FeTiNb,sputtering,CR,0
Fe73.128000Ti9.858000Nb17.014000,FeTiNb,sputtering,CR,0
Fe73.170000Ti9.356000Nb17.475000,FeTiNb,sputtering,CR,0
Fe73.176000Ti8.879000Nb17.945000,FeTiNb,sputtering,CR,0
Fe73.148000Ti8.426000Nb18.426000,FeTiNb,sputtering,CR,0
Fe73.086000Ti7.995000Nb18.918000,FeTiNb,sputtering,CR,0
Fe70.473000Ti19.531000Nb9.996000,FeTiNb,sputtering,CR,0
Fe71.148000Ti18.546000Nb10.306000,FeTiNb,sputtering,CR,0
Fe71.772000Ti17.609000Nb10.620000,FeTiNb,sputtering,CR,0
Fe72.346000Ti16.718000Nb10.937000,FeTiNb,sputtering,CR,0
Fe72.871000Ti15.870000Nb11.259000,FeTiNb,sputtering,CR,0
Fe73.349000Ti15.066000Nb11.585000,FeTiNb,sputtering,CR,0
Fe73.783000Ti14.301000Nb11.916000,FeTiNb,sputtering,CR,0
Fe74.172000Ti13.575000Nb12.253000,FeTiNb,sputtering,CR,0
Fe74.518000Ti12.886000Nb12.596000,FeTiNb,sputtering,CR,0
Fe74.823000Ti12.232000Nb12.945000,FeTiNb,sputtering,CR,0
Fe75.089000Ti11.611000Nb13.301000,FeTiNb,sputtering,CR,0
Fe75.316000Ti11.022000Nb13.663000,FeTiNb,sputtering,CR,0
Fe75.505000Ti10.462000Nb14.033000,FeTiNb,sputtering,CR,0
Fe75.658000Ti9.932000Nb14.410000,FeTiNb,sputtering,CR,0
Fe75.776000Ti9.428000Nb14.795000,FeTiNb,sputtering,CR,0
Fe75.860000Ti8.951000Nb15.189000,FeTiNb,sputtering,CR,0
Fe75.911000Ti8.497000Nb15.592000,FeTiNb,sputtering,CR,0
Fe75.930000Ti8.066000Nb16.004000,FeTiNb,sputtering,CR,0
Fe75.918000Ti7.657000Nb16.425000,FeTiNb,sputtering,CR,0
Fe73.915000Ti16.803000Nb9.283000,FeTiNb,sputtering,CR,0
Fe74.503000Ti15.945000Nb9.553000,FeTiNb,sputtering,CR,0
Fe75.044000Ti15.130000Nb9.826000,FeTiNb,sputtering,CR,0
Fe75.539000Ti14.358000Nb10.103000,FeTiNb,sputtering,CR,0
Fe75.990000Ti13.625000Nb10.385000,FeTiNb,sputtering,CR,0
Fe76.400000Ti12.930000Nb10.671000,FeTiNb,sputtering,CR,0
Fe76.768000Ti12.270000Nb10.962000,FeTiNb,sputtering,CR,0
Fe77.096000Ti11.646000Nb11.258000,FeTiNb,sputtering,CR,0
Fe77.387000Ti11.053000Nb11.560000,FeTiNb,sputtering,CR,0
Fe77.641000Ti10.492000Nb11.867000,FeTiNb,sputtering,CR,0
Fe77.860000Ti9.959000Nb12.181000,FeTiNb,sputtering,CR,0
Fe78.044000Ti9.454000Nb12.501000,FeTiNb,sputtering,CR,0
Fe78.196000Ti8.976000Nb12.828000,FeTiNb,sputtering,CR,0
Fe78.315000Ti8.522000Nb13.163000,FeTiNb,sputtering,CR,0
Fe78.404000Ti8.091000Nb13.505000,FeTiNb,sputtering,CR,0
Fe78.462000Ti7.683000Nb13.855000,FeTiNb,sputtering,CR,0
Fe78.491000Ti7.295000Nb14.213000,FeTiNb,sputtering,CR,0
Fe77.066000Ti14.375000Nb8.558000,FeTiNb,sputtering,CR,0
Fe77.572000Ti13.635000Nb8.793000,FeTiNb,sputtering,CR,0
Fe78.035000Ti12.934000Nb9.031000,FeTiNb,sputtering,CR,0
Fe79.494000Ti10.482000Nb10.024000,FeTiNb,sputtering,CR,0
Fe79.768000Ti9.948000Nb10.284000,FeTiNb,sputtering,CR,0
Fe80.009000Ti9.442000Nb10.549000,FeTiNb,sputtering,CR,0
Fe80.395000Ti8.509000Nb11.096000,FeTiNb,sputtering,CR,0
Fe80.543000Ti8.079000Nb11.378000,FeTiNb,sputtering,CR,0
Fe80.662000Ti7.671000Nb11.667000,FeTiNb,sputtering,CR,0
Fe80.753000Ti7.285000Nb11.962000,FeTiNb,sputtering,CR,0
Fe80.817000Ti6.918000Nb12.265000,FeTiNb,sputtering,CR,0
Fe79.923000Ti12.238000Nb7.839000,FeTiNb,sputtering,CR,0
Fe80.352000Ti11.605000Nb8.043000,FeTiNb,sputtering,CR,0
Fe80.743000Ti11.007000Nb8.250000,FeTiNb,sputtering,CR,0
Fe81.098000Ti10.441000Nb8.461000,FeTiNb,sputtering,CR,0
Fe81.419000Ti9.905000Nb8.676000,FeTiNb,sputtering,CR,0
Fe81.707000Ti9.399000Nb8.894000,FeTiNb,sputtering,CR,0
Fe81.963000Ti8.919000Nb9.117000,FeTiNb,sputtering,CR,0
Fe82.190000Ti8.466000Nb9.345000,FeTiNb,sputtering,CR,0
Fe82.387000Ti8.036000Nb9.577000,FeTiNb,sputtering,CR,0
Fe82.556000Ti7.630000Nb9.814000,FeTiNb,sputtering,CR,0
Fe82.699000Ti7.244000Nb10.057000,FeTiNb,sputtering,CR,0
Fe82.816000Ti6.879000Nb10.305000,FeTiNb,sputtering,CR,0
Fe82.908000Ti6.533000Nb10.559000,FeTiNb,sputtering,CR,0
Fe82.848000Ti9.837000Nb7.315000,FeTiNb,sputtering,CR,0
Fe83.175000Ti9.330000Nb7.495000,FeTiNb,sputtering,CR,0
Fe83.471000Ti8.851000Nb7.679000,FeTiNb,sputtering,CR,0
Fe83.737000Ti8.398000Nb7.866000,FeTiNb,sputtering,CR,0
Fe83.974000Ti7.969000Nb8.057000,FeTiNb,sputtering,CR,0
Fe84.185000Ti7.564000Nb8.251000,FeTiNb,sputtering,CR,0
Fe84.370000Ti7.180000Nb8.450000,FeTiNb,sputtering,CR,0
Fe84.530000Ti6.817000Nb8.653000,FeTiNb,sputtering,CR,0
Fe84.666000Ti6.473000Nb8.861000,FeTiNb,sputtering,CR,0
Fe6.516000Ti21.946000Nb71.538000,FeTiNb,sputtering,CR,0
Fe7.890000Ti28.416000Nb63.694000,FeTiNb,sputtering,CR,0
Fe7.781000Ti26.708000Nb65.511000,FeTiNb,sputtering,CR,0
Fe7.661000Ti25.059000Nb67.280000,FeTiNb,sputtering,CR,0
Fe7.530000Ti23.471000Nb69.000000,FeTiNb,sputtering,CR,0
Fe7.389000Ti21.947000Nb70.665000,FeTiNb,sputtering,CR,0
Fe7.239000Ti20.488000Nb72.273000,FeTiNb,sputtering,CR,0
Fe7.082000Ti19.097000Nb73.821000,FeTiNb,sputtering,CR,0
Fe6.918000Ti17.774000Nb75.309000,FeTiNb,sputtering,CR,0
Fe6.747000Ti16.518000Nb76.734000,FeTiNb,sputtering,CR,0
Fe9.097000Ti31.891000Nb59.012000,FeTiNb,sputtering,CR,0
Fe9.011000Ti30.087000Nb60.902000,FeTiNb,sputtering,CR,0
Fe8.909000Ti28.336000Nb62.755000,FeTiNb,sputtering,CR,0
Fe8.793000Ti26.640000Nb64.566000,FeTiNb,sputtering,CR,0
Fe8.664000Ti25.004000Nb66.333000,FeTiNb,sputtering,CR,0
Fe8.522000Ti23.429000Nb68.050000,FeTiNb,sputtering,CR,0
Fe8.368000Ti21.917000Nb69.714000,FeTiNb,sputtering,CR,0
Fe8.205000Ti20.471000Nb71.324000,FeTiNb,sputtering,CR,0
Fe8.032000Ti19.092000Nb72.876000,FeTiNb,sputtering,CR,0
Fe7.851000Ti17.780000Nb74.369000,FeTiNb,sputtering,CR,0
Fe7.663000Ti16.535000Nb75.802000,FeTiNb,sputtering,CR,0
Fe7.469000Ti15.357000Nb77.175000,FeTiNb,sputtering,CR,0
Fe7.269000Ti14.244000Nb78.486000,FeTiNb,sputtering,CR,0
Fe10.311000Ti33.569000Nb56.119000,FeTiNb,sputtering,CR,0
Fe10.242000Ti31.730000Nb58.028000,FeTiNb,sputtering,CR,0
Fe10.153000Ti29.941000Nb59.905000,FeTiNb,sputtering,CR,0
Fe10.047000Ti28.206000Nb61.747000,FeTiNb,sputtering,CR,0
Fe9.924000Ti26.527000Nb63.549000,FeTiNb,sputtering,CR,0
Fe9.785000Ti24.907000Nb65.307000,FeTiNb,sputtering,CR,0
Fe9.632000Ti23.349000Nb67.019000,FeTiNb,sputtering,CR,0
Fe9.466000Ti21.855000Nb68.679000,FeTiNb,sputtering,CR,0
Fe9.288000Ti20.425000Nb70.288000,FeTiNb,sputtering,CR,0
Fe9.098000Ti19.061000Nb71.841000,FeTiNb,sputtering,CR,0
Fe8.900000Ti17.763000Nb73.337000,FeTiNb,sputtering,CR,0
Fe8.693000Ti16.531000Nb74.776000,FeTiNb,sputtering,CR,0
Fe8.478000Ti15.365000Nb76.157000,FeTiNb,sputtering,CR,0
Fe8.257000Ti14.263000Nb77.479000,FeTiNb,sputtering,CR,0
Fe8.031000Ti13.224000Nb78.744000,FeTiNb,sputtering,CR,0
Fe11.631000Ti35.190000Nb53.178000,FeTiNb,sputtering,CR,0
Fe11.585000Ti33.323000Nb55.092000,FeTiNb,sputtering,CR,0
Fe11.516000Ti31.503000Nb56.981000,FeTiNb,sputtering,CR,0
Fe11.425000Ti29.735000Nb58.840000,FeTiNb,sputtering,CR,0
Fe11.314000Ti28.021000Nb60.665000,FeTiNb,sputtering,CR,0
Fe11.184000Ti26.363000Nb62.452000,FeTiNb,sputtering,CR,0
Fe11.036000Ti24.765000Nb64.198000,FeTiNb,sputtering,CR,0
Fe10.872000Ti23.229000Nb65.899000,FeTiNb,sputtering,CR,0
Fe10.692000Ti21.754000Nb67.553000,FeTiNb,sputtering,CR,0
Fe10.499000Ti20.344000Nb69.157000,FeTiNb,sputtering,CR,0
Fe10.293000Ti18.999000Nb70.708000,FeTiNb,sputtering,CR,0
Fe10.076000Ti17.719000Nb72.206000,FeTiNb,sputtering,CR,0
Fe9.849000Ti16.503000Nb73.648000,FeTiNb,sputtering,CR,0
Fe9.613000Ti15.352000Nb75.036000,FeTiNb,sputtering,CR,0
Fe9.369000Ti14.263000Nb76.368000,FeTiNb,sputtering,CR,0
Fe9.120000Ti13.236000Nb77.644000,FeTiNb,sputtering,CR,0
Fe8.865000Ti12.270000Nb78.866000,FeTiNb,sputtering,CR,0
Fe13.056000Ti36.733000Nb50.211000,FeTiNb,sputtering,CR,0
Fe13.040000Ti34.844000Nb52.116000,FeTiNb,sputtering,CR,0
Fe12.997000Ti33.001000Nb54.002000,FeTiNb,sputtering,CR,0
Fe12.929000Ti31.207000Nb55.864000,FeTiNb,sputtering,CR,0
Fe12.837000Ti29.464000Nb57.699000,FeTiNb,sputtering,CR,0
Fe12.722000Ti27.777000Nb59.501000,FeTiNb,sputtering,CR,0
Fe12.585000Ti26.146000Nb61.269000,FeTiNb,sputtering,CR,0
Fe12.428000Ti24.574000Nb62.998000,FeTiNb,sputtering,CR,0
Fe12.252000Ti23.062000Nb64.685000,FeTiNb,sputtering,CR,0
Fe12.059000Ti21.613000Nb66.328000,FeTiNb,sputtering,CR,0
Fe11.850000Ti20.226000Nb67.924000,FeTiNb,sputtering,CR,0
Fe11.627000Ti18.903000Nb69.470000,FeTiNb,sputtering,CR,0
Fe11.390000Ti17.644000Nb70.966000,FeTiNb,sputtering,CR,0
Fe11.142000Ti16.447000Nb72.410000,FeTiNb,sputtering,CR,0
Fe10.884000Ti15.313000Nb73.802000,FeTiNb,sputtering,CR,0
Fe10.617000Ti14.241000Nb75.142000,FeTiNb,sputtering,CR,0
Fe10.343000Ti13.229000Nb76.429000,FeTiNb,sputtering,CR,0
Fe10.062000Ti12.275000Nb77.663000,FeTiNb,sputtering,CR,0
Fe9.775000Ti11.378000Nb78.847000,FeTiNb,sputtering,CR,0
Fe14.585000Ti38.176000Nb47.239000,FeTiNb,sputtering,CR,0
Fe14.607000Ti36.272000Nb49.122000,FeTiNb,sputtering,CR,0
Fe14.598000Ti34.412000Nb50.990000,FeTiNb,sputtering,CR,0
Fe14.559000Ti32.599000Nb52.841000,FeTiNb,sputtering,CR,0
Fe14.493000Ti30.836000Nb54.671000,FeTiNb,sputtering,CR,0
Fe14.399000Ti29.125000Nb56.475000,FeTiNb,sputtering,CR,0
Fe14.281000Ti27.469000Nb58.250000,FeTiNb,sputtering,CR,0
Fe14.137000Ti25.869000Nb59.993000,FeTiNb,sputtering,CR,0
Fe13.971000Ti24.328000Nb61.701000,FeTiNb,sputtering,CR,0
Fe13.784000Ti22.846000Nb63.369000,FeTiNb,sputtering,CR,0
Fe13.578000Ti21.426000Nb64.997000,FeTiNb,sputtering,CR,0
Fe13.353000Ti20.066000Nb66.581000,FeTiNb,sputtering,CR,0
Fe13.112000Ti18.769000Nb68.119000,FeTiNb,sputtering,CR,0
Fe12.856000Ti17.534000Nb69.611000,FeTiNb,sputtering,CR,0
Fe12.586000Ti16.360000Nb71.054000,FeTiNb,sputtering,CR,0
Fe12.305000Ti15.247000Nb72.448000,FeTiNb,sputtering,CR,0
Fe12.013000Ti14.193000Nb73.793000,FeTiNb,sputtering,CR,0
Fe11.713000Ti13.198000Nb75.089000,FeTiNb,sputtering,CR,0
Fe11.405000Ti12.260000Nb76.336000,FeTiNb,sputtering,CR,0
Fe11.090000Ti11.376000Nb77.534000,FeTiNb,sputtering,CR,0
Fe10.770000Ti10.546000Nb78.684000,FeTiNb,sputtering,CR,0
Fe16.282000Ti37.585000Nb46.133000,FeTiNb,sputtering,CR,0
Fe16.314000Ti35.716000Nb47.970000,FeTiNb,sputtering,CR,0
Fe16.313000Ti33.892000Nb49.795000,FeTiNb,sputtering,CR,0
Fe16.280000Ti32.115000Nb51.605000,FeTiNb,sputtering,CR,0
Fe16.216000Ti30.389000Nb53.395000,FeTiNb,sputtering,CR,0
Fe16.122000Ti28.714000Nb55.163000,FeTiNb,sputtering,CR,0
Fe16.000000Ti27.095000Nb56.905000,FeTiNb,sputtering,CR,0
Fe15.851000Ti25.531000Nb58.618000,FeTiNb,sputtering,CR,0
Fe15.677000Ti24.024000Nb60.299000,FeTiNb,sputtering,CR,0
