formula,phase,processing
Al50Ni20Zr30,CR,meltspin
Al50Ni30Zr20,CR,meltspin
Al50Ni40Zr10,CR,meltspin
Al60Ni10Zr30,CR,meltspin
Al60Ni20Zr20,CR,meltspin
Al70Ni10Zr20,CR,meltspin
Al70Ni30Zr0,CR,meltspin
Al80Ni10Zr10,CR,meltspin
Al80Ni20Zr0,CR,meltspin
Al90Ni5Zr5,CR,meltspin
Al90Ni10Zr0,CR,meltspin
Al0Ni36Zr64,AM,meltspin
Al5Ni34.2Zr60.8,AM,meltspin
Al10Ni32.4Zr57.6,AM,meltspin
Al0Ni18Zr82,AM,meltspin
Al0Ni20Zr80,AM,meltspin
Al0Ni68Zr32,AM,meltspin
Al1Ni16Zr83,AM,meltspin
Al2Ni14Zr84,AM,meltspin
Al2Ni66Zr32,AM,meltspin
Al4Ni12Zr84,AM,meltspin
Al5Ni10Zr85,AM,meltspin
Al6Ni64Zr30,AM,meltspin
Al8Ni8Zr84,AM,meltspin
Al9Ni62Zr29,AM,meltspin
Al11Ni6Zr83,AM,meltspin
Al11Ni60Zr29,AM,meltspin
Al13Ni58Zr29,AM,meltspin
Al14Ni4Zr82,AM,meltspin
Al16Ni56Zr28,AM,meltspin
Al18Ni2Zr80,AM,meltspin
Al18Ni54Zr28,AM,meltspin
Al20Ni2Zr78,AM,meltspin
Al20Ni52Zr28,AM,meltspin
Al22Ni2Zr76,AM,meltspin
Al22Ni50Zr28,AM,meltspin
Al24Ni2Zr74,AM,meltspin
Al24Ni48Zr28,AM,meltspin
Al26Ni4Zr70,AM,meltspin
Al26Ni8Zr66,AM,meltspin
Al26Ni46Zr28,AM,meltspin
Al27Ni6Zr67,AM,meltspin
Al27Ni10Zr63,AM,meltspin
Al28Ni12Zr60,AM,meltspin
Al28Ni44Zr28,AM,meltspin
Al30Ni14Zr56,AM,meltspin
Al30Ni42Zr28,AM,meltspin
Al32Ni16Zr52,AM,meltspin
Al32Ni20Zr48,AM,meltspin
Al32Ni40Zr28,AM,meltspin
Al33Ni22Zr45,AM,meltspin
Al33Ni38Zr29,AM,meltspin
Al34Ni20Zr46,AM,meltspin
Al34Ni24Zr42,AM,meltspin
Al34Ni34Zr32,AM,meltspin
Al34Ni36Zr30,AM,meltspin
Al35Ni26Zr39,AM,meltspin
Al35Ni32Zr33,AM,meltspin
Al36Ni28Zr36,AM,meltspin
Al36Ni30Zr34,AM,meltspin
Al57Ni26Zr17,AM,meltspin
Al57Ni28Zr15,AM,meltspin
Al57Ni30Zr13,AM,meltspin
Al57Ni32Zr11,AM,meltspin
Al58Ni32Zr10,AM,meltspin
Al59Ni24Zr17,AM,meltspin
Al59Ni32Zr9,AM,meltspin
Al60Ni22Zr18,AM,meltspin
Al62Ni20Zr18,AM,meltspin
Al62Ni30Zr8,AM,meltspin
Al64Ni28Zr8,AM,meltspin
Al65Ni18Zr17,AM,meltspin
Al66Ni26Zr8,AM,meltspin
Al68Ni24Zr8,AM,meltspin
Al70Ni16Zr14,AM,meltspin
Al70Ni22Zr8,AM,meltspin
Al73Ni20Zr7,AM,meltspin
Al74Ni14Zr12,AM,meltspin
Al76Ni18Zr6,AM,meltspin
Al78Ni12Zr10,AM,meltspin
Al79Ni16Zr5,AM,meltspin
Al81Ni10Zr9,AM,meltspin
Al82Ni14Zr4,AM,meltspin
Al84Ni8Zr8,AM,meltspin
Al86Ni12Zr2,AM,meltspin
Al88Ni7Zr5,AM,meltspin
Al88Ni10Zr2,AM,meltspin
Al89Ni9Zr2,AM,meltspin
Al20Ni25Zr55,AM,meltspin
Al10Ni25Zr65,AM,meltspin
Al0Ni90Zr10,AM,meltspin
Al2Ni88Zr10,AM,meltspin
Al5Ni85Zr10,AM,meltspin
Al0Ni90Zr10,AC,meltspin
Al5Ni85Zr10,CR,meltspin
Al10Ni80Zr10,CR,meltspin
Al15Ni75Zr10,CR,meltspin
Al15Ni25Zr60,AM,meltspin
Al0Si13Zr87,AM,meltspin
Al0Si15Zr85,AM,meltspin
Al0Si17Zr83,AM,meltspin
Al8Si7Zr85,AM,meltspin
Au22.5B10Er67.5,AM,meltspin
Au22.5B10Gd67.5,AM,meltspin
Au25B0Gd75,AM,meltspin
Au18B10Pr72,AM,meltspin
Au22.5B10Pr67.5,AM,meltspin
Al22.5B10Tb67.5,AM,meltspin
Al25B0Tb75,AM,meltspin
Au22.75Cu68.25La9,AM,meltspin
Au44.5Cu44.5La11,AM,meltspin
Au45Cu45La10,AM,meltspin
Au45.5Cu45.5La9,AM,meltspin
Au54.6Cu36.4La9,AM,meltspin
Au0Cu30Mg70,AM,meltspin
Au1Cu29Mg70,AM,meltspin
Au3Cu27Mg70,AM,meltspin
Au9Cu21Mg70,AM,meltspin
Au76.89Ge13.66Si9.45,AM,meltspin
Au77Ge14Si9,AM,meltspin
Au53.2Pb27.5Sb19.3,AM,meltspin
Au55Pb22.5Sb22.5,AM,meltspin
Au0Pd79Si21,AM,meltspin
Au0Pd80Si20,AM,meltspin
Au0Pd82Si18,AM,meltspin
Au0Pd84Si16,AM,meltspin
Au0Pd85Si15,AM,meltspin
Au3.5Pd80Si16.5,AM,meltspin
Au3.5Pd80.5Si16,AM,meltspin
Au4Pd75Si21,AM,meltspin
Au4Pd76Si20,AM,meltspin
Au4Pd78Si18,AM,meltspin
Au4Pd79Si17,AM,meltspin
Au4Pd81Si15,AM,meltspin
Au6Pd78Si16,AM,meltspin
Au7Pd73Si20,AM,meltspin
Au9Pd75Si16,AM,meltspin
Au12Pd68Si20,AM,meltspin
Au12Pd71Si17,AM,meltspin
Au66Pd16Si18,AM,meltspin
Au7.5Pd76Si16.5,AM,meltspin
Au4Pd79.5Si16.5,AM,meltspin
Au1.7Pd81.8Si16.5,AM,meltspin
Au4.2Pd79.3Si16.5,AM,meltspin
Au6.7Pd76.8Si16.5,AM,meltspin
Au10Pd73.5Si16.5,AM,meltspin
Au12.5Pd71Si16.5,AM,meltspin
Au15Pd68.5Si16.5,AM,meltspin
Au20.9Pd62.6Si16.5,CR,meltspin
Au0Pd82Si18,AM,meltspin
Au0Pd83.5Si16.5,AM,meltspin
Au1Pd81Si18,AM,meltspin
Au2Pd80Si18,AM,meltspin
Au2Pd81.5Si16.5,AM,meltspin
Au3Pd79Si18,AM,meltspin
Au3Pd80.5Si16.5,AM,meltspin
Au4Pd78Si18,AM,meltspin
Au4Pd79.5Si16.5,AM,meltspin
Au5Pd78.5Si16.5,AM,meltspin
Au6Pd76Si18,AM,meltspin
Au6Pd77.5Si16.5,AM,meltspin
Au7Pd76.5Si16.5,AM,meltspin
Au10Pd72Si18,AM,meltspin
Au10Pd73.5Si16.5,AM,meltspin
Au2Pd80Si18,AM,meltspin
Au4Pd78Si18,AM,meltspin
Au6Pd76Si18,AM,meltspin
Au8Pd74Si18,AM,meltspin
Au0Pd82Si18,AM,meltspin
Au1Pd81Si18,AM,meltspin
Au2Pd80Si18,AM,meltspin
Au3Pd79Si18,AM,meltspin
Au4Pd78Si18,AM,meltspin
Au5Pd77Si18,AM,meltspin
Au6Pd76Si18,AM,meltspin
Au7Pd75Si18,AM,meltspin
Au8Pd74Si18,AM,meltspin
B10Be20Fe70,AM,meltspin
B20Be0Fe80,AM,meltspin
B12C12Co76,AM,meltspin
B16C4Co80,AM,meltspin
B16C8Co76,AM,meltspin
B16C12Co72,AM,meltspin
B17C0Co83,AM,meltspin
B20C4Co76,AM,meltspin
B20C8Co72,AM,meltspin
B20C12Co68,AM,meltspin
B20C16Co64,AM,meltspin
B20C20Co60,AM,meltspin
B24C4Co72,AM,meltspin
B24C8Co68,AM,meltspin
B24C12Co64,AM,meltspin
B24C16Co60,AM,meltspin
B24C20Co56,AM,meltspin
B28C4Co68,AM,meltspin
B28C8Co64,AM,meltspin
B28C12Co60,AM,meltspin
B28C16Co56,AM,meltspin
B29C0Co71,AM,meltspin
B32C2Co66,AM,meltspin
B32C4Co64,AM,meltspin
B32C8Co60,AM,meltspin
B32C12Co56,AM,meltspin
B32C16Co52,AM,meltspin
B35C0Co65,AM,meltspin
B36C2Co62,AM,meltspin
B36C4Co60,AM,meltspin
B41C0Co59,AM,meltspin
B8C12Co80,AC,meltspin
B12C4Co84,AC,meltspin
B12C8Co80,AC,meltspin
B12C16Co72,AC,meltspin
B16C16Co68,AC,meltspin
B16C20Co64,AC,meltspin
B28C20Co52,AC,meltspin
B40C2Co58,AC,meltspin
B8C4Co88,CR,meltspin
B8C8Co84,CR,meltspin
B15C0Co85,CR,meltspin
B30C0Co70,CR,meltspin
B32C20Co48,CR,meltspin
B34C0Co66,CR,meltspin
B36C8Co56,CR,meltspin
B36C12Co52,CR,meltspin
B36C16Co48,CR,meltspin
B12C12Co76,AM,meltspin
B16C12Co72,AM,meltspin
B24C4Co72,AM,meltspin
B24C12Co64,AM,meltspin
B24C16Co60,AM,meltspin
B24C20Co56,AM,meltspin
B28C12Co60,AM,meltspin
B7C7Fe86,AM,meltspin
B8C7Fe85,AM,meltspin
B8C9Fe83,AM,meltspin
B9C9Fe82,AM,meltspin
B10C5Fe85,AM,meltspin
B10C7Fe83,AM,meltspin
B10C9Fe81,AM,meltspin
B11C5Fe84,AM,meltspin
B11C7Fe82,AM,meltspin
B11C9Fe80,AM,meltspin
B12C3Fe85,AM,meltspin
B12C5Fe83,AM,meltspin
B12C7Fe81,AM,meltspin
B12C9Fe79,AM,meltspin
B14C3Fe83,AM,meltspin
B14C5Fe81,AM,meltspin
B14C7Fe79,AM,meltspin
B15C5Fe80,AM,meltspin
B16C3Fe81,AM,meltspin
B17C5Fe78,AM,meltspin
B18C3Fe79,AM,meltspin
B9C11Fe80,AM,meltspin
B11C9Fe80,AM,meltspin
B13C7Fe80,AM,meltspin
B15C5Fe80,AM,meltspin
B16C4Fe80,AM,meltspin
B17C3Fe80,AM,meltspin
B10C10Fe80,AM,meltspin
B13C7Fe80,AM,meltspin
B20C0Fe80,AM,meltspin
B18C2Fe80,AM,meltspin
B19C0Fe81,AM,meltspin
B14C5Ni81,AM,meltspin
B16C2Ni82,AM,meltspin
B16C4Ni80,AM,meltspin
B16C6Ni78,AM,meltspin
B16C8Ni76,AM,meltspin
B16C10Ni74,AM,meltspin
B18C12Ni70,AM,meltspin
B18C16Ni66,AM,meltspin
B20C2Ni78,AM,meltspin
B20C12Ni68,AM,meltspin
B20C16Ni64,AM,meltspin
B22C10Ni68,AM,meltspin
B22C12Ni66,AM,meltspin
B22C14Ni64,AM,meltspin
B22C18Ni60,AM,meltspin
B24C8Ni68,AM,meltspin
B26C6Ni68,AM,meltspin
B26C12Ni62,AM,meltspin
B26C14Ni60,AM,meltspin
B28C0Ni72,AM,meltspin
B28C2Ni70,AM,meltspin
B28C4Ni68,AM,meltspin
B28C6Ni66,AM,meltspin
B28C8Ni64,AM,meltspin
B28C10Ni62,AM,meltspin
B28C16Ni56,AM,meltspin
B30C12Ni58,AM,meltspin
B34C0Ni66,AM,meltspin
B34C6Ni60,AM,meltspin
B34C10Ni56,AM,meltspin
B34C12Ni54,AM,meltspin
B34C14Ni52,AM,meltspin
B38C0Ni62,AM,meltspin
B38C6Ni56,AM,meltspin
B38C10Ni52,AM,meltspin
B38C12Ni50,AM,meltspin
B38C14Ni48,AM,meltspin
B40C2Ni58,AM,meltspin
B40C8Ni52,AM,meltspin
B42C0Ni58,AM,meltspin
B42C2Ni56,AM,meltspin
B42C8Ni50,AM,meltspin
B42C10Ni48,AM,meltspin
B42C12Ni46,AM,meltspin
B42C14Ni44,AM,meltspin
B42C16Ni42,AM,meltspin
B46C12Ni42,AM,meltspin
B46C20Ni34,AM,meltspin
B50C12Ni38,AM,meltspin
B50C20Ni30,AM,meltspin
B55C8Ni37,AM,meltspin
B55C12Ni33,AM,meltspin
B55C16Ni29,AM,meltspin
B59C4Ni37,AM,meltspin
B11.5C10Ni78.5,AC,meltspin
B13C10Ni77,AC,meltspin
B13C12Ni75,AC,meltspin
B14C20Ni66,AC,meltspin
B15C12Ni73,AC,meltspin
B17C8Ni75,AC,meltspin
B17C16Ni67,AC,meltspin
B22C8Ni70,AC,meltspin
B26C4Ni70,AC,meltspin
B40C6Ni54,AC,meltspin
B50C8Ni42,AC,meltspin
B0C5Ni95,CR,meltspin
B0C10Ni90,CR,meltspin
B0C15Ni85,CR,meltspin
B0C20Ni80,CR,meltspin
B5C0Ni95,CR,meltspin
B5C5Ni90,CR,meltspin
B5C15Ni80,CR,meltspin
B5C20Ni75,CR,meltspin
B10C5Ni85,CR,meltspin
B10C8Ni82,CR,meltspin
B10C10Ni80,CR,meltspin
B10C15Ni75,CR,meltspin
B10C20Ni70,CR,meltspin
B12C6Ni82,CR,meltspin
B14C2Ni84,CR,meltspin
B14C16Ni70,CR,meltspin
B16C0Ni84,CR,meltspin
B18C0Ni82,CR,meltspin
B18C6Ni76,CR,meltspin
B20C0Ni80,CR,meltspin
B20C6Ni74,CR,meltspin
B20C8Ni72,CR,meltspin
B22C0Ni78,CR,meltspin
B22C2Ni76,CR,meltspin
B22C5Ni73,CR,meltspin
B24C0Ni76,CR,meltspin
B24C4Ni72,CR,meltspin
B26C0Ni74,CR,meltspin
B26C2Ni72,CR,meltspin
B40C4Ni56,CR,meltspin
B41C6Ni53,CR,meltspin
B42C0Ni58,CR,meltspin
B42.5C2.5Ni55,CR,meltspin
B44C2.5Ni53.5,CR,meltspin
B46C0Ni54,CR,meltspin
B46C4Ni50,CR,meltspin
B46C8Ni46,CR,meltspin
B48C0Ni52,CR,meltspin
B50C4Ni46,CR,meltspin
B54C0Ni46,CR,meltspin
B58C4Ni38,CR,meltspin
B20Co30Cr50,AM,meltspin
B20Co35Cr45,AM,meltspin
B20Co40Cr40,AM,meltspin
B20Co50Cr30,AM,meltspin
B20Co55Cr25,AM,meltspin
B20Co60Cr20,AM,meltspin
B20Co72Cr8,AM,meltspin
B20Co80Cr0,AM,meltspin
B20Co30Cr50,AM,meltspin
B20Co35Cr45,AM,meltspin
B20Co40Cr40,AM,meltspin
B20Co50Cr30,AM,meltspin
B20Co55Cr25,AM,meltspin
B20Co60Cr20,AM,meltspin
B20Co65Cr15,AM,meltspin
B20Co70Cr10,AM,meltspin
B20Co72Cr8,AM,meltspin
B20Co80Cr0,AM,meltspin
B18.5Co81.5Cr0,AM,meltspin
B20Co80Cr0,AM,meltspin
B25Co67.5Cr7.5,AM,meltspin
B25Co75Cr0,AM,meltspin
B30Co70Cr0,AM,meltspin
B35Co65Cr0,AM,meltspin
B40Co60Cr0,AM,meltspin
B20Co0Fe80,AM,meltspin
B20Co74Fe6,AM,meltspin
B20Co0Fe80,AM,meltspin
B20Co10Fe70,AM,meltspin
B20Co20Fe60,AM,meltspin
B20Co30Fe50,AM,meltspin
B20Co40Fe40,AM,meltspin
B20Co50Fe30,AM,meltspin
B20Co60Fe20,AM,meltspin
B20Co70Fe10,AM,meltspin
B20Co80Fe0,AM,meltspin
B16Co0Fe84,AM,meltspin
B17Co10Fe73,AM,meltspin
B20Co5Fe75,AM,meltspin
B20Co10Fe70,AM,meltspin
B20Co20Fe60,AM,meltspin
B20Co30Fe50,AM,meltspin
B20Co40Fe40,AM,meltspin
B20Co60Fe20,AM,meltspin
B20Co80Fe0,AM,meltspin
B20Co75Fe5,AM,meltspin
B17Co1Fe82,AM,meltspin
B17Co2Fe81,AM,meltspin
B17Co3Fe80,AM,meltspin
B17Co4Fe79,AM,meltspin
B17Co6Fe77,AM,meltspin
B17Co7.5Fe75.5,AM,meltspin
B17Co11.5Fe71.5,AM,meltspin
B17Co16.5Fe66.5,AM,meltspin
B17Co19Fe64,AM,meltspin
B17Co22Fe61,AM,meltspin
B17Co25Fe58,AM,meltspin
B17Co33Fe50,AM,meltspin
B17Co41.5Fe41.5,AM,meltspin
B17Co54Fe29,AM,meltspin
B17Co66.5Fe16.5,AM,meltspin
B20Co75Fe5,AM,meltspin
B9Co0Fe91,AM,meltspin
B9Co85Fe6,AM,meltspin
B17Co0Fe83,AM,meltspin
B17Co41.5Fe41.5,AM,meltspin
B17Co62Fe21,AM,meltspin
B17Co75Fe8,AM,meltspin
B17Co77Fe6,AM,meltspin
B25Co0Fe75,AM,meltspin
B25Co70Fe5,AM,meltspin
B19Co0Fe81,AM,meltspin
B20Co5Fe75,AM,meltspin
B19Co0Fe81,AM,meltspin
B20Co4Fe76,AM,meltspin
B11Co89Mn0,AM,meltspin
B12Co52.8Mn35.2,AM,meltspin
B12Co53Mn35,AM,meltspin
B12Co57Mn31,AM,meltspin
B12Co61.6Mn26.4,AM,meltspin
B12Co62Mn26,AM,meltspin
B12Co70.4Mn17.6,AM,meltspin
B12Co70.5Mn17.5,AM,meltspin
B12Co79Mn9,AM,meltspin
B12Co88Mn0,AM,meltspin
B16Co50.4Mn33.6,AM,meltspin
B16Co50.5Mn33.5,AM,meltspin
B16Co54.5Mn29.5,AM,meltspin
B16Co58.8Mn25.2,AM,meltspin
B16Co59Mn25,AM,meltspin
B16Co67Mn17,AM,meltspin
B16Co67.2Mn16.8,AM,meltspin
B16Co75Mn9,AM,meltspin
B16Co75.6Mn8.4,AM,meltspin
B16Co84Mn0,AM,meltspin
B20Co48Mn32,AM,meltspin
B20Co48Mn32,AM,meltspin
B20Co52Mn28,AM,meltspin
B20Co56Mn24,AM,meltspin
B20Co56Mn24,AM,meltspin
B20Co64Mn16,AM,meltspin
B20Co64Mn16,AM,meltspin
B20Co72Mn8,AM,meltspin
B20Co72Mn8,AM,meltspin
B20Co80Mn0,AM,meltspin
B24Co45.5Mn30.5,AM,meltspin
B24Co49.4Mn26.6,AM,meltspin
B24Co49.5Mn26.5,AM,meltspin
B24Co53Mn23,AM,meltspin
B24Co53.2Mn22.8,AM,meltspin
B24Co60.8Mn15.2,AM,meltspin
B24Co61Mn15,AM,meltspin
B24Co68Mn8,AM,meltspin
B24Co68.4Mn7.6,AM,meltspin
B24Co76Mn0,AM,meltspin
B28Co43Mn29,AM,meltspin
B28Co43.2Mn28.8,AM,meltspin
B28Co47Mn25,AM,meltspin
B28Co50Mn22,AM,meltspin
B28Co50.4Mn21.6,AM,meltspin
B28Co57.6Mn14.4,AM,meltspin
B28Co58Mn14,AM,meltspin
B28Co64.8Mn7.2,AM,meltspin
B28Co65Mn7,AM,meltspin
B28Co72Mn0,AM,meltspin
B32Co41Mn27,AM,meltspin
B32Co44Mn24,AM,meltspin
B32Co46.4Mn21.6,AM,meltspin
B32Co47Mn21,AM,meltspin
B32Co54.4Mn13.6,AM,meltspin
B32Co54.5Mn13.5,AM,meltspin
B32Co61Mn7,AM,meltspin
B32Co68Mn0,AM,meltspin
B12Co48Mn40,AM,meltspin
B12Co53Mn35,AM,meltspin
B12Co61Mn27,AM,meltspin
B12Co68Mn20,AM,meltspin
B12Co70Mn18,AM,meltspin
B16Co50Mn34,AM,meltspin
B16Co54.5Mn29.5,AM,meltspin
B16Co59Mn25,AM,meltspin
B16Co67Mn17,AM,meltspin
B16Co84Mn0,AM,meltspin
B20Co40Mn40,AM,meltspin
B20Co48Mn32,AM,meltspin
B20Co52Mn28,AM,meltspin
B20Co56Mn24,AM,meltspin
B20Co60Mn20,AM,meltspin
B20Co64Mn16,AM,meltspin
B20Co72Mn8,AM,meltspin
B20Co80Mn0,AM,meltspin
B24Co54Mn22,AM,meltspin
B24Co61Mn15,AM,meltspin
B24Co76Mn0,AM,meltspin
B28Co32Mn40,AM,meltspin
B28Co51Mn21,AM,meltspin
B28Co52Mn20,AM,meltspin
B28Co58Mn14,AM,meltspin
B28Co65Mn7,AM,meltspin
B28Co72Mn0,AM,meltspin
B32Co48Mn20,AM,meltspin
B32Co54Mn14,AM,meltspin
B32Co68Mn0,AM,meltspin
B24Co38Mn38,AM,meltspin
B24Co45.6Mn30.4,AM,meltspin
B24Co53.2Mn22.8,AM,meltspin
B24Co60.8Mn15.2,AM,meltspin
B24Co68.4Mn7.6,AM,meltspin
B12Co18Mn70,AM,meltspin
B12Co24Mn64,AM,meltspin
B12Co34Mn54,AM,meltspin
B12Co39Mn49,AM,meltspin
B12Co44Mn44,AM,meltspin
B12Co45Mn43,AM,meltspin
B12Co49Mn39,AM,meltspin
B12Co53Mn35,AM,meltspin
B12Co62Mn26,AM,meltspin
B12Co70Mn18,AM,meltspin
B16Co17Mn67,AM,meltspin
B16Co17Mn67,AM,meltspin
B16Co20Mn64,AM,meltspin
B16Co21Mn63,AM,meltspin
B16Co24.5Mn59.5,AM,meltspin
B16Co25Mn59,AM,meltspin
B16Co27Mn57,AM,meltspin
B16Co27Mn57,AM,meltspin
B16Co33Mn51,AM,meltspin
B16Co33Mn51,AM,meltspin
B16Co35Mn49,AM,meltspin
B16Co42Mn42,AM,meltspin
B16Co42Mn42,AM,meltspin
B16Co43.5Mn40.5,AM,meltspin
B16Co49Mn35,AM,meltspin
B16Co50Mn34,AM,meltspin
B16Co50Mn34,AM,meltspin
B16Co59Mn25,AM,meltspin
B16Co59Mn25,AM,meltspin
B16Co65Mn19,AM,meltspin
B16Co65.5Mn18.5,AM,meltspin
B16Co67Mn17,AM,meltspin
B16Co67Mn17,AM,meltspin
B16Co75Mn9,AM,meltspin
B16Co76Mn8,AM,meltspin
B20Co20Mn60,AM,meltspin
B20Co28.5Mn51.5,AM,meltspin
B20Co32Mn48,AM,meltspin
B20Co36.5Mn43.5,AM,meltspin
B20Co37Mn43,AM,meltspin
B20Co40Mn40,AM,meltspin
B20Co41.5Mn38.5,AM,meltspin
B20Co44Mn36,AM,meltspin
B20Co47.5Mn32.5,AM,meltspin
B20Co52Mn28,AM,meltspin
B20Co57Mn23,AM,meltspin
B24Co24Mn52,AM,meltspin
B24Co27Mn49,AM,meltspin
B24Co28Mn48,AM,meltspin
B24Co33Mn43,AM,meltspin
B24Co34Mn42,AM,meltspin
B24Co38Mn38,AM,meltspin
B24Co39Mn37,AM,meltspin
B24Co42Mn34,AM,meltspin
B24Co46.5Mn29.5,AM,meltspin
B24Co48Mn28,AM,meltspin
B24Co52Mn24,AM,meltspin
B28Co25Mn47,AM,meltspin
B28Co25Mn47,AM,meltspin
B28Co30Mn42,AM,meltspin
B28Co36Mn36,AM,meltspin
B28Co37Mn35,AM,meltspin
B28Co41Mn31,AM,meltspin
B28Co41.5Mn30.5,AM,meltspin
B28Co45Mn27,AM,meltspin
B28Co45.5Mn26.5,AM,meltspin
B31Co41Mn28,AM,meltspin
B18.5Co81.5Mn0,AM,meltspin
B20Co80Mn0,AM,meltspin
B25Co67.5Mn7.5,AM,meltspin
B25Co75Mn0,AM,meltspin
B30Co70Mn0,AM,meltspin
B35Co65Mn0,AM,meltspin
B40Co60Mn0,AM,meltspin
B11Co53.4Mn35.6,AM,meltspin
B11Co71.2Mn17.8,AM,meltspin
B20Co64Mn16,AM,meltspin
B24Co38Mn38,AM,meltspin
B24Co45.6Mn30.4,AM,meltspin
B24Co53.2Mn22.8,AM,meltspin
B24Co60.8Mn15.2,AM,meltspin
B24Co68.4Mn7.6,AM,meltspin
B24Co76Mn0,AM,meltspin
B33Co40.2Mn26.8,AM,meltspin
B33Co53.6Mn13.4,AM,meltspin
B2Co84Nb14,AM,meltspin
B5Co81Nb14,AM,meltspin
B10Co77Nb13,AM,meltspin
B6Co80Nb14,AM,meltspin
B6Co84Nb10,CR,meltspin
B6Co80Nb14,AM,meltspin
B12Co80Nb8,AM,meltspin
B34Co33Ni33,AM,meltspin
B34Co66Ni0,AM,meltspin
B7Co80P13,AM,meltspin
B7.5Co77.5Si15,AM,meltspin
B10Co75Si15,AM,meltspin
B10Co77.5Si12.5,AM,meltspin
B12.5Co77.5Si10,AM,meltspin
B12.5Co80Si7.5,AM,meltspin
B15Co70Si15,AM,meltspin
B15Co72.5Si12.5,AM,meltspin
B15Co75Si10,AM,meltspin
B15Co77.5Si7.5,AM,meltspin
B15Co80Si5,AM,meltspin
B20Co65Si15,AM,meltspin
B20Co67.5Si12.5,AM,meltspin
B20Co70Si10,AM,meltspin
B20Co72.5Si7.5,AM,meltspin
B20Co75Si5,AM,meltspin
B25Co62.5Si12.5,AM,meltspin
B25Co65Si10,AM,meltspin
B25Co67.5Si7.5,AM,meltspin
B25Co70Si5,AM,meltspin
B27.5Co65Si7.5,AM,meltspin
B30Co65Si5,AM,meltspin
B20Co62.5Si17.5,AC,meltspin
B20Co80Si0,AC,meltspin
B25Co75Si0,AC,meltspin
B30Co70Si0,AC,meltspin
B5Co75Si20,CR,meltspin
B10Co70Si20,CR,meltspin
B10Co80Si10,CR,meltspin
B10Co82Si8,CR,meltspin
B10Co85Si5,CR,meltspin
B12.5Co80.5Si7,CR,meltspin
B14Co82Si4,CR,meltspin
B15Co65Si20,CR,meltspin
B15Co85Si0,CR,meltspin
B20Co60Si20,CR,meltspin
B22.5Co60Si17.5,CR,meltspin
B12Co78Si10,AM,meltspin
B15Co72.5Si12.5,AM,meltspin
B10Co75Si15,AM,meltspin
B12.5Co75Si12.5,AM,meltspin
B17.5Co75Si7.5,AM,meltspin
B20Co75Si5,AM,meltspin
B11Co78Si11,AM,meltspin
B13.5Co73Si13.5,AM,meltspin
B14.75Co70.5Si14.75,AM,meltspin
B16Co68Si16,AM,meltspin
B14Co80Si6,AM,meltspin
B10Co20Ti70,AM,meltspin
B18Co66Ti16,AM,meltspin
B18Co70Ti12,AM,meltspin
B18Co74Ti8,AM,meltspin
B18Co78Ti4,AM,meltspin
B20Co64Ti16,AM,meltspin
B20Co68Ti12,AM,meltspin
B20Co72Ti8,AM,meltspin
B20Co76Ti4,AM,meltspin
B20Co80Ti0,AM,meltspin
B22Co62Ti16,AM,meltspin
B22Co66Ti12,AM,meltspin
B22Co70Ti8,AM,meltspin
B22Co74Ti4,AM,meltspin
B24Co64Ti12,AM,meltspin
B24Co68Ti8,AM,meltspin
B24Co72Ti4,AM,meltspin
B12Co68Ti20,AM,meltspin
B12.75Co72.25Ti15,AM,meltspin
B13.5Co76.5Ti10,AM,meltspin
B11.25Co63.75V25,AM,meltspin
B12Co68V20,AM,meltspin
B12.75Co72.25V15,AM,meltspin
B13.5Co76.5V10,AM,meltspin
B14.25Co80.75V5,AM,meltspin
B40Co40Y20,AM,meltspin
B0Co90Zr10,AM,meltspin
B2Co88Zr10,AM,meltspin
B5Co85Zr10,AM,meltspin
B0Co90Zr10,AM,meltspin
B2Co82Zr16,AM,meltspin
B4Co86Zr10,AM,meltspin
B7Co77Zr16,AM,meltspin
B10Co74Zr16,AM,meltspin
B10Co80Zr10,AM,meltspin
B13Co71Zr16,AM,meltspin
B16Co68Zr16,AM,meltspin
B16Co74Zr10,AM,meltspin
B20Co70Zr10,AM,meltspin
B25Co65Zr10,AM,meltspin
B2Co82Zr16,CR,meltspin
B0Co91Zr9,AM,meltspin
B2Co91Zr7,AM,meltspin
B20Cr5Fe75,AM,meltspin
B20Cr10Fe70,AM,meltspin
B15Cr0Fe85,AM,meltspin
B15Cr2.5Fe82.5,AM,meltspin
B15Cr4Fe81,AM,meltspin
B15Cr7Fe78,AM,meltspin
B15Cr9Fe76,AM,meltspin
B15Cr10Fe75,AM,meltspin
B15Cr12Fe73,AM,meltspin
B20Cr0Fe80,AM,meltspin
B20Cr8Fe72,AM,meltspin
B20Cr10Fe70,AM,meltspin
B20Cr20Fe60,AM,meltspin
B20Cr25Fe55,AM,meltspin
B20Cr30Fe50,AM,meltspin
B20Cr35Fe45,AM,meltspin
B20Cr40Fe40,AM,meltspin
B20Cr0Fe80,AM,meltspin
B20Cr5Fe75,AM,meltspin
B15Cr11Fe74,AM,meltspin
B15Cr25Fe60,AM,meltspin
B20Cr5Fe75,AM,meltspin
B20Cr10Fe70,AM,meltspin
B9Cr0Fe91,AM,meltspin
B9Cr85Fe6,AM,meltspin
B17Cr2.5Fe80.5,AM,meltspin
B25Cr0Fe75,AM,meltspin
