,formula,chemsys_abc,phase,gfa
5725,Co30Pd5Zr65,Co-Pd-Zr,AM,1
5726,Co34Pd1Zr65,Co-Pd-Zr,AM,1
5727,Co54Pd1Zr45,Co-Pd-Zr,AM,1
5728,Co20Si15Ti65,Co-Si-Ti,AM,1
5729,Co0Si15Zr85,Co-Si-Zr,AM,1
5730,Co5Si15Zr80,Co-Si-Zr,AM,1
5731,Co10Si15Zr75,Co-Si-Zr,AM,1
5732,Co15Si15Zr70,Co-Si-Zr,AM,1
5733,Co20Si15Zr65,Co-Si-Zr,AM,1
5734,Co85Si5Zr10,Co-Si-Zr,AM,1
5735,Co88Si2Zr10,Co-Si-Zr,AM,1
5736,Co90Si0Zr10,Co-Si-Zr,AM,1
5737,Co66V20Zr14,Co-V-Zr,AM,1
5738,Co67.5V18Zr14.5,Co-V-Zr,AM,1
5739,Co69.2V16Zr14.8,Co-V-Zr,AM,1
5740,Co71V14Zr15,Co-V-Zr,AM,1
5741,Co72.5V20Zr7.5,Co-V-Zr,AM,1
5742,Co72.8V12Zr15.2,Co-V-Zr,AM,1
5743,Co74.5V10Zr15.5,Co-V-Zr,AM,1
5744,Co75V18Zr7,Co-V-Zr,AM,1
5745,Co76.3V8Zr15.7,Co-V-Zr,AM,1
5746,Co77.2V16Zr6.8,Co-V-Zr,AM,1
5747,Co78V6Zr16,Co-V-Zr,AM,1
5748,Co79.5V14Zr6.5,Co-V-Zr,AM,1
5749,Co80V4Zr16,Co-V-Zr,AM,1
5750,Co81.5V12Zr6.5,Co-V-Zr,AM,1
5751,Co82V2Zr16,Co-V-Zr,AM,1
5752,Co83.5V10Zr6.5,Co-V-Zr,AM,1
5753,Co84V0Zr16,Co-V-Zr,AM,1
5754,Co85V8Zr7,Co-V-Zr,AM,1
5755,Co86.5V6Zr7.5,Co-V-Zr,AM,1
5756,Co88V4Zr8,Co-V-Zr,AM,1
5757,Co89.5V2Zr8.5,Co-V-Zr,AM,1
5758,Co91V0Zr9,Co-V-Zr,AM,1
5759,Co75.8V12Zr12.2,Co-V-Zr,AM,1
5760,Co79.2V10.6Zr10.2,Co-V-Zr,AM,1
5761,Co80V10Zr10,Co-V-Zr,AM,1
5762,Co80V10Zr10,Co-V-Zr,AM,1
5763,Co81.8V9Zr9.2,Co-V-Zr,AM,1
5764,Co84V8Zr8,Co-V-Zr,AM,1
5765,Co85V5Zr10,Co-V-Zr,AM,1
5766,Co90V0Zr10,Co-V-Zr,AM,1
5767,Co74W12Zr14,Co-W-Zr,AM,1
5768,Co74W13Zr13,Co-W-Zr,AM,1
5769,Co74.5W14Zr11.5,Co-W-Zr,AM,1
5770,Co75W10Zr15,Co-W-Zr,AM,1
5771,Co76.4W8Zr15.6,Co-W-Zr,AM,1
5772,Co77W14Zr9,Co-W-Zr,AM,1
5773,Co78.2W6Zr15.8,Co-W-Zr,AM,1
5774,Co79.5W13Zr7.5,Co-W-Zr,AM,1
5775,Co80W4Zr16,Co-W-Zr,AM,1
5776,Co82W2Zr16,Co-W-Zr,AM,1
5777,Co82W12Zr6,Co-W-Zr,AM,1
5778,Co84W0Zr16,Co-W-Zr,AM,1
5779,Co84.8W10Zr5.2,Co-W-Zr,AM,1
5780,Co86.8W8Zr5.2,Co-W-Zr,AM,1
5781,Co88.5W6Zr5.5,Co-W-Zr,AM,1
5782,Co89.8W4Zr6.2,Co-W-Zr,AM,1
5783,Co90.2W2Zr7.8,Co-W-Zr,AM,1
5784,Co91W0Zr9,Co-W-Zr,AM,1
5785,Co78W8Zr14,Co-W-Zr,AM,1
5786,Co80W10Zr10,Co-W-Zr,AM,1
5787,Co80.5W7Zr12.5,Co-W-Zr,AM,1
5788,Co82.2W6.6Zr11.2,Co-W-Zr,AM,1
5789,Co84W6Zr10,Co-W-Zr,AM,1
5790,Co85W5Zr10,Co-W-Zr,AM,1
5791,Co85.5W5Zr9.5,Co-W-Zr,AM,1
5792,Co90W0Zr10,Co-W-Zr,AM,1
5793,Cr0Fe80P20,Cr-Fe-P,AM,1
5794,Cr2Fe78P20,Cr-Fe-P,AM,1
5795,Cr4Fe76P20,Cr-Fe-P,AM,1
5796,Cr6Fe74P20,Cr-Fe-P,AM,1
5797,Cr8Fe72P20,Cr-Fe-P,AM,1
5798,Cr7Fe76P17,Cr-Fe-P,AM,1
5799,Cr73Fe10P17,Cr-Fe-P,AM,1
5800,Cr74Fe9P17,Cr-Fe-P,AM,1
5801,Cr23Fe55P22,Cr-Fe-P,AM,1
5802,Cr24Fe56.5P19.5,Cr-Fe-P,AM,1
5803,Cr25Fe57.5P17.5,Cr-Fe-P,AM,1
5804,Cr26Fe59.5P14.5,Cr-Fe-P,AM,1
5805,Cr26Fe60.5P13.5,Cr-Fe-P,AM,1
5806,Cr8Fe72P20,Cr-Fe-P,AM,1
5807,Cr0Fe90Zr10,Cr-Fe-Zr,AM,1
5808,Cr4Fe86Zr10,Cr-Fe-Zr,AM,1
5809,Cr6Fe84Zr10,Cr-Fe-Zr,AM,1
5810,Cr8Fe82Zr10,Cr-Fe-Zr,AM,1
5811,Cr10Fe80Zr10,Cr-Fe-Zr,AM,1
5812,Cr15Fe75Zr10,Cr-Fe-Zr,AM,1
5813,Cr17Fe73Zr10,Cr-Fe-Zr,AM,1
5814,Cr20Fe70Zr10,Cr-Fe-Zr,AM,1
5815,Cr25Fe65Zr10,Cr-Fe-Zr,AM,1
5816,Cr2Fe88Zr10,Cr-Fe-Zr,AM,1
5817,Cr4Fe86Zr10,Cr-Fe-Zr,AM,1
5818,Cr7Fe83Zr10,Cr-Fe-Zr,AM,1
5819,Cr10Fe80Zr10,Cr-Fe-Zr,AM,1
5820,Cr1Ge18Pd81,Cr-Ge-Pd,AM,1
5821,Cr3Ge18Pd79,Cr-Ge-Pd,AM,1
5822,Cr4Ge18Pd78,Cr-Ge-Pd,AM,1
5823,Cr5Ge18Pd77,Cr-Ge-Pd,AM,1
5824,Cr7Ge18Pd75,Cr-Ge-Pd,AM,1
5825,Cr0Mo41Ni59,Cr-Mo-Ni,AM,1
5826,Cr0Mo53Ni47,Cr-Mo-Ni,AM,1
5827,Cr0Mo69Ni31,Cr-Mo-Ni,AM,1
5828,Cr19Mo19Ni62,Cr-Mo-Ni,AM,1
5829,Cr22Mo57Ni21,Cr-Mo-Ni,AM,1
5830,Cr23Mo43Ni34,Cr-Mo-Ni,AM,1
5831,Cr32Mo25Ni43,Cr-Mo-Ni,AM,1
5832,Cr35Mo38Ni27,Cr-Mo-Ni,AM,1
5833,Cr38Mo25Ni37,Cr-Mo-Ni,AM,1
5834,Cr39Mo33Ni28,Cr-Mo-Ni,AM,1
5835,Cr40Mo44Ni16,Cr-Mo-Ni,AM,1
5836,Cr42Mo27Ni31,Cr-Mo-Ni,AM,1
5837,Cr46Mo20Ni34,Cr-Mo-Ni,AM,1
5838,Cr48Mo26Ni26,Cr-Mo-Ni,AM,1
5839,Cr48Mo30Ni22,Cr-Mo-Ni,AM,1
5840,Cr52Mo10Ni38,Cr-Mo-Ni,AM,1
5841,Cr52Mo12Ni36,Cr-Mo-Ni,AM,1
5842,Cr53Mo29Ni18,Cr-Mo-Ni,AM,1
5843,Cr54Mo16Ni30,Cr-Mo-Ni,AM,1
5844,Cr54Mo30Ni16,Cr-Mo-Ni,AM,1
5845,Cr56Mo5Ni39,Cr-Mo-Ni,AM,1
5846,Cr22Mo61Ni17,Cr-Mo-Ni,AC,0
5847,Cr19Mo66Ni15,Cr-Mo-Ni,CR,0
5848,Cr0Ni80P20,Cr-Ni-P,AM,1
5849,Cr3Ni77P20,Cr-Ni-P,AM,1
5850,Cr5Ni75P20,Cr-Ni-P,AM,1
5851,Cr10Ni70P20,Cr-Ni-P,AM,1
5852,Cr20Ni60P20,Cr-Ni-P,AM,1
5853,Cr0Ni80P20,Cr-Ni-P,AM,1
5854,Cr3Ni77P20,Cr-Ni-P,AM,1
5855,Cr5Ni75P20,Cr-Ni-P,AM,1
5856,Cr10Ni70P20,Cr-Ni-P,AM,1
5857,Cr15Ni65P20,Cr-Ni-P,AM,1
5858,Cr20Ni60P20,Cr-Ni-P,AM,1
5859,Cr0Ni82P18,Cr-Ni-P,AM,1
5860,Cr5Ni75P20,Cr-Ni-P,AM,1
5861,Cr7Ni73P20,Cr-Ni-P,AM,1
5862,Cr10Ni70P20,Cr-Ni-P,AM,1
5863,Cr18Ni62P20,Cr-Ni-P,AM,1
5864,Cr0Ni81P19,Cr-Ni-P,AM,1
5865,Cr43.5Ni40.5P16,Cr-Ni-P,AM,1
5866,Cr55.93Ni28.93P15.14,Cr-Ni-P,AM,1
5867,Cr58Ni27P15,Cr-Ni-P,AM,1
5868,Cr59.81Ni25.31P14.88,Cr-Ni-P,AM,1
5869,Cr69.6Ni16.2P14.2,Cr-Ni-P,AC,0
5870,Cr72.5Ni13.5P14,Cr-Ni-P,CR,0
5871,Cr87Ni0P13,Cr-Ni-P,CR,0
5872,Cr0Ni81P19,Cr-Ni-P,AM,1
5873,Cr5Ni76P19,Cr-Ni-P,AM,1
5874,Cr10Ni71P19,Cr-Ni-P,AM,1
5875,Cr15Ni66P19,Cr-Ni-P,AM,1
5876,Cr20Ni61P19,Cr-Ni-P,AM,1
5877,Cr25Ni56P19,Cr-Ni-P,AM,1
5878,Cr30Ni51P19,Cr-Ni-P,AM,1
5879,Cr14Ni68P18,Cr-Ni-P,AM,1
5880,Cr40Ni40P20,Cr-Ni-P,AM,1
5881,Cr50Ni30P20,Cr-Ni-P,AM,1
5882,Cr60Ni20P20,Cr-Ni-P,AM,1
5883,Cr80Ni0P20,Cr-Ni-P,AC,0
5884,Cr70Ni10P20,Cr-Ni-P,OT,0
5885,Cr0Ni33Zr67,Cr-Ni-Zr,AM,1
5886,Cr33Ni0.05Zr66.95,Cr-Ni-Zr,AM,1
5887,Cr33Ni0.1Zr66.9,Cr-Ni-Zr,AM,1
5888,Cr33Ni0.15Zr66.85,Cr-Ni-Zr,AM,1
5889,Cr33Ni0.2Zr66.8,Cr-Ni-Zr,AM,1
5890,Cr15Ni28.05Zr56.95,Cr-Ni-Zr,AM,1
5891,Cr5Ni31.35Zr63.65,Cr-Ni-Zr,AM,1
5892,Cr10Ni29.7Zr60.3,Cr-Ni-Zr,AM,1
5893,Cr15Ni28.05Zr56.95,Cr-Ni-Zr,AM,1
5894,Cr20Ni26.4Zr53.6,Cr-Ni-Zr,AM,1
5895,Cr0Ni60Zr40,Cr-Ni-Zr,AM,1
5896,Cr5Ni55Zr40,Cr-Ni-Zr,AM,1
5897,Cr10Ni50Zr40,Cr-Ni-Zr,AM,1
5898,Cr15Ni15Zr70,Cr-Ni-Zr,AM,1
5899,Cr15Ni25Zr60,Cr-Ni-Zr,AM,1
5900,Cr15Ni35Zr50,Cr-Ni-Zr,AM,1
5901,Cr15Ni45Zr40,Cr-Ni-Zr,AM,1
5902,Cr0Pd80Si20,Cr-Pd-Si,AM,1
5903,Cr0.5Pd79.5Si20,Cr-Pd-Si,AM,1
5904,Cr1Pd79Si20,Cr-Pd-Si,AM,1
5905,Cr2Pd78Si20,Cr-Pd-Si,AM,1
5906,Cr3Pd77Si20,Cr-Pd-Si,AM,1
5907,Cr4Pd76Si20,Cr-Pd-Si,AM,1
5908,Cr5Pd75Si20,Cr-Pd-Si,AM,1
5909,Cr6Pd74Si20,Cr-Pd-Si,AM,1
5910,Cr7Pd73Si20,Cr-Pd-Si,AM,1
5911,Cr0Si15Zr85,Cr-Si-Zr,AM,1
5912,Cr5Si15Zr80,Cr-Si-Zr,AM,1
5913,Cr10Si15Zr75,Cr-Si-Zr,AM,1
5914,Cr15Si15Zr70,Cr-Si-Zr,AM,1
5915,Cr20Si15Zr65,Cr-Si-Zr,AM,1
5916,Cr0Si15Zr85,Cr-Si-Zr,AM,1
5917,Cr10Si15Zr75,Cr-Si-Zr,AM,1
5918,Cr20Si15Zr65,Cr-Si-Zr,AM,1
5919,Cu35Fe5Ti60,Cu-Fe-Ti,AM,1
5920,Cu40Fe10Ti50,Cu-Fe-Ti,AM,1
5921,Cu45Fe5Ti50,Cu-Fe-Ti,AM,1
5922,Cu55Fe5Ti40,Cu-Fe-Ti,AM,1
5923,Cu40Fe20Zr40,Cu-Fe-Zr,AM,1
5924,Cu50Fe10Zr40,Cu-Fe-Zr,AM,1
5925,Cu53Fe7Zr40,Cu-Fe-Zr,AM,1
5926,Cu55Fe5Zr40,Cu-Fe-Zr,AM,1
5927,Cu57Fe3Zr40,Cu-Fe-Zr,AM,1
5928,Cu59Fe1Zr40,Cu-Fe-Zr,AM,1
5929,Cu60Fe0Zr40,Cu-Fe-Zr,AM,1
5930,Cu45H0Ti55,Cu-H-Ti,AM,1
5931,Cu45H0.730Ti54.270,Cu-H-Ti,AM,1
5932,Cu45H1.830Ti53.170,Cu-H-Ti,AC,0
5933,Cu45H9.170Ti45.830,Cu-H-Ti,AC,0
5934,Cu38.2Hf28.8Nb33,Cu-Hf-Nb,AM,1
5935,Cu39.9Hf30.1Nb30,Cu-Hf-Nb,AM,1
5936,Cu42.7Hf32.3Nb25,Cu-Hf-Nb,AM,1
5937,Cu45.6Hf34.4Nb20,Cu-Hf-Nb,AM,1
5938,Cu48.4Hf36.6Nb15,Cu-Hf-Nb,AM,1
5939,Cu51.3Hf38.7Nb10,Cu-Hf-Nb,AM,1
5940,Cu54.1Hf40.9Nb5,Cu-Hf-Nb,AM,1
5941,Cu56.4Hf42.6Nb1,Cu-Hf-Nb,AM,1
5942,Cu57Hf21Nb22,Cu-Hf-Nb,AM,1
5943,Cu57Hf23Nb20,Cu-Hf-Nb,AM,1
5944,Cu57Hf28Nb15,Cu-Hf-Nb,AM,1
5945,Cu57Hf33Nb10,Cu-Hf-Nb,AM,1
5946,Cu57Hf38Nb5,Cu-Hf-Nb,AM,1
5947,Cu57Hf42Nb1,Cu-Hf-Nb,AM,1
5948,Cu0Hf30Ni70,Cu-Hf-Ni,AM,1
5949,Cu0Hf40Ni60,Cu-Hf-Ni,AM,1
5950,Cu0Hf50Ni50,Cu-Hf-Ni,AM,1
5951,Cu0Hf60Ni40,Cu-Hf-Ni,AM,1
5952,Cu0Hf70Ni30,Cu-Hf-Ni,AM,1
5953,Cu10Hf20Ni70,Cu-Hf-Ni,AM,1
5954,Cu10Hf30Ni60,Cu-Hf-Ni,AM,1
5955,Cu10Hf40Ni50,Cu-Hf-Ni,AM,1
5956,Cu10Hf50Ni40,Cu-Hf-Ni,AM,1
5957,Cu10Hf60Ni30,Cu-Hf-Ni,AM,1
5958,Cu10Hf70Ni20,Cu-Hf-Ni,AM,1
5959,Cu10Hf75Ni15,Cu-Hf-Ni,AM,1
5960,Cu15Hf55Ni30,Cu-Hf-Ni,AM,1
5961,Cu20Hf20Ni60,Cu-Hf-Ni,AM,1
5962,Cu20Hf30Ni50,Cu-Hf-Ni,AM,1
5963,Cu20Hf40Ni40,Cu-Hf-Ni,AM,1
5964,Cu20Hf50Ni30,Cu-Hf-Ni,AM,1
5965,Cu20Hf55Ni25,Cu-Hf-Ni,AM,1
5966,Cu20Hf60Ni20,Cu-Hf-Ni,AM,1
5967,Cu20Hf65Ni15,Cu-Hf-Ni,AM,1
5968,Cu20Hf70Ni10,Cu-Hf-Ni,AM,1
5969,Cu25Hf50Ni25,Cu-Hf-Ni,AM,1
5970,Cu25Hf55Ni20,Cu-Hf-Ni,AM,1
5971,Cu30Hf20Ni50,Cu-Hf-Ni,AM,1
5972,Cu30Hf30Ni40,Cu-Hf-Ni,AM,1
5973,Cu30Hf40Ni30,Cu-Hf-Ni,AM,1
5974,Cu30Hf45Ni25,Cu-Hf-Ni,AM,1
5975,Cu30Hf50Ni20,Cu-Hf-Ni,AM,1
5976,Cu30Hf55Ni15,Cu-Hf-Ni,AM,1
5977,Cu30Hf60Ni10,Cu-Hf-Ni,AM,1
5978,Cu30Hf70Ni0,Cu-Hf-Ni,AM,1
5979,Cu35Hf45Ni20,Cu-Hf-Ni,AM,1
5980,Cu35Hf50Ni15,Cu-Hf-Ni,AM,1
5981,Cu40Hf20Ni40,Cu-Hf-Ni,AM,1
5982,Cu40Hf30Ni30,Cu-Hf-Ni,AM,1
5983,Cu40Hf40Ni20,Cu-Hf-Ni,AM,1
5984,Cu40Hf45Ni15,Cu-Hf-Ni,AM,1
5985,Cu40Hf50Ni10,Cu-Hf-Ni,AM,1
5986,Cu40Hf60Ni0,Cu-Hf-Ni,AM,1
5987,Cu50Hf20Ni30,Cu-Hf-Ni,AM,1
5988,Cu50Hf30Ni20,Cu-Hf-Ni,AM,1
5989,Cu50Hf40Ni10,Cu-Hf-Ni,AM,1
5990,Cu50Hf50Ni0,Cu-Hf-Ni,AM,1
5991,Cu60Hf20Ni20,Cu-Hf-Ni,AM,1
5992,Cu60Hf30Ni10,Cu-Hf-Ni,AM,1
5993,Cu60Hf40Ni0,Cu-Hf-Ni,AM,1
5994,Cu70Hf30Ni0,Cu-Hf-Ni,AM,1
5995,Cu70Hf20Ni10,Cu-Hf-Ni,AC,0
5996,Cu10Hf80Ni10,Cu-Hf-Ni,CR,0
5997,Cu20Hf10Ni70,Cu-Hf-Ni,CR,0
5998,Cu20Hf75Ni5,Cu-Hf-Ni,CR,0
5999,Cu30Hf10Ni60,Cu-Hf-Ni,CR,0
6000,Cu40Hf10Ni50,Cu-Hf-Ni,CR,0
6001,Cu50Hf10Ni40,Cu-Hf-Ni,CR,0
6002,Cu60Hf10Ni30,Cu-Hf-Ni,CR,0
6003,Cu70Hf10Ni20,Cu-Hf-Ni,CR,0
6004,Cu15La5Mg80,Cu-La-Mg,AM,1
6005,Cu15La40Mg45,Cu-La-Mg,AM,1
6006,Cu20La0Mg80,Cu-La-Mg,AM,1
6007,Cu20La5Mg75,Cu-La-Mg,AM,1
6008,Cu20La10Mg70,Cu-La-Mg,AM,1
6009,Cu20La30Mg50,Cu-La-Mg,AM,1
6010,Cu20La40Mg40,Cu-La-Mg,AM,1
6011,Cu25La20Mg55,Cu-La-Mg,AM,1
6012,Cu25La30Mg45,Cu-La-Mg,AM,1
6013,Cu25La40Mg35,Cu-La-Mg,AM,1
6014,Cu30La0Mg70,Cu-La-Mg,AM,1
6015,Cu30La5Mg65,Cu-La-Mg,AM,1
6016,Cu30La10Mg60,Cu-La-Mg,AM,1
6017,Cu30La20Mg50,Cu-La-Mg,AM,1
6018,Cu30La30Mg40,Cu-La-Mg,AM,1
6019,Cu30La40Mg30,Cu-La-Mg,AM,1
6020,Cu40La0Mg60,Cu-La-Mg,AM,1
6021,Cu40La5Mg55,Cu-La-Mg,AM,1
6022,Cu40La10Mg50,Cu-La-Mg,AM,1
6023,Cu40La20Mg40,Cu-La-Mg,AM,1
6024,Cu40La30Mg30,Cu-La-Mg,AM,1
6025,Cu50La10Mg40,Cu-La-Mg,AM,1
6026,Cu50La20Mg30,Cu-La-Mg,AM,1
6027,Cu10La40Mg50,Cu-La-Mg,AC,0
6028,Cu15La0Mg85,Cu-La-Mg,AC,0
6029,Cu15La10Mg75,Cu-La-Mg,AC,0
6030,Cu15La15Mg70,Cu-La-Mg,AC,0
6031,Cu15La30Mg55,Cu-La-Mg,AC,0
6032,Cu20La25Mg55,Cu-La-Mg,AC,0
6033,Cu20La50Mg30,Cu-La-Mg,AC,0
6034,Cu25La25Mg50,Cu-La-Mg,AC,0
6035,Cu30La50Mg20,Cu-La-Mg,AC,0
6036,Cu40La40Mg20,Cu-La-Mg,AC,0
6037,Cu50La30Mg20,Cu-La-Mg,AC,0
6038,Cu10La0Mg90,Cu-La-Mg,CR,0
6039,Cu10La10Mg80,Cu-La-Mg,CR,0
6040,Cu20La20Mg60,Cu-La-Mg,CR,0
6041,Cu50La0Mg50,Cu-La-Mg,CR,0
6042,Cu27La69Sr4,Cu-La-Sr,AM,1
6043,Cu27La70Sr3,Cu-La-Sr,AM,1
6044,Cu27La71Sr2,Cu-La-Sr,AM,1
6045,Cu27La73Sr0,Cu-La-Sr,AM,1
6046,Cu27.5La66Sr6.5,Cu-La-Sr,AM,1
6047,Cu27.5La67.5Sr5,Cu-La-Sr,AM,1
6048,Cu28La63.5Sr8.5,Cu-La-Sr,AM,1
6049,Cu28La64.5Sr7.5,Cu-La-Sr,AM,1
6050,Cu28.5La61.5Sr10,Cu-La-Sr,AM,1
6051,Cu28.5La62.5Sr9,Cu-La-Sr,AM,1
6052,Cu29La60Sr11,Cu-La-Sr,AM,1
6053,Cu30La57.5Sr12.5,Cu-La-Sr,AM,1
6054,Cu30La58Sr12,Cu-La-Sr,AM,1
6055,Cu30.5La56Sr13.5,Cu-La-Sr,AM,1
6056,Cu31La55Sr14,Cu-La-Sr,AM,1
6057,Cu32La53.5Sr14.5,Cu-La-Sr,AM,1
6058,Cu32.5La52.5Sr15,Cu-La-Sr,AM,1
6059,Cu33La51.5Sr15.5,Cu-La-Sr,AM,1
6060,Cu34La50Sr16,Cu-La-Sr,AM,1
6061,Cu35La48Sr17,Cu-La-Sr,AM,1
6062,Cu36La47Sr17,Cu-La-Sr,AM,1
6063,Cu37La47Sr16,Cu-La-Sr,AM,1
6064,Cu37La48Sr15,Cu-La-Sr,AM,1
6065,Cu37La49Sr14,Cu-La-Sr,AM,1
6066,Cu37La50.5Sr12.5,Cu-La-Sr,AM,1
6067,Cu37La52Sr11,Cu-La-Sr,AM,1
6068,Cu37La53Sr10,Cu-La-Sr,AM,1
6069,Cu37La54Sr9,Cu-La-Sr,AM,1
6070,Cu37La55Sr8,Cu-La-Sr,AM,1
6071,Cu37La56Sr7,Cu-La-Sr,AM,1
6072,Cu37La57Sr6,Cu-La-Sr,AM,1
6073,Cu37La58Sr5,Cu-La-Sr,AM,1
6074,Cu37La59Sr4,Cu-La-Sr,AM,1
6075,Cu37La59.5Sr3.5,Cu-La-Sr,AM,1
6076,Cu37La60.5Sr2.5,Cu-La-Sr,AM,1
6077,Cu37La61.5Sr1.5,Cu-La-Sr,AM,1
6078,Cu37La62Sr1,Cu-La-Sr,AM,1
6079,Cu37La63Sr0,Cu-La-Sr,AM,1
6080,Cu5Mg85Nd10,Cu-Mg-Nd,AM,1
6081,Cu10Mg70Nd20,Cu-Mg-Nd,AM,1
6082,Cu10Mg75Nd15,Cu-Mg-Nd,AM,1
6083,Cu10Mg80Nd10,Cu-Mg-Nd,AM,1
6084,Cu10Mg85Nd5,Cu-Mg-Nd,AM,1
6085,Cu15Mg65Nd20,Cu-Mg-Nd,AM,1
6086,Cu15Mg70Nd15,Cu-Mg-Nd,AM,1
6087,Cu15Mg75Nd10,Cu-Mg-Nd,AM,1
6088,Cu15Mg80Nd5,Cu-Mg-Nd,AM,1
6089,Cu20Mg45Nd35,Cu-Mg-Nd,AM,1
6090,Cu20Mg50Nd30,Cu-Mg-Nd,AM,1
6091,Cu20Mg55Nd25,Cu-Mg-Nd,AM,1
6092,Cu20Mg60Nd20,Cu-Mg-Nd,AM,1
6093,Cu20Mg65Nd15,Cu-Mg-Nd,AM,1
6094,Cu20Mg70Nd10,Cu-Mg-Nd,AM,1
6095,Cu20Mg75Nd5,Cu-Mg-Nd,AM,1
6096,Cu20Mg80Nd0,Cu-Mg-Nd,AM,1
6097,Cu25Mg45Nd30,Cu-Mg-Nd,AM,1
6098,Cu25Mg50Nd25,Cu-Mg-Nd,AM,1
6099,Cu25Mg55Nd20,Cu-Mg-Nd,AM,1
6100,Cu25Mg60Nd15,Cu-Mg-Nd,AM,1
6101,Cu25Mg65Nd10,Cu-Mg-Nd,AM,1
6102,Cu25Mg70Nd5,Cu-Mg-Nd,AM,1
6103,Cu30Mg40Nd30,Cu-Mg-Nd,AM,1
6104,Cu30Mg45Nd25,Cu-Mg-Nd,AM,1
6105,Cu30Mg50Nd20,Cu-Mg-Nd,AM,1
6106,Cu30Mg55Nd15,Cu-Mg-Nd,AM,1
6107,Cu30Mg60Nd10,Cu-Mg-Nd,AM,1
6108,Cu30Mg65Nd5,Cu-Mg-Nd,AM,1
6109,Cu30Mg70Nd0,Cu-Mg-Nd,AM,1
6110,Cu35Mg30Nd35,Cu-Mg-Nd,AM,1
6111,Cu35Mg45Nd20,Cu-Mg-Nd,AM,1
6112,Cu35Mg50Nd15,Cu-Mg-Nd,AM,1
6113,Cu35Mg55Nd10,Cu-Mg-Nd,AM,1
6114,Cu40Mg30Nd30,Cu-Mg-Nd,AM,1
6115,Cu40Mg40Nd20,Cu-Mg-Nd,AM,1
6116,Cu40Mg50Nd10,Cu-Mg-Nd,AM,1
6117,Cu40Mg55Nd5,Cu-Mg-Nd,AM,1
6118,Cu40Mg60Nd0,Cu-Mg-Nd,AM,1
6119,Cu50Mg20Nd30,Cu-Mg-Nd,AM,1
6120,Cu50Mg30Nd20,Cu-Mg-Nd,AM,1
6121,Cu50Mg40Nd10,Cu-Mg-Nd,AM,1
6122,Cu60Mg10Nd30,Cu-Mg-Nd,AM,1
6123,Cu60Mg20Nd20,Cu-Mg-Nd,AM,1
6124,Cu0Mg92.5Nd7.5,Cu-Mg-Nd,AC,0
6125,Cu5Mg90Nd5,Cu-Mg-Nd,AC,0
6126,Cu10Mg90Nd0,Cu-Mg-Nd,AC,0
6127,Cu15Mg60Nd25,Cu-Mg-Nd,AC,0
6128,Cu20Mg40Nd40,Cu-Mg-Nd,AC,0
6129,Cu40Mg20Nd40,Cu-Mg-Nd,AC,0
6130,Cu60Mg30Nd10,Cu-Mg-Nd,AC,0
6131,Cu0Mg85Nd15,Cu-Mg-Nd,CR,0
6132,Cu0Mg90Nd10,Cu-Mg-Nd,CR,0
6133,Cu0Mg95Nd5,Cu-Mg-Nd,CR,0
6134,Cu0Mg97.5Nd2.5,Cu-Mg-Nd,CR,0
6135,Cu5Mg80Nd15,Cu-Mg-Nd,CR,0
6136,Cu10Mg65Nd25,Cu-Mg-Nd,CR,0
6137,Cu50Mg50Nd0,Cu-Mg-Nd,CR,0
6138,Cu60Mg0Nd40,Cu-Mg-Nd,CR,0
6139,Cu70Mg0Nd30,Cu-Mg-Nd,CR,0
6140,Cu70Mg10Nd20,Cu-Mg-Nd,CR,0
6141,Cu80Mg0Nd20,Cu-Mg-Nd,CR,0
6142,Cu5Mg85Y10,Cu-Mg-Y,AM,1
6143,Cu10Mg65Y25,Cu-Mg-Y,AM,1
6144,Cu10Mg70Y20,Cu-Mg-Y,AM,1
6145,Cu10Mg80Y10,Cu-Mg-Y,AM,1
6146,Cu10Mg85Y5,Cu-Mg-Y,AM,1
6147,Cu15Mg70Y15,Cu-Mg-Y,AM,1
6148,Cu15Mg80Y5,Cu-Mg-Y,AM,1
6149,Cu20Mg50Y30,Cu-Mg-Y,AM,1
6150,Cu20Mg60Y20,Cu-Mg-Y,AM,1
6151,Cu20Mg70Y10,Cu-Mg-Y,AM,1
6152,Cu20Mg80Y0,Cu-Mg-Y,AM,1
6153,Cu25Mg60Y15,Cu-Mg-Y,AM,1
6154,Cu25Mg65Y10,Cu-Mg-Y,AM,1
6155,Cu25Mg70Y5,Cu-Mg-Y,AM,1
6156,Cu30Mg40Y30,Cu-Mg-Y,AM,1
6157,Cu30Mg50Y20,Cu-Mg-Y,AM,1
6158,Cu30Mg60Y10,Cu-Mg-Y,AM,1
6159,Cu30Mg70Y0,Cu-Mg-Y,AM,1
6160,Cu40Mg30Y30,Cu-Mg-Y,AM,1
6161,Cu40Mg40Y20,Cu-Mg-Y,AM,1
6162,Cu40Mg55Y5,Cu-Mg-Y,AM,1
6163,Cu40Mg60Y0,Cu-Mg-Y,AM,1
6164,Cu5Mg85Y10,Cu-Mg-Y,AM,1
6165,Cu1Mg84Y15,Cu-Mg-Y,AM,1
6166,Cu5Mg85Y10,Cu-Mg-Y,AM,1
6167,Cu10Mg65Y25,Cu-Mg-Y,AM,1
6168,Cu10Mg70Y20,Cu-Mg-Y,AM,1
