,formula,chemsys_abc,gfa
2227,Co95Gd5,Co-Gd,0
2228,Co94Gd6,Co-Gd,0
2229,Co93Gd7,Co-Gd,0
2230,Co92Gd8,Co-Gd,0
2231,Co91Gd9,Co-Gd,0
2232,Co90Gd10,Co-Gd,0
2233,Co89Gd11,Co-Gd,0
2234,Co88Gd12,Co-Gd,0
2235,Co87Gd13,Co-Gd,0
2236,Co86Gd14,Co-Gd,0
2237,Co85Gd15,Co-Gd,0
2238,Co84Gd16,Co-Gd,0
2239,Co83Gd17,Co-Gd,0
2240,Co82Gd18,Co-Gd,0
2241,Co81Gd19,Co-Gd,0
2242,Co80Gd20,Co-Gd,0
2243,Co79Gd21,Co-Gd,0
2244,Co78Gd22,Co-Gd,0
2245,Co77Gd23,Co-Gd,0
2246,Co76Gd24,Co-Gd,0
2247,Co75Gd25,Co-Gd,0
2248,Co74Gd26,Co-Gd,0
2249,Co73Gd27,Co-Gd,0
2250,Co72Gd28,Co-Gd,0
2251,Co71Gd29,Co-Gd,0
2252,Co70Gd30,Co-Gd,0
2253,Co69Gd31,Co-Gd,0
2254,Co68Gd32,Co-Gd,0
2255,Co67Gd33,Co-Gd,0
2256,Co66Gd34,Co-Gd,0
2257,Co65Gd35,Co-Gd,0
2258,Co64Gd36,Co-Gd,0
2259,Co63Gd37,Co-Gd,0
2260,Co62Gd38,Co-Gd,0
2261,Co61Gd39,Co-Gd,0
2262,Co60Gd40,Co-Gd,0
2263,Co59Gd41,Co-Gd,0
2264,Co58Gd42,Co-Gd,0
2265,Co57Gd43,Co-Gd,0
2266,Co56Gd44,Co-Gd,0
2267,Co55Gd45,Co-Gd,0
2268,Co54Gd46,Co-Gd,0
2269,Co53Gd47,Co-Gd,0
2270,Co52Gd48,Co-Gd,0
2271,Co51Gd49,Co-Gd,0
2272,Co50Gd50,Co-Gd,0
2273,Co49Gd51,Co-Gd,0
2274,Co48Gd52,Co-Gd,0
2275,Co47Gd53,Co-Gd,0
2276,Co46Gd54,Co-Gd,0
2277,Co45Gd55,Co-Gd,0
2278,Co44Gd56,Co-Gd,0
2279,Co43Gd57,Co-Gd,0
2280,Co42Gd58,Co-Gd,0
2281,Co41Gd59,Co-Gd,0
2282,Co40Gd60,Co-Gd,0
2283,Co39Gd61,Co-Gd,0
2284,Co38Gd62,Co-Gd,1
2285,Co37Gd63,Co-Gd,1
2286,Co36Gd64,Co-Gd,1
2287,Co35Gd65,Co-Gd,1
2288,Co34Gd66,Co-Gd,1
2289,Co33Gd67,Co-Gd,1
2290,Co32Gd68,Co-Gd,1
2291,Co31Gd69,Co-Gd,1
2292,Co30Gd70,Co-Gd,1
2293,Co29Gd71,Co-Gd,1
2294,Co28Gd72,Co-Gd,0
2295,Co27Gd73,Co-Gd,0
2296,Co26Gd74,Co-Gd,0
2297,Co25Gd75,Co-Gd,0
2298,Co24Gd76,Co-Gd,0
2299,Co23Gd77,Co-Gd,0
2300,Co22Gd78,Co-Gd,0
2301,Co21Gd79,Co-Gd,0
2302,Co20Gd80,Co-Gd,0
2303,Co19Gd81,Co-Gd,0
2304,Co18Gd82,Co-Gd,0
2305,Co17Gd83,Co-Gd,0
2306,Co16Gd84,Co-Gd,0
2307,Co15Gd85,Co-Gd,0
2308,Co14Gd86,Co-Gd,0
2309,Co13Gd87,Co-Gd,0
2310,Co12Gd88,Co-Gd,0
2311,Co11Gd89,Co-Gd,0
2312,Co10Gd90,Co-Gd,0
2313,Co9Gd91,Co-Gd,0
2314,Co8Gd92,Co-Gd,0
2315,Co7Gd93,Co-Gd,0
2316,Co6Gd94,Co-Gd,0
2317,Co5Gd95,Co-Gd,0
2318,Co4Gd96,Co-Gd,0
2319,Co3Gd97,Co-Gd,0
2320,Co2Gd98,Co-Gd,0
2321,Co1Gd99,Co-Gd,0
2322,Co0Gd100,Co-Gd,0
2323,Co100Tb0,Co-Tb,0
2324,Co99Tb1,Co-Tb,0
2325,Co98Tb2,Co-Tb,0
2326,Co97Tb3,Co-Tb,0
2327,Co96Tb4,Co-Tb,0
2328,Co95Tb5,Co-Tb,0
2329,Co94Tb6,Co-Tb,0
2330,Co93Tb7,Co-Tb,0
2331,Co92Tb8,Co-Tb,0
2332,Co91Tb9,Co-Tb,0
2333,Co90Tb10,Co-Tb,0
2334,Co89Tb11,Co-Tb,0
2335,Co88Tb12,Co-Tb,0
2336,Co87Tb13,Co-Tb,0
2337,Co86Tb14,Co-Tb,0
2338,Co85Tb15,Co-Tb,0
2339,Co84Tb16,Co-Tb,0
2340,Co83Tb17,Co-Tb,0
2341,Co82Tb18,Co-Tb,0
2342,Co81Tb19,Co-Tb,0
2343,Co80Tb20,Co-Tb,0
2344,Co79Tb21,Co-Tb,0
2345,Co78Tb22,Co-Tb,0
2346,Co77Tb23,Co-Tb,0
2347,Co76Tb24,Co-Tb,0
2348,Co75Tb25,Co-Tb,0
2349,Co74Tb26,Co-Tb,0
2350,Co73Tb27,Co-Tb,0
2351,Co72Tb28,Co-Tb,0
2352,Co71Tb29,Co-Tb,0
2353,Co70Tb30,Co-Tb,0
2354,Co69Tb31,Co-Tb,0
2355,Co68Tb32,Co-Tb,0
2356,Co67Tb33,Co-Tb,0
2357,Co66Tb34,Co-Tb,0
2358,Co65Tb35,Co-Tb,0
2359,Co64Tb36,Co-Tb,0
2360,Co63Tb37,Co-Tb,0
2361,Co62Tb38,Co-Tb,0
2362,Co61Tb39,Co-Tb,0
2363,Co60Tb40,Co-Tb,0
2364,Co59Tb41,Co-Tb,0
2365,Co58Tb42,Co-Tb,0
2366,Co57Tb43,Co-Tb,0
2367,Co56Tb44,Co-Tb,0
2368,Co55Tb45,Co-Tb,1
2369,Co54Tb46,Co-Tb,1
2370,Co53Tb47,Co-Tb,1
2371,Co52Tb48,Co-Tb,1
2372,Co51Tb49,Co-Tb,1
2373,Co50Tb50,Co-Tb,1
2374,Co49Tb51,Co-Tb,1
2375,Co48Tb52,Co-Tb,1
2376,Co47Tb53,Co-Tb,1
2377,Co46Tb54,Co-Tb,1
2378,Co45Tb55,Co-Tb,1
2379,Co44Tb56,Co-Tb,1
2380,Co43Tb57,Co-Tb,1
2381,Co42Tb58,Co-Tb,1
2382,Co41Tb59,Co-Tb,1
2383,Co40Tb60,Co-Tb,1
2384,Co39Tb61,Co-Tb,1
2385,Co38Tb62,Co-Tb,1
2386,Co37Tb63,Co-Tb,1
2387,Co36Tb64,Co-Tb,1
2388,Co35Tb65,Co-Tb,1
2389,Co34Tb66,Co-Tb,0
2390,Co33Tb67,Co-Tb,0
2391,Co32Tb68,Co-Tb,0
2392,Co31Tb69,Co-Tb,0
2393,Co30Tb70,Co-Tb,0
2394,Co29Tb71,Co-Tb,0
2395,Co28Tb72,Co-Tb,0
2396,Co27Tb73,Co-Tb,0
2397,Co26Tb74,Co-Tb,0
2398,Co25Tb75,Co-Tb,0
2399,Co24Tb76,Co-Tb,0
2400,Co23Tb77,Co-Tb,0
2401,Co22Tb78,Co-Tb,0
2402,Co21Tb79,Co-Tb,0
2403,Co20Tb80,Co-Tb,0
2404,Co19Tb81,Co-Tb,0
2405,Co18Tb82,Co-Tb,0
2406,Co17Tb83,Co-Tb,0
2407,Co16Tb84,Co-Tb,0
2408,Co15Tb85,Co-Tb,0
2409,Co14Tb86,Co-Tb,0
2410,Co13Tb87,Co-Tb,0
2411,Co12Tb88,Co-Tb,0
2412,Co11Tb89,Co-Tb,0
2413,Co10Tb90,Co-Tb,0
2414,Co9Tb91,Co-Tb,0
2415,Co8Tb92,Co-Tb,0
2416,Co7Tb93,Co-Tb,0
2417,Co6Tb94,Co-Tb,0
2418,Co5Tb95,Co-Tb,0
2419,Co4Tb96,Co-Tb,0
2420,Co3Tb97,Co-Tb,0
2421,Co2Tb98,Co-Tb,0
2422,Co1Tb99,Co-Tb,0
2423,Co0Tb100,Co-Tb,0
2424,Co100Zr0,Co-Zr,0
2425,Co99Zr1,Co-Zr,0
2426,Co98Zr2,Co-Zr,0
2427,Co97Zr3,Co-Zr,0
2428,Co96Zr4,Co-Zr,0
2429,Co95Zr5,Co-Zr,0
2430,Co94Zr6,Co-Zr,0
2431,Co93Zr7,Co-Zr,0
2432,Co92Zr8,Co-Zr,0
2433,Co91Zr9,Co-Zr,0
2434,Co90Zr10,Co-Zr,0
2435,Co89Zr11,Co-Zr,0
2436,Co88Zr12,Co-Zr,0
2437,Co87Zr13,Co-Zr,0
2438,Co86Zr14,Co-Zr,0
2439,Co85Zr15,Co-Zr,0
2440,Co84Zr16,Co-Zr,0
2441,Co83Zr17,Co-Zr,0
2442,Co82Zr18,Co-Zr,0
2443,Co81Zr19,Co-Zr,0
2444,Co80Zr20,Co-Zr,0
2445,Co79Zr21,Co-Zr,0
2446,Co78Zr22,Co-Zr,0
2447,Co77Zr23,Co-Zr,0
2448,Co76Zr24,Co-Zr,0
2449,Co75Zr25,Co-Zr,0
2450,Co74Zr26,Co-Zr,0
2451,Co73Zr27,Co-Zr,0
2452,Co72Zr28,Co-Zr,0
2453,Co71Zr29,Co-Zr,0
2454,Co70Zr30,Co-Zr,0
2455,Co69Zr31,Co-Zr,0
2456,Co68Zr32,Co-Zr,0
2457,Co67Zr33,Co-Zr,0
2458,Co66Zr34,Co-Zr,0
2459,Co65Zr35,Co-Zr,0
2460,Co64Zr36,Co-Zr,0
2461,Co63Zr37,Co-Zr,0
2462,Co62Zr38,Co-Zr,0
2463,Co61Zr39,Co-Zr,0
2464,Co60Zr40,Co-Zr,0
2465,Co59Zr41,Co-Zr,0
2466,Co58Zr42,Co-Zr,1
2467,Co57Zr43,Co-Zr,1
2468,Co56Zr44,Co-Zr,1
2469,Co55Zr45,Co-Zr,1
2470,Co54Zr46,Co-Zr,1
2471,Co53Zr47,Co-Zr,1
2472,Co52Zr48,Co-Zr,1
2473,Co51Zr49,Co-Zr,1
2474,Co50Zr50,Co-Zr,1
2475,Co49Zr51,Co-Zr,1
2476,Co48Zr52,Co-Zr,1
2477,Co47Zr53,Co-Zr,1
2478,Co46Zr54,Co-Zr,1
2479,Co45Zr55,Co-Zr,1
2480,Co44Zr56,Co-Zr,1
2481,Co43Zr57,Co-Zr,1
2482,Co42Zr58,Co-Zr,1
2483,Co41Zr59,Co-Zr,1
2484,Co40Zr60,Co-Zr,1
2485,Co39Zr61,Co-Zr,1
2486,Co38Zr62,Co-Zr,1
2487,Co37Zr63,Co-Zr,1
2488,Co36Zr64,Co-Zr,1
2489,Co35Zr65,Co-Zr,1
2490,Co34Zr66,Co-Zr,1
2491,Co33Zr67,Co-Zr,1
2492,Co32Zr68,Co-Zr,1
2493,Co31Zr69,Co-Zr,1
2494,Co30Zr70,Co-Zr,1
2495,Co29Zr71,Co-Zr,1
2496,Co28Zr72,Co-Zr,1
2497,Co27Zr73,Co-Zr,1
2498,Co26Zr74,Co-Zr,1
2499,Co25Zr75,Co-Zr,1
2500,Co24Zr76,Co-Zr,1
2501,Co23Zr77,Co-Zr,1
2502,Co22Zr78,Co-Zr,1
2503,Co21Zr79,Co-Zr,1
2504,Co20Zr80,Co-Zr,1
2505,Co19Zr81,Co-Zr,0
2506,Co18Zr82,Co-Zr,0
2507,Co17Zr83,Co-Zr,0
2508,Co16Zr84,Co-Zr,0
2509,Co15Zr85,Co-Zr,0
2510,Co14Zr86,Co-Zr,0
2511,Co13Zr87,Co-Zr,0
2512,Co12Zr88,Co-Zr,0
2513,Co11Zr89,Co-Zr,0
2514,Co10Zr90,Co-Zr,0
2515,Co9Zr91,Co-Zr,0
2516,Co8Zr92,Co-Zr,0
2517,Co7Zr93,Co-Zr,0
2518,Co6Zr94,Co-Zr,0
2519,Co5Zr95,Co-Zr,0
2520,Co4Zr96,Co-Zr,0
2521,Co3Zr97,Co-Zr,0
2522,Co2Zr98,Co-Zr,0
2523,Co1Zr99,Co-Zr,0
2524,Co0Zr100,Co-Zr,0
2525,Cr100Fe0,Cr-Fe,0
2526,Cr99Fe1,Cr-Fe,0
2527,Cr98Fe2,Cr-Fe,0
2528,Cr97Fe3,Cr-Fe,0
2529,Cr96Fe4,Cr-Fe,0
2530,Cr95Fe5,Cr-Fe,0
2531,Cr94Fe6,Cr-Fe,0
2532,Cr93Fe7,Cr-Fe,0
2533,Cr92Fe8,Cr-Fe,0
2534,Cr91Fe9,Cr-Fe,1
2535,Cr90Fe10,Cr-Fe,1
2536,Cr89Fe11,Cr-Fe,1
2537,Cr88Fe12,Cr-Fe,1
2538,Cr87Fe13,Cr-Fe,1
2539,Cr86Fe14,Cr-Fe,1
2540,Cr85Fe15,Cr-Fe,1
2541,Cr84Fe16,Cr-Fe,1
2542,Cr83Fe17,Cr-Fe,1
2543,Cr82Fe18,Cr-Fe,1
2544,Cr81Fe19,Cr-Fe,1
2545,Cr80Fe20,Cr-Fe,1
2546,Cr79Fe21,Cr-Fe,1
2547,Cr78Fe22,Cr-Fe,1
2548,Cr77Fe23,Cr-Fe,1
2549,Cr76Fe24,Cr-Fe,1
2550,Cr75Fe25,Cr-Fe,1
2551,Cr74Fe26,Cr-Fe,1
2552,Cr73Fe27,Cr-Fe,1
2553,Cr72Fe28,Cr-Fe,1
2554,Cr71Fe29,Cr-Fe,1
2555,Cr70Fe30,Cr-Fe,1
2556,Cr69Fe31,Cr-Fe,1
2557,Cr68Fe32,Cr-Fe,1
2558,Cr67Fe33,Cr-Fe,1
2559,Cr66Fe34,Cr-Fe,1
2560,Cr65Fe35,Cr-Fe,1
2561,Cr64Fe36,Cr-Fe,1
2562,Cr63Fe37,Cr-Fe,1
2563,Cr62Fe38,Cr-Fe,1
2564,Cr61Fe39,Cr-Fe,1
2565,Cr60Fe40,Cr-Fe,1
2566,Cr59Fe41,Cr-Fe,1
2567,Cr58Fe42,Cr-Fe,1
2568,Cr57Fe43,Cr-Fe,1
2569,Cr56Fe44,Cr-Fe,1
2570,Cr55Fe45,Cr-Fe,1
2571,Cr54Fe46,Cr-Fe,1
2572,Cr53Fe47,Cr-Fe,1
2573,Cr52Fe48,Cr-Fe,1
2574,Cr51Fe49,Cr-Fe,1
2575,Cr50Fe50,Cr-Fe,1
2576,Cr49Fe51,Cr-Fe,1
2577,Cr48Fe52,Cr-Fe,1
2578,Cr47Fe53,Cr-Fe,1
2579,Cr46Fe54,Cr-Fe,1
2580,Cr45Fe55,Cr-Fe,1
2581,Cr44Fe56,Cr-Fe,1
2582,Cr43Fe57,Cr-Fe,1
2583,Cr42Fe58,Cr-Fe,1
2584,Cr41Fe59,Cr-Fe,1
2585,Cr40Fe60,Cr-Fe,0
2586,Cr39Fe61,Cr-Fe,0
2587,Cr38Fe62,Cr-Fe,0
2588,Cr37Fe63,Cr-Fe,0
2589,Cr36Fe64,Cr-Fe,0
2590,Cr35Fe65,Cr-Fe,0
2591,Cr34Fe66,Cr-Fe,0
2592,Cr33Fe67,Cr-Fe,0
2593,Cr32Fe68,Cr-Fe,0
2594,Cr31Fe69,Cr-Fe,0
2595,Cr30Fe70,Cr-Fe,0
2596,Cr29Fe71,Cr-Fe,0
2597,Cr28Fe72,Cr-Fe,0
2598,Cr27Fe73,Cr-Fe,0
2599,Cr26Fe74,Cr-Fe,0
2600,Cr25Fe75,Cr-Fe,0
2601,Cr24Fe76,Cr-Fe,0
2602,Cr23Fe77,Cr-Fe,0
2603,Cr22Fe78,Cr-Fe,0
2604,Cr21Fe79,Cr-Fe,0
2605,Cr20Fe80,Cr-Fe,0
2606,Cr19Fe81,Cr-Fe,0
2607,Cr18Fe82,Cr-Fe,0
2608,Cr17Fe83,Cr-Fe,0
2609,Cr16Fe84,Cr-Fe,0
2610,Cr15Fe85,Cr-Fe,0
2611,Cr14Fe86,Cr-Fe,0
2612,Cr13Fe87,Cr-Fe,0
2613,Cr12Fe88,Cr-Fe,0
2614,Cr11Fe89,Cr-Fe,0
2615,Cr10Fe90,Cr-Fe,0
2616,Cr9Fe91,Cr-Fe,0
2617,Cr8Fe92,Cr-Fe,0
2618,Cr7Fe93,Cr-Fe,0
2619,Cr6Fe94,Cr-Fe,0
2620,Cr5Fe95,Cr-Fe,0
2621,Cr4Fe96,Cr-Fe,0
2622,Cr3Fe97,Cr-Fe,0
2623,Cr2Fe98,Cr-Fe,0
2624,Cr1Fe99,Cr-Fe,0
2625,Cr0Fe100,Cr-Fe,0
2626,Cr100Co0,Co-Cr,0
2627,Cr99Co1,Co-Cr,0
2628,Cr98Co2,Co-Cr,0
2629,Cr97Co3,Co-Cr,0
2630,Cr96Co4,Co-Cr,0
2631,Cr95Co5,Co-Cr,0
2632,Cr94Co6,Co-Cr,0
2633,Cr93Co7,Co-Cr,0
2634,Cr92Co8,Co-Cr,0
2635,Cr91Co9,Co-Cr,0
2636,Cr90Co10,Co-Cr,0
2637,Cr89Co11,Co-Cr,0
2638,Cr88Co12,Co-Cr,0
2639,Cr87Co13,Co-Cr,0
2640,Cr86Co14,Co-Cr,0
2641,Cr85Co15,Co-Cr,1
2642,Cr84Co16,Co-Cr,1
2643,Cr83Co17,Co-Cr,1
2644,Cr82Co18,Co-Cr,1
2645,Cr81Co19,Co-Cr,1
2646,Cr80Co20,Co-Cr,1
2647,Cr79Co21,Co-Cr,1
2648,Cr78Co22,Co-Cr,1
2649,Cr77Co23,Co-Cr,1
2650,Cr76Co24,Co-Cr,1
2651,Cr75Co25,Co-Cr,1
2652,Cr74Co26,Co-Cr,1
2653,Cr73Co27,Co-Cr,1
2654,Cr72Co28,Co-Cr,1
2655,Cr71Co29,Co-Cr,1
2656,Cr70Co30,Co-Cr,1
2657,Cr69Co31,Co-Cr,1
2658,Cr68Co32,Co-Cr,1
2659,Cr67Co33,Co-Cr,1
2660,Cr66Co34,Co-Cr,1
2661,Cr65Co35,Co-Cr,1
2662,Cr64Co36,Co-Cr,1
2663,Cr63Co37,Co-Cr,1
2664,Cr62Co38,Co-Cr,1
2665,Cr61Co39,Co-Cr,1
2666,Cr60Co40,Co-Cr,1
2667,Cr59Co41,Co-Cr,1
2668,Cr58Co42,Co-Cr,1
2669,Cr57Co43,Co-Cr,1
2670,Cr56Co44,Co-Cr,1
2671,Cr55Co45,Co-Cr,1
2672,Cr54Co46,Co-Cr,1
2673,Cr53Co47,Co-Cr,1
2674,Cr52Co48,Co-Cr,1
2675,Cr51Co49,Co-Cr,1
2676,Cr50Co50,Co-Cr,1
2677,Cr49Co51,Co-Cr,1
2678,Cr48Co52,Co-Cr,1
2679,Cr47Co53,Co-Cr,1
2680,Cr46Co54,Co-Cr,1
2681,Cr45Co55,Co-Cr,1
2682,Cr44Co56,Co-Cr,1
2683,Cr43Co57,Co-Cr,0
2684,Cr42Co58,Co-Cr,0
2685,Cr41Co59,Co-Cr,0
2686,Cr40Co60,Co-Cr,0
2687,Cr39Co61,Co-Cr,0
2688,Cr38Co62,Co-Cr,0
2689,Cr37Co63,Co-Cr,0
2690,Cr36Co64,Co-Cr,0
2691,Cr35Co65,Co-Cr,0
2692,Cr34Co66,Co-Cr,0
2693,Cr33Co67,Co-Cr,0
2694,Cr32Co68,Co-Cr,0
2695,Cr31Co69,Co-Cr,0
2696,Cr30Co70,Co-Cr,0
2697,Cr29Co71,Co-Cr,0
2698,Cr28Co72,Co-Cr,0
2699,Cr27Co73,Co-Cr,0
2700,Cr26Co74,Co-Cr,0
2701,Cr25Co75,Co-Cr,0
2702,Cr24Co76,Co-Cr,0
2703,Cr23Co77,Co-Cr,0
2704,Cr22Co78,Co-Cr,0
2705,Cr21Co79,Co-Cr,0
2706,Cr20Co80,Co-Cr,0
2707,Cr19Co81,Co-Cr,0
2708,Cr18Co82,Co-Cr,0
2709,Cr17Co83,Co-Cr,0
2710,Cr16Co84,Co-Cr,0
2711,Cr15Co85,Co-Cr,0
2712,Cr14Co86,Co-Cr,0
2713,Cr13Co87,Co-Cr,0
2714,Cr12Co88,Co-Cr,0
2715,Cr11Co89,Co-Cr,0
2716,Cr10Co90,Co-Cr,0
2717,Cr9Co91,Co-Cr,0
2718,Cr8Co92,Co-Cr,0
2719,Cr7Co93,Co-Cr,0
2720,Cr6Co94,Co-Cr,0
2721,Cr5Co95,Co-Cr,0
2722,Cr4Co96,Co-Cr,0
2723,Cr3Co97,Co-Cr,0
2724,Cr2Co98,Co-Cr,0
2725,Cr1Co99,Co-Cr,0
2726,Cr0Co100,Co-Cr,0
2727,Cr100Ni0,Cr-Ni,0
2728,Cr99Ni1,Cr-Ni,0
2729,Cr98Ni2,Cr-Ni,0
2730,Cr97Ni3,Cr-Ni,0
2731,Cr96Ni4,Cr-Ni,0
2732,Cr95Ni5,Cr-Ni,0
2733,Cr94Ni6,Cr-Ni,0
2734,Cr93Ni7,Cr-Ni,0
2735,Cr92Ni8,Cr-Ni,0
2736,Cr91Ni9,Cr-Ni,0
2737,Cr90Ni10,Cr-Ni,0
2738,Cr89Ni11,Cr-Ni,0
2739,Cr88Ni12,Cr-Ni,0
2740,Cr87Ni13,Cr-Ni,0
2741,Cr86Ni14,Cr-Ni,0
2742,Cr85Ni15,Cr-Ni,0
2743,Cr84Ni16,Cr-Ni,0
2744,Cr83Ni17,Cr-Ni,0
2745,Cr82Ni18,Cr-Ni,0
2746,Cr81Ni19,Cr-Ni,0
2747,Cr80Ni20,Cr-Ni,0
2748,Cr79Ni21,Cr-Ni,0
2749,Cr78Ni22,Cr-Ni,0
2750,Cr77Ni23,Cr-Ni,0
2751,Cr76Ni24,Cr-Ni,0
2752,Cr75Ni25,Cr-Ni,0
2753,Cr74Ni26,Cr-Ni,0
2754,Cr73Ni27,Cr-Ni,1
2755,Cr72Ni28,Cr-Ni,1
2756,Cr71Ni29,Cr-Ni,1
2757,Cr70Ni30,Cr-Ni,1
2758,Cr69Ni31,Cr-Ni,1
2759,Cr68Ni32,Cr-Ni,1
2760,Cr67Ni33,Cr-Ni,1
2761,Cr66Ni34,Cr-Ni,1
2762,Cr65Ni35,Cr-Ni,1
2763,Cr64Ni36,Cr-Ni,1
2764,Cr63Ni37,Cr-Ni,1
2765,Cr62Ni38,Cr-Ni,1
2766,Cr61Ni39,Cr-Ni,1
2767,Cr60Ni40,Cr-Ni,1
2768,Cr59Ni41,Cr-Ni,1
2769,Cr58Ni42,Cr-Ni,1
2770,Cr57Ni43,Cr-Ni,1
2771,Cr56Ni44,Cr-Ni,1
2772,Cr55Ni45,Cr-Ni,1
2773,Cr54Ni46,Cr-Ni,1
2774,Cr53Ni47,Cr-Ni,1
2775,Cr52Ni48,Cr-Ni,1
2776,Cr51Ni49,Cr-Ni,1
2777,Cr50Ni50,Cr-Ni,1
2778,Cr49Ni51,Cr-Ni,1
2779,Cr48Ni52,Cr-Ni,0
2780,Cr47Ni53,Cr-Ni,0
2781,Cr46Ni54,Cr-Ni,0
2782,Cr45Ni55,Cr-Ni,0
2783,Cr44Ni56,Cr-Ni,0
2784,Cr43Ni57,Cr-Ni,0
2785,Cr42Ni58,Cr-Ni,0
2786,Cr41Ni59,Cr-Ni,0
2787,Cr40Ni60,Cr-Ni,0
2788,Cr39Ni61,Cr-Ni,0
2789,Cr38Ni62,Cr-Ni,0
2790,Cr37Ni63,Cr-Ni,0
2791,Cr36Ni64,Cr-Ni,0
2792,Cr35Ni65,Cr-Ni,0
2793,Cr34Ni66,Cr-Ni,0
2794,Cr33Ni67,Cr-Ni,0
2795,Cr32Ni68,Cr-Ni,0
2796,Cr31Ni69,Cr-Ni,0
2797,Cr30Ni70,Cr-Ni,0
2798,Cr29Ni71,Cr-Ni,0
2799,Cr28Ni72,Cr-Ni,0
2800,Cr27Ni73,Cr-Ni,0
2801,Cr26Ni74,Cr-Ni,0
2802,Cr25Ni75,Cr-Ni,0
2803,Cr24Ni76,Cr-Ni,0
2804,Cr23Ni77,Cr-Ni,0
2805,Cr22Ni78,Cr-Ni,0
2806,Cr21Ni79,Cr-Ni,0
2807,Cr20Ni80,Cr-Ni,0
2808,Cr19Ni81,Cr-Ni,0
2809,Cr18Ni82,Cr-Ni,0
2810,Cr17Ni83,Cr-Ni,0
2811,Cr16Ni84,Cr-Ni,0
2812,Cr15Ni85,Cr-Ni,0
2813,Cr14Ni86,Cr-Ni,0
2814,Cr13Ni87,Cr-Ni,0
2815,Cr12Ni88,Cr-Ni,0
2816,Cr11Ni89,Cr-Ni,0
2817,Cr10Ni90,Cr-Ni,0
2818,Cr9Ni91,Cr-Ni,0
2819,Cr8Ni92,Cr-Ni,0
2820,Cr7Ni93,Cr-Ni,0
2821,Cr6Ni94,Cr-Ni,0
2822,Cr5Ni95,Cr-Ni,0
2823,Cr4Ni96,Cr-Ni,0
2824,Cr3Ni97,Cr-Ni,0
2825,Cr2Ni98,Cr-Ni,0
2826,Cr1Ni99,Cr-Ni,0
2827,Cr0Ni100,Cr-Ni,0
2828,Cr100Nb0,Cr-Nb,0
2829,Cr99Nb1,Cr-Nb,0
2830,Cr98Nb2,Cr-Nb,0
2831,Cr97Nb3,Cr-Nb,0
2832,Cr96Nb4,Cr-Nb,0
2833,Cr95Nb5,Cr-Nb,0
2834,Cr94Nb6,Cr-Nb,0
2835,Cr93Nb7,Cr-Nb,0
2836,Cr92Nb8,Cr-Nb,0
2837,Cr91Nb9,Cr-Nb,0
2838,Cr90Nb10,Cr-Nb,0
2839,Cr89Nb11,Cr-Nb,1
2840,Cr88Nb12,Cr-Nb,1
2841,Cr87Nb13,Cr-Nb,1
2842,Cr86Nb14,Cr-Nb,1
2843,Cr85Nb15,Cr-Nb,1
2844,Cr84Nb16,Cr-Nb,1
2845,Cr83Nb17,Cr-Nb,1
2846,Cr82Nb18,Cr-Nb,0
2847,Cr81Nb19,Cr-Nb,0
2848,Cr80Nb20,Cr-Nb,0
2849,Cr79Nb21,Cr-Nb,0
2850,Cr78Nb22,Cr-Nb,0
2851,Cr77Nb23,Cr-Nb,0
2852,Cr76Nb24,Cr-Nb,0
2853,Cr75Nb25,Cr-Nb,0
2854,Cr74Nb26,Cr-Nb,0
2855,Cr73Nb27,Cr-Nb,0
2856,Cr72Nb28,Cr-Nb,0
2857,Cr71Nb29,Cr-Nb,0
2858,Cr70Nb30,Cr-Nb,0
2859,Cr69Nb31,Cr-Nb,0
2860,Cr68Nb32,Cr-Nb,0
2861,Cr67Nb33,Cr-Nb,0
2862,Cr66Nb34,Cr-Nb,0
2863,Cr65Nb35,Cr-Nb,0
2864,Cr64Nb36,Cr-Nb,0
2865,Cr63Nb37,Cr-Nb,0
2866,Cr62Nb38,Cr-Nb,0
2867,Cr61Nb39,Cr-Nb,0
2868,Cr60Nb40,Cr-Nb,0
2869,Cr59Nb41,Cr-Nb,0
2870,Cr58Nb42,Cr-Nb,0
2871,Cr57Nb43,Cr-Nb,0
2872,Cr56Nb44,Cr-Nb,0
2873,Cr55Nb45,Cr-Nb,0
2874,Cr54Nb46,Cr-Nb,0
2875,Cr53Nb47,Cr-Nb,0
2876,Cr52Nb48,Cr-Nb,0
2877,Cr51Nb49,Cr-Nb,0
2878,Cr50Nb50,Cr-Nb,0
2879,Cr49Nb51,Cr-Nb,0
2880,Cr48Nb52,Cr-Nb,0
2881,Cr47Nb53,Cr-Nb,0
2882,Cr46Nb54,Cr-Nb,0
2883,Cr45Nb55,Cr-Nb,0
2884,Cr44Nb56,Cr-Nb,0
2885,Cr43Nb57,Cr-Nb,0
2886,Cr42Nb58,Cr-Nb,0
2887,Cr41Nb59,Cr-Nb,0
2888,Cr40Nb60,Cr-Nb,0
2889,Cr39Nb61,Cr-Nb,0
2890,Cr38Nb62,Cr-Nb,0
2891,Cr37Nb63,Cr-Nb,0
2892,Cr36Nb64,Cr-Nb,0
2893,Cr35Nb65,Cr-Nb,0
2894,Cr34Nb66,Cr-Nb,0
2895,Cr33Nb67,Cr-Nb,0
2896,Cr32Nb68,Cr-Nb,0
2897,Cr31Nb69,Cr-Nb,0
