formula,phase,gfa
Al5Ni34.2Zr60.8,AM,1
Al10Ni32.4Zr57.6,AM,1
Al0Ni18Zr82,AM,1
Al0Ni20Zr80,AM,1
Al0Ni68Zr32,AM,1
Al1Ni16Zr83,AM,1
Al2Ni14Zr84,AM,1
Al2Ni66Zr32,AM,1
Al4Ni12Zr84,AM,1
Al5Ni10Zr85,AM,1
Al6Ni64Zr30,AM,1
Al8Ni8Zr84,AM,1
Al9Ni62Zr29,AM,1
Al11Ni6Zr83,AM,1
Al11Ni60Zr29,AM,1
Al13Ni58Zr29,AM,1
Al14Ni4Zr82,AM,1
Al16Ni56Zr28,AM,1
Al18Ni2Zr80,AM,1
Al18Ni54Zr28,AM,1
Al20Ni2Zr78,AM,1
Al20Ni52Zr28,AM,1
Al22Ni2Zr76,AM,1
Al22Ni50Zr28,AM,1
Al24Ni2Zr74,AM,1
Al24Ni48Zr28,AM,1
Al26Ni4Zr70,AM,1
Al26Ni8Zr66,AM,1
Al26Ni46Zr28,AM,1
Al27Ni6Zr67,AM,1
Al27Ni10Zr63,AM,1
Al28Ni12Zr60,AM,1
Al28Ni44Zr28,AM,1
Al30Ni14Zr56,AM,1
Al30Ni42Zr28,AM,1
Al32Ni16Zr52,AM,1
Al32Ni20Zr48,AM,1
Al32Ni40Zr28,AM,1
Al33Ni22Zr45,AM,1
Al33Ni38Zr29,AM,1
Al34Ni20Zr46,AM,1
Al34Ni24Zr42,AM,1
Al34Ni34Zr32,AM,1
Al34Ni36Zr30,AM,1
Al35Ni26Zr39,AM,1
Al35Ni32Zr33,AM,1
Al36Ni28Zr36,AM,1
Al36Ni30Zr34,AM,1
Al57Ni26Zr17,AM,1
Al57Ni28Zr15,AM,1
Al57Ni30Zr13,AM,1
Al57Ni32Zr11,AM,1
Al58Ni32Zr10,AM,1
Al59Ni24Zr17,AM,1
Al59Ni32Zr9,AM,1
Al60Ni22Zr18,AM,1
Al62Ni20Zr18,AM,1
Al62Ni30Zr8,AM,1
Al64Ni28Zr8,AM,1
Al65Ni18Zr17,AM,1
Al66Ni26Zr8,AM,1
Al68Ni24Zr8,AM,1
Al70Ni16Zr14,AM,1
Al70Ni22Zr8,AM,1
Al73Ni20Zr7,AM,1
Al74Ni14Zr12,AM,1
Al76Ni18Zr6,AM,1
Al78Ni12Zr10,AM,1
Al79Ni16Zr5,AM,1
Al81Ni10Zr9,AM,1
Al82Ni14Zr4,AM,1
Al84Ni8Zr8,AM,1
Al86Ni12Zr2,AM,1
Al88Ni7Zr5,AM,1
Al88Ni10Zr2,AM,1
Al89Ni9Zr2,AM,1
Al20Ni25Zr55,AM,1
Al10Ni25Zr65,AM,1
Al0Ni90Zr10,AM,1
Al2Ni88Zr10,AM,1
Al5Ni85Zr10,AM,1
Al0Ni90Zr10,AC,0
Al5Ni85Zr10,CR,0
Al10Ni80Zr10,CR,0
Al15Ni75Zr10,CR,0
Al87.5Ni8Zr4.5,CR,0
Al88.5Ni8Zr3.5,CR,0
Al89.5Ni8Zr2.5,CR,0
Al90.5Ni8Zr1.5,CR,0
Al15Ni25Zr60,AM,1
Al14O64.3Zr21.7,AM,1
Al16O64Zr20,AM,1
Al20O63.33Zr16.67,AM,1
Al0Si13Zr87,AM,1
Al0Si15Zr85,AM,1
Al0Si17Zr83,AM,1
Al8Si7Zr85,AM,1
As5Ge10Te85,AM,1
As15Ge10Te75,AM,1
Au22.5B10Er67.5,AM,1
Au0B20Fe80,AM,1
Au4B20Fe76,AM,1
Au6B20Fe74,AM,1
Au10B20Fe70,AM,1
Au2B18Fe80,AM,1
Au4B18Fe78,AM,1
Au6B18Fe76,AM,1
Au22.5B10Gd67.5,AM,1
Au25B0Gd75,AM,1
Au18B10Pr72,AM,1
Au22.5B10Pr67.5,AM,1
Au22.5B10Tb67.5,AM,1
Au25B0Tb75,AM,1
Au22.750Cu68.250La9,AM,1
Au44.5Cu44.5La11,AM,1
Au45Cu45La10,AM,1
Au45.5Cu45.5La9,AM,1
Au54.6Cu36.4La9,AM,1
Au0Cu30Mg70,AM,1
Au1Cu29Mg70,AM,1
Au3Cu27Mg70,AM,1
Au9Cu21Mg70,AM,1
Au76.890Ge13.660Si9.450,AM,1
Au77.8Ge13.7Si8.5,AM,1
Au80Ge0Si20,AM,1
Au77Ge14Si9,AM,1
Au77Ge13.6Si9.4,AM,1
Au77.8Ge13.8Si8.4,AM,1
Au77Ge14Si9,AM,1
Au77Ge13.6Si9.4,AM,1
Au81.4Ge0Si18.6,AM,1
Au77Ge9Si14,AM,1
Au0Mg70Zn30,AM,1
Au3Mg70Zn27,AM,1
Au20Pb60Sb20,AM,1
Au25Pb56.25Sb18.75,AM,1
Au30Pb35Sb35,AM,1
Au30Pb52.5Sb17.5,AM,1
Au35Pb48.75Sb16.25,AM,1
Au40Pb30Sb30,AM,1
Au40Pb45Sb15,AM,1
Au45Pb41.25Sb13.75,AM,1
Au50Pb25Sb25,AM,1
Au50Pb37.5Sb12.5,AM,1
Au55Pb33.75Sb11.25,AM,1
Au60Pb20Sb20,AM,1
Au60Pb30Sb10,AM,1
Au70Pb15Sb15,AM,1
Au20Pb60Sb20,AC,0
Au25Pb37.5Sb37.5,AC,0
Au30Pb17.5Sb52.5,AC,0
Au65Pb26.25Sb8.75,AC,0
Au75Pb12.5Sb12.5,AC,0
Au0Pb50Sb50,CR,0
Au0Pb60Sb40,CR,0
Au0Pb70Sb30,CR,0
Au0Pb80Sb20,CR,0
Au0Pb90Sb10,CR,0
Au10Pb67.5Sb22.5,CR,0
Au15Pb21.25Sb63.75,CR,0
Au15Pb42.5Sb42.5,CR,0
Au20Pb0Sb80,CR,0
Au20Pb40Sb40,CR,0
Au30Pb0Sb70,CR,0
Au40Pb0Sb60,CR,0
Au50Pb0Sb50,CR,0
Au60Pb0Sb40,CR,0
Au60Pb10Sb30,CR,0
Au53.2Pb27.5Sb19.3,AM,1
Au55Pb22.5Sb22.5,AM,1
Au53.2Pb27.6Sb19.2,AM,1
Au55Pb22.5Sb22.5,AM,1
Au0Pd79Si21,AM,1
Au0Pd80Si20,AM,1
Au0Pd82Si18,AM,1
Au0Pd84Si16,AM,1
Au0Pd85Si15,AM,1
Au3.5Pd80Si16.5,AM,1
Au3.5Pd80.5Si16,AM,1
Au4Pd75Si21,AM,1
Au4Pd76Si20,AM,1
Au4Pd78Si18,AM,1
Au4Pd79Si17,AM,1
Au4Pd81Si15,AM,1
Au6Pd78Si16,AM,1
Au7Pd73Si20,AM,1
Au9Pd75Si16,AM,1
Au12Pd68Si20,AM,1
Au12Pd71Si17,AM,1
Au66Pd16Si18,AM,1
Au7.5Pd76Si16.5,AM,1
Au4Pd79.5Si16.5,AM,1
Au1.7Pd81.8Si16.5,AM,1
Au4.2Pd79.3Si16.5,AM,1
Au6.7Pd76.8Si16.5,AM,1
Au10Pd73.5Si16.5,AM,1
Au12.5Pd71Si16.5,AM,1
Au15Pd68.5Si16.5,AM,1
Au20.9Pd62.6Si16.5,CR,0
Au0Pd82Si18,AM,1
Au0Pd83.5Si16.5,AM,1
Au1Pd81Si18,AM,1
Au2Pd80Si18,AM,1
Au2Pd81.5Si16.5,AM,1
Au3Pd79Si18,AM,1
Au3Pd80.5Si16.5,AM,1
Au4Pd78Si18,AM,1
Au4Pd79.5Si16.5,AM,1
Au5Pd78.5Si16.5,AM,1
Au6Pd76Si18,AM,1
Au6Pd77.5Si16.5,AM,1
Au7Pd76.5Si16.5,AM,1
Au10Pd72Si18,AM,1
Au10Pd73.5Si16.5,AM,1
Au4Pd81Si15,AM,1
Au66Pd16Si18,AM,1
Au0Pd80Si20,AM,1
Au15.8Pd69.6Si14.6,AM,1
Au2Pd80Si18,AM,1
Au4Pd78Si18,AM,1
Au6Pd76Si18,AM,1
Au8Pd74Si18,AM,1
Au0Pd82Si18,AM,1
Au4Pd78Si18,AM,1
Au0Pd82Si18,AM,1
Au1Pd81Si18,AM,1
Au2Pd80Si18,AM,1
Au3Pd79Si18,AM,1
Au4Pd78Si18,AM,1
Au5Pd77Si18,AM,1
Au6Pd76Si18,AM,1
Au7Pd75Si18,AM,1
Au8Pd74Si18,AM,1
B10Be20Fe70,AM,1
B20Be0Fe80,AM,1
B12C12Co76,AM,1
B16C4Co80,AM,1
B16C8Co76,AM,1
B16C12Co72,AM,1
B17C0Co83,AM,1
B20C4Co76,AM,1
B20C8Co72,AM,1
B20C12Co68,AM,1
B20C16Co64,AM,1
B20C20Co60,AM,1
B24C4Co72,AM,1
B24C8Co68,AM,1
B24C12Co64,AM,1
B24C16Co60,AM,1
B24C20Co56,AM,1
B28C4Co68,AM,1
B28C8Co64,AM,1
B28C12Co60,AM,1
B28C16Co56,AM,1
B29C0Co71,AM,1
B32C2Co66,AM,1
B32C4Co64,AM,1
B32C8Co60,AM,1
B32C12Co56,AM,1
B32C16Co52,AM,1
B35C0Co65,AM,1
B36C2Co62,AM,1
B36C4Co60,AM,1
B41C0Co59,AM,1
B8C12Co80,AC,0
B12C4Co84,AC,0
B12C8Co80,AC,0
B12C16Co72,AC,0
B16C16Co68,AC,0
B16C20Co64,AC,0
B28C20Co52,AC,0
B40C2Co58,AC,0
B8C4Co88,CR,0
B8C8Co84,CR,0
B15C0Co85,CR,0
B30C0Co70,CR,0
B32C20Co48,CR,0
B34C0Co66,CR,0
B36C8Co56,CR,0
B36C12Co52,CR,0
B36C16Co48,CR,0
B12C12Co76,AM,1
B16C12Co72,AM,1
B24C4Co72,AM,1
B24C12Co64,AM,1
B24C16Co60,AM,1
B24C20Co56,AM,1
B28C12Co60,AM,1
B19C3Fe78,AM,1
B7C7Fe86,AM,1
B4C10Fe86,AM,1
B6C8Fe86,AM,1
B6C10Fe84,AM,1
B8C6Fe86,AM,1
B8C8Fe84,AM,1
B10C4Fe86,AM,1
B10C6Fe84,AM,1
B12C2Fe86,AM,1
B12C4Fe84,AM,1
B14C0Fe86,AM,1
B14C2Fe84,AM,1
B16C0Fe84,AM,1
B8C7Fe85,AM,1
B8C9Fe83,AM,1
B9C9Fe82,AM,1
B10C5Fe85,AM,1
B10C7Fe83,AM,1
B10C9Fe81,AM,1
B11C5Fe84,AM,1
B11C7Fe82,AM,1
B11C9Fe80,AM,1
B12C3Fe85,AM,1
B12C5Fe83,AM,1
B12C7Fe81,AM,1
B12C9Fe79,AM,1
B14C3Fe83,AM,1
B14C5Fe81,AM,1
B14C7Fe79,AM,1
B15C5Fe80,AM,1
B16C3Fe81,AM,1
B17C5Fe78,AM,1
B18C3Fe79,AM,1
B9C11Fe80,AM,1
B11C9Fe80,AM,1
B13C7Fe80,AM,1
B15C5Fe80,AM,1
B16C4Fe80,AM,1
B13C5Fe82,AM,1
B10C10Fe80,AM,1
B12C8Fe80,AM,1
B17C3Fe80,AM,1
B17C3Fe80,AM,1
B10C10Fe80,AM,1
B13C7Fe80,AM,1
B20C0Fe80,AM,1
B18C2Fe80,AM,1
B19C0Fe81,AM,1
B55C20N25,AM,1
B58C0N42,AM,1
B78C0N22,AM,1
B14C5Ni81,AM,1
B16C2Ni82,AM,1
B16C4Ni80,AM,1
B16C6Ni78,AM,1
B16C8Ni76,AM,1
B16C10Ni74,AM,1
B18C12Ni70,AM,1
B18C16Ni66,AM,1
B20C2Ni78,AM,1
B20C12Ni68,AM,1
B20C16Ni64,AM,1
B22C10Ni68,AM,1
B22C12Ni66,AM,1
B22C14Ni64,AM,1
B22C18Ni60,AM,1
B24C8Ni68,AM,1
B26C6Ni68,AM,1
B26C12Ni62,AM,1
B26C14Ni60,AM,1
B28C0Ni72,AM,1
B28C2Ni70,AM,1
B28C4Ni68,AM,1
B28C6Ni66,AM,1
B28C8Ni64,AM,1
B28C10Ni62,AM,1
B28C16Ni56,AM,1
B30C12Ni58,AM,1
B34C0Ni66,AM,1
B34C6Ni60,AM,1
B34C10Ni56,AM,1
B34C12Ni54,AM,1
B34C14Ni52,AM,1
B38C0Ni62,AM,1
B38C6Ni56,AM,1
B38C10Ni52,AM,1
B38C12Ni50,AM,1
B38C14Ni48,AM,1
B40C2Ni58,AM,1
B40C8Ni52,AM,1
B42C0Ni58,AM,1
B42C2Ni56,AM,1
B42C8Ni50,AM,1
B42C10Ni48,AM,1
B42C12Ni46,AM,1
B42C14Ni44,AM,1
B42C16Ni42,AM,1
B46C12Ni42,AM,1
B46C20Ni34,AM,1
B50C12Ni38,AM,1
B50C20Ni30,AM,1
B55C8Ni37,AM,1
B55C12Ni33,AM,1
B55C16Ni29,AM,1
B59C4Ni37,AM,1
B11.5C10Ni78.5,AC,0
B13C10Ni77,AC,0
B13C12Ni75,AC,0
B14C20Ni66,AC,0
B15C12Ni73,AC,0
B17C8Ni75,AC,0
B17C16Ni67,AC,0
B22C8Ni70,AC,0
B26C4Ni70,AC,0
B40C6Ni54,AC,0
B50C8Ni42,AC,0
B0C5Ni95,CR,0
B0C10Ni90,CR,0
B0C15Ni85,CR,0
B0C20Ni80,CR,0
B5C0Ni95,CR,0
B5C5Ni90,CR,0
B5C15Ni80,CR,0
B5C20Ni75,CR,0
B10C5Ni85,CR,0
B10C8Ni82,CR,0
B10C10Ni80,CR,0
B10C15Ni75,CR,0
B10C20Ni70,CR,0
B12C6Ni82,CR,0
B14C2Ni84,CR,0
B14C16Ni70,CR,0
B16C0Ni84,CR,0
B18C0Ni82,CR,0
B18C6Ni76,CR,0
B20C0Ni80,CR,0
B20C6Ni74,CR,0
B20C8Ni72,CR,0
B22C0Ni78,CR,0
B22C2Ni76,CR,0
B22C5Ni73,CR,0
B24C0Ni76,CR,0
B24C4Ni72,CR,0
B26C0Ni74,CR,0
B26C2Ni72,CR,0
B40C4Ni56,CR,0
B41C6Ni53,CR,0
B42C0Ni58,CR,0
B42.5C2.5Ni55,CR,0
B44C2.5Ni53.5,CR,0
B46C0Ni54,CR,0
B46C4Ni50,CR,0
B46C8Ni46,CR,0
B48C0Ni52,CR,0
B50C4Ni46,CR,0
B54C0Ni46,CR,0
B58C4Ni38,CR,0
B20Co30Cr50,AM,1
B20Co35Cr45,AM,1
B20Co40Cr40,AM,1
B20Co50Cr30,AM,1
B20Co55Cr25,AM,1
B20Co60Cr20,AM,1
B20Co72Cr8,AM,1
B20Co80Cr0,AM,1
B20Co30Cr50,AM,1
B20Co35Cr45,AM,1
B20Co40Cr40,AM,1
B20Co50Cr30,AM,1
B20Co55Cr25,AM,1
B20Co60Cr20,AM,1
B20Co65Cr15,AM,1
B20Co70Cr10,AM,1
B20Co72Cr8,AM,1
B20Co80Cr0,AM,1
B18.5Co81.5Cr0,AM,1
B20Co80Cr0,AM,1
B25Co67.5Cr7.5,AM,1
B25Co75Cr0,AM,1
B30Co70Cr0,AM,1
B35Co65Cr0,AM,1
B40Co60Cr0,AM,1
B21Co69.5Er9.5,AM,1
B21Co71.5Er7.5,AM,1
B21Co75.1Er3.9,AM,1
B20Co0Fe80,AM,1
B20Co74Fe6,AM,1
B20Co0Fe80,AM,1
B20Co10Fe70,AM,1
B20Co20Fe60,AM,1
B20Co30Fe50,AM,1
B20Co40Fe40,AM,1
B20Co50Fe30,AM,1
B20Co60Fe20,AM,1
B20Co70Fe10,AM,1
B20Co80Fe0,AM,1
B16Co0Fe84,AM,1
B17Co10Fe73,AM,1
B20Co5Fe75,AM,1
B20Co10Fe70,AM,1
B20Co20Fe60,AM,1
B20Co30Fe50,AM,1
B20Co40Fe40,AM,1
B20Co60Fe20,AM,1
B20Co80Fe0,AM,1
B20Co75Fe5,AM,1
B17Co1Fe82,AM,1
B17Co2Fe81,AM,1
B17Co3Fe80,AM,1
B17Co4Fe79,AM,1
B17Co6Fe77,AM,1
B17Co7.5Fe75.5,AM,1
B17Co11.5Fe71.5,AM,1
B17Co16.5Fe66.5,AM,1
B17Co19Fe64,AM,1
B17Co22Fe61,AM,1
B17Co25Fe58,AM,1
B17Co33Fe50,AM,1
B17Co41.5Fe41.5,AM,1
B17Co54Fe29,AM,1
B17Co66.5Fe16.5,AM,1
B20Co75Fe5,AM,1
B9Co0Fe91,AM,1
B9Co85Fe6,AM,1
B17Co0Fe83,AM,1
B17Co41.5Fe41.5,AM,1
B17Co62Fe21,AM,1
B17Co75Fe8,AM,1
B17Co77Fe6,AM,1
B25Co0Fe75,AM,1
B25Co70Fe5,AM,1
B19Co0Fe81,AM,1
B20Co5Fe75,AM,1
B17Co1Fe82,AM,1
B17Co41.5Fe41.5,AM,1
B17Co62Fe21,AM,1
B18Co2Fe80,AM,1
B18Co4Fe78,AM,1
B18Co6Fe76,AM,1
B19Co0Fe81,AM,1
B20Co4Fe76,AM,1
B20Co60Fe20,AM,1
B20Co65Fe15,AM,1
B20Co70Fe10,AM,1
B20Co72Fe8,AM,1
B20Co74Fe6,AM,1
B20Co76Fe4,AM,1
B20Co78Fe2,AM,1
B20Co80Fe0,AM,1
B4Co21Fe75,AM,1
B18Co0Fe82,AM,1
B15Co12Fe73,AM,1
B15Co15Fe70,AM,1
B15Co17Fe68,AM,1
B15Co21Fe64,AM,1
B15Co25Fe60,AM,1
B37Co0Fe63,AM,1
B37Co8Fe55,AM,1
B37Co16Fe47,AM,1
B37Co33Fe30,AM,1
B37Co43Fe20,AM,1
B37Co48Fe15,AM,1
B37Co63Fe0,AM,1
B36.5Co17.9Fe45.6,AM,1
B11Co89Mn0,AM,1
B12Co52.8Mn35.2,AM,1
B12Co53Mn35,AM,1
B12Co57Mn31,AM,1
B12Co61.6Mn26.4,AM,1
B12Co62Mn26,AM,1
B12Co70.4Mn17.6,AM,1
B12Co70.5Mn17.5,AM,1
B12Co79Mn9,AM,1
B12Co88Mn0,AM,1
B16Co50.4Mn33.6,AM,1
B16Co50.5Mn33.5,AM,1
B16Co54.5Mn29.5,AM,1
B16Co58.8Mn25.2,AM,1
B16Co59Mn25,AM,1
B16Co67Mn17,AM,1
B16Co67.2Mn16.8,AM,1
B16Co75Mn9,AM,1
B16Co75.6Mn8.4,AM,1
B16Co84Mn0,AM,1
B20Co48Mn32,AM,1
B20Co48Mn32,AM,1
B20Co52Mn28,AM,1
B20Co56Mn24,AM,1
B20Co56Mn24,AM,1
B20Co64Mn16,AM,1
B20Co64Mn16,AM,1
B20Co72Mn8,AM,1
B20Co72Mn8,AM,1
B20Co80Mn0,AM,1
B24Co45.5Mn30.5,AM,1
B24Co49.4Mn26.6,AM,1
B24Co49.5Mn26.5,AM,1
B24Co53Mn23,AM,1
B24Co53.2Mn22.8,AM,1
B24Co60.8Mn15.2,AM,1
B24Co61Mn15,AM,1
B24Co68Mn8,AM,1
B24Co68.4Mn7.6,AM,1
B24Co76Mn0,AM,1
B28Co43Mn29,AM,1
B28Co43.2Mn28.8,AM,1
B28Co47Mn25,AM,1
B28Co50Mn22,AM,1
B28Co50.4Mn21.6,AM,1
B28Co57.6Mn14.4,AM,1
B28Co58Mn14,AM,1
B28Co64.8Mn7.2,AM,1
B28Co65Mn7,AM,1
B28Co72Mn0,AM,1
B32Co41Mn27,AM,1
B32Co44Mn24,AM,1
B32Co46.4Mn21.6,AM,1
B32Co47Mn21,AM,1
B32Co54.4Mn13.6,AM,1
B32Co54.5Mn13.5,AM,1
B32Co61Mn7,AM,1
B32Co68Mn0,AM,1
B12Co48Mn40,AM,1
B12Co53Mn35,AM,1
B12Co61Mn27,AM,1
B12Co68Mn20,AM,1
B12Co70Mn18,AM,1
B16Co50Mn34,AM,1
B16Co54.5Mn29.5,AM,1
B16Co59Mn25,AM,1
B16Co67Mn17,AM,1
B16Co84Mn0,AM,1
B20Co40Mn40,AM,1
B20Co48Mn32,AM,1
B20Co52Mn28,AM,1
B20Co56Mn24,AM,1
B20Co60Mn20,AM,1
B20Co64Mn16,AM,1
B20Co72Mn8,AM,1
B20Co80Mn0,AM,1
B24Co54Mn22,AM,1
B24Co61Mn15,AM,1
B24Co76Mn0,AM,1
B28Co32Mn40,AM,1
B28Co51Mn21,AM,1
B28Co52Mn20,AM,1
B28Co58Mn14,AM,1
B28Co65Mn7,AM,1
B28Co72Mn0,AM,1
B32Co48Mn20,AM,1
B32Co54Mn14,AM,1
B32Co68Mn0,AM,1
B20Co70Mn10,AM,1
B24Co38Mn38,AM,1
B24Co45.6Mn30.4,AM,1
B24Co53.2Mn22.8,AM,1
B24Co60.8Mn15.2,AM,1
B24Co68.4Mn7.6,AM,1
B12Co18Mn70,AM,1
B12Co24Mn64,AM,1
B12Co34Mn54,AM,1
B12Co39Mn49,AM,1
B12Co44Mn44,AM,1
B12Co45Mn43,AM,1
B12Co49Mn39,AM,1
B12Co53Mn35,AM,1
B12Co62Mn26,AM,1
B12Co70Mn18,AM,1
B16Co17Mn67,AM,1
B16Co17Mn67,AM,1
B16Co20Mn64,AM,1
B16Co21Mn63,AM,1
B16Co24.5Mn59.5,AM,1
B16Co25Mn59,AM,1
B16Co27Mn57,AM,1
B16Co27Mn57,AM,1
B16Co33Mn51,AM,1
B16Co33Mn51,AM,1
B16Co35Mn49,AM,1
B16Co42Mn42,AM,1
B16Co42Mn42,AM,1
B16Co43.5Mn40.5,AM,1
B16Co49Mn35,AM,1
B16Co50Mn34,AM,1
B16Co50Mn34,AM,1
B16Co59Mn25,AM,1
B16Co59Mn25,AM,1
B16Co65Mn19,AM,1
B16Co65.5Mn18.5,AM,1
B16Co67Mn17,AM,1
B16Co67Mn17,AM,1
B16Co75Mn9,AM,1
B16Co76Mn8,AM,1
B20Co20Mn60,AM,1
B20Co28.5Mn51.5,AM,1
B20Co32Mn48,AM,1
B20Co36.5Mn43.5,AM,1
B20Co37Mn43,AM,1
B20Co40Mn40,AM,1
B20Co41.5Mn38.5,AM,1
B20Co44Mn36,AM,1
B20Co47.5Mn32.5,AM,1
B20Co52Mn28,AM,1
B20Co57Mn23,AM,1
B24Co24Mn52,AM,1
B24Co27Mn49,AM,1
B24Co28Mn48,AM,1
B24Co33Mn43,AM,1
B24Co34Mn42,AM,1
B24Co38Mn38,AM,1
B24Co39Mn37,AM,1
B24Co42Mn34,AM,1
B24Co46.5Mn29.5,AM,1
B24Co48Mn28,AM,1
B24Co52Mn24,AM,1
B28Co25Mn47,AM,1
B28Co25Mn47,AM,1
B28Co30Mn42,AM,1
B28Co36Mn36,AM,1
B28Co37Mn35,AM,1
B28Co41Mn31,AM,1
B28Co41.5Mn30.5,AM,1
B28Co45Mn27,AM,1
B28Co45.5Mn26.5,AM,1
B31Co41Mn28,AM,1
B18.5Co81.5Mn0,AM,1
B20Co80Mn0,AM,1
B25Co67.5Mn7.5,AM,1
B25Co75Mn0,AM,1
B30Co70Mn0,AM,1
B35Co65Mn0,AM,1
B40Co60Mn0,AM,1
B11Co53.4Mn35.6,AM,1
B11Co71.2Mn17.8,AM,1
B20Co64Mn16,AM,1
B24Co38Mn38,AM,1
B24Co45.6Mn30.4,AM,1
B24Co53.2Mn22.8,AM,1
B24Co60.8Mn15.2,AM,1
B24Co68.4Mn7.6,AM,1
B24Co76Mn0,AM,1
B33Co40.2Mn26.8,AM,1
B33Co53.6Mn13.4,AM,1
B2Co84Nb14,AM,1
B5Co81Nb14,AM,1
B10Co77Nb13,AM,1
B6Co80Nb14,AM,1
B6Co84Nb10,OT,0
B6Co80Nb14,AM,1
B12Co80Nb8,AM,1
B12Co80Nb8,AM,1
B20Co68Ni12,AM,1
B20Co70Ni10,AM,1
B20Co72Ni8,AM,1
B20Co74Ni6,AM,1
B20Co76Ni4,AM,1
B20Co78Ni2,AM,1
B20Co80Ni0,AM,1
B34Co0Ni66,AM,1
B34Co33Ni33,AM,1
B34Co66Ni0,AM,1
B7Co80P13,AM,1
B7Co80P13,AM,1
B7.5Co77.5Si15,AM,1
B10Co75Si15,AM,1
B10Co77.5Si12.5,AM,1
B12.5Co77.5Si10,AM,1
B12.5Co80Si7.5,AM,1
B15Co70Si15,AM,1
B15Co72.5Si12.5,AM,1
B15Co75Si10,AM,1
B15Co77.5Si7.5,AM,1
B15Co80Si5,AM,1
B20Co65Si15,AM,1
B20Co67.5Si12.5,AM,1
B20Co70Si10,AM,1
B20Co72.5Si7.5,AM,1
B20Co75Si5,AM,1
B25Co62.5Si12.5,AM,1
B25Co65Si10,AM,1
B25Co67.5Si7.5,AM,1
B25Co70Si5,AM,1
B27.5Co65Si7.5,AM,1
B30Co65Si5,AM,1
B20Co62.5Si17.5,AC,0
B20Co80Si0,AC,0
B25Co75Si0,AC,0
B30Co70Si0,AC,0
B5Co75Si20,CR,0
B10Co70Si20,CR,0
B10Co80Si10,CR,0
B10Co82Si8,CR,0
B10Co85Si5,CR,0
B12.5Co80.5Si7,CR,0
B14Co82Si4,CR,0
B15Co65Si20,CR,0
B15Co85Si0,CR,0
B20Co60Si20,CR,0
B22.5Co60Si17.5,CR,0
B12Co78Si10,AM,1
B15Co72.5Si12.5,AM,1
B13Co77Si10,AM,1
B10Co75Si15,AM,1
B12.5Co75Si12.5,AM,1
B17.5Co75Si7.5,AM,1
B20Co75Si5,AM,1
B11Co78Si11,AM,1
B13.5Co73Si13.5,AM,1
B14.750Co70.5Si14.750,AM,1
B16Co68Si16,AM,1
B14Co80Si6,AM,1
B10Co20Ti70,AM,1
B18Co66Ti16,AM,1
B18Co70Ti12,AM,1
B18Co74Ti8,AM,1
B18Co78Ti4,AM,1
B20Co64Ti16,AM,1
B20Co68Ti12,AM,1
B20Co72Ti8,AM,1
B20Co76Ti4,AM,1
B20Co80Ti0,AM,1
B22Co62Ti16,AM,1
B22Co66Ti12,AM,1
B22Co70Ti8,AM,1
B22Co74Ti4,AM,1
B24Co64Ti12,AM,1
B24Co68Ti8,AM,1
B24Co72Ti4,AM,1
B12Co68Ti20,AM,1
B12.750Co72.250Ti15,AM,1
B13.5Co76.5Ti10,AM,1
B11.250Co63.750V25,AM,1
B12Co68V20,AM,1
B12.750Co72.250V15,AM,1
B13.5Co76.5V10,AM,1
B14.250Co80.750V5,AM,1
B40Co40Y20,AM,1
B0Co90Zr10,AM,1
B2Co88Zr10,AM,1
B5Co85Zr10,AM,1
B0Co90Zr10,AM,1
B2Co82Zr16,AM,1
B4Co86Zr10,AM,1
B7Co77Zr16,AM,1
B10Co74Zr16,AM,1
B10Co80Zr10,AM,1
B13Co71Zr16,AM,1
B16Co68Zr16,AM,1
B16Co74Zr10,AM,1
B20Co70Zr10,AM,1
B25Co65Zr10,AM,1
B2Co82Zr16,CR,0
B0Co91Zr9,AM,1
B2Co91Zr7,AM,1
B20Cr5Fe75,AM,1
B20Cr10Fe70,AM,1
B15Cr0Fe85,AM,1
B15Cr2.5Fe82.5,AM,1
B15Cr4Fe81,AM,1
B15Cr7Fe78,AM,1
B15Cr9Fe76,AM,1
B15Cr10Fe75,AM,1
B15Cr12Fe73,AM,1
B20Cr0Fe80,AM,1
B20Cr8Fe72,AM,1
B20Cr10Fe70,AM,1
B20Cr20Fe60,AM,1
B20Cr25Fe55,AM,1
B20Cr30Fe50,AM,1
B20Cr35Fe45,AM,1
B20Cr40Fe40,AM,1
B20Cr0Fe80,AM,1
B20Cr5Fe75,AM,1
B16Cr0Fe84,AM,1
B16Cr4Fe80,AM,1
B16Cr8.5Fe75.5,AM,1
B16Cr12.5Fe71.5,AM,1
B16Cr17Fe67,AM,1
B16Cr21Fe63,AM,1
B16Cr25Fe59,AM,1
B16Cr29.5Fe54.5,AM,1
B16Cr42Fe42,AM,1
B15Cr11Fe74,AM,1
B15Cr25Fe60,AM,1
B20Cr5Fe75,AM,1
B20Cr10Fe70,AM,1
B9Cr0Fe91,AM,1
B9Cr85Fe6,AM,1
B17Cr2.5Fe80.5,AM,1
B25Cr0Fe75,AM,1
B25Cr70Fe5,AM,1
B2Cr8Fe90,AM,1
B2Cr10Fe88,AM,1
B4Cr8Fe88,AM,1
B4Cr10Fe86,AM,1
B6Cr8Fe86,AM,1
B6Cr10Fe84,AM,1
