composition,Eg (eV)
CdP2S4,3.76
BiSe,0.40
NiC2N2,2.00
AgPbBiSe3,0.13
OsAsS,1.30
Rb6P3S15,2.30
Er2O3,5.42
RhSe2,0.60
Bi2Te2.1Se0.9,0.30
Nd3Te4,1.60
Ge0.7Si0.3,0.88
InSn2As2Se,0.20
NaNbSe2O7,3.80
Se0.6Te0.4,1.20
In0.95As0.95Cd0.05Te0.05,0.68
In4Se3,0.65
K6Yb3P5S20,2.60
In0.5Al0.5P,2.30
GeP,0.95
Nd2Sn3Se9,0.50
TlInSe2,1.07
KBiS2,0.92
SmCuOSe,2.60
Cs2CuP3S9,2.40
Ba2AsGaSe5,1.39
Ta0.67Zr1.33O1.89N1.63,2.48
CsDy9Cd4Se18,1.99
InSb0.9As0.1,0.27
AlN,6.20
NdAs,1.04
AgInCd2Te3,0.47
In0.93As0.93Cd0.07Te0.07,0.68
SiTe2,2.18
GeS2,3.60
Ga0.01Sb0.01Cd0.99Te0.99,1.35
Mg5B3O9F,5.63
Al2Te3,2.50
KAlGeS4,3.50
CsCeCdSe3,2.40
RuP4,0.64
TcSe2,0.88
InN,2.05
LaSi2,0.19
Ge0.06Si0.94,1.06
KSb5S8,1.67
Pb0.97Se0.97Sn0.03Se0.03,0.29
AgI,3.02
Hg0.6Cd0.4Se,0.95
BaLa2In2Se7,1.66
RbSbS2,1.96
Ga0.75P0.75Zn0.25Se0.25,2.18
La2ZrS5,2.01
MgGeN2,4.40
Bi2Te2.97Se0.03,0.15
Ba2Cu2ThSe5,1.75
BaReH9,3.44
Hg3Te2Bi2Cl8,2.80
Ta1.33Zr0.67O0.12N3.03,1.71
ZnSnAs2,0.74
Bi2O3,2.85
Pb0.8Ge0.2Te,0.40
BiI3,2.03
Pb0.92Sn0.08Te,0.16
BiTeNO6,3.62
MnSi,0.60
K2PdSe10,1.48
CsCuSb2S4,1.70
Li6Fe2Te8O22,1.98
CsAg2TeS6,2.04
KAg11V4O16,2.00
Ce2Se3,1.75
OsAs2,0.90
La2MnNiO6,1.40
GaAs0.7P0.3,1.80
Li3PS4,3.68
SrNd2S4,2.45
Hg0.796Cd0.204Te,0.06
Ba2GaGdSe5,1.87
HgGa2S4,2.84
TlCr5S3Se5,0.80
Pb0.7Ge0.3Te,0.48
HgSe,0.12
CdI2,3.80
GeAs,1.01
Li3Bi,0.70
EuIn2S4,1.50
Rb3Sb2Br9,2.48
SnO2,3.60
LaS1.86Se0.14,2.50
Ag2GeTe3,0.25
Dy4S4Te3,1.43
Ca2CdAs2,0.95
Bi2Te0.9Se2.1,0.28
TlAsS2,2.15
P2Se3,2.40
Ga0.8Al0.2P,2.30
H6PtI6O20,2.40
Li2In2SiS6,3.61
HoN,1.79
SnCl2,3.90
CsInGeS4,2.10
Ba5Ga4Se10,2.20
KSbSe2,1.37
In0.3Ga0.7P,2.20
Rb2Cu2Sn2Se6,1.04
RhSe3,0.70
InSb0.6As0.4,0.13
CdBr2,4.47
CsLu7Se11,1.78
Pb0.999Se0.999Sn0.001Se0.001,0.24
Cs3W3PO13,3.27
Lu2O3,5.50
SrZrS3,1.00
RbAg2SbS4,2.30
Cd4Sb3,1.25
Li2B6,2.00
SbTeI,1.25
K2ZnTe2,3.00
AgSbTe2,0.35
Pb6B2MoO12,2.90
Eu3P2,1.20
Zn0.2Ba2B2S5.2,3.54
AgGaGe3Se8,2.17
CuAlS2,3.50
Ba3Dy2P4S16,3.28
CuZn2InSe4,1.10
PdSe,0.20
Se0.5Te0.5,1.00
Bi1Te3Sb1,0.19
Cu0.05Ga1.95S2.95,2.70
Pr2Ge2Se7,1.32
CsSmCdSe3,2.45
CuInSe2,0.95
NaSbSe2,1.20
La2CoVO6,0.41
Tl4CuTeO6,2.20
Sb5O7I,1.95
HgBrCl,3.40
RbGaSnSe4,1.88
Na3MoO4F,4.77
YFMoO4,3.78
BaB2O4,6.20
Na3Sb,1.17
TaGaSe2,2.15
Cu2CdSnS4,1.37
KBr,7.60
ZnAs2,0.93
PrTe1.9,1.00
Hg3S2Bi2Cl8,3.26
PbI2,3.01
AgInTe2,0.96
TlGaS2,3.40
FeSi2,0.85
Ba2InSmTe5,1.36
SmB6,3.50
Ga0.99In0.01As,1.40
Rb2Sn3Sb2S10,2.33
BiOBr,2.92
Mn11Si19,0.66
HgTe,0.19
Ba4Ga2Se8,1.63
Mg2Ge,1.67
Rb3Al3Ge7Se20,2.40
SrTaO2N,1.99
CoSbS,0.50
Pb0.99TeTl0.01,0.59
CsMn4In5Te12,1.48
K3SmAs2S8,2.20
EuAl2O4,2.74
Cr2O3,3.40
LiBr,7.95
K3Ga3Ge7Se20,2.23
Yb4Sb2S11.25,1.71
Ca2Si,1.90
Pb14B2O14Br6,2.62
ReSe2,0.99
DyTe1.45,0.60
CsBr,6.80
SbI3,2.41
YbSb,1.00
Cu0.05Ga1.95Se2.95,1.96
Nd1.33Lu0.67S3,1.50
LaIn3S6,1.03
CsGaSn2Se6,1.87
CsKP2Se8,2.36
MgO,7.83
SnTe,0.33
CuCl,3.27
IrP2,1.10
Cu0.5Ga1.5S2.5,2.43
YbGa2S4,2.30
CuSmSe2,2.10
InSb0.8As0.2,0.21
Pb0.85Se0.85Sn0.15Te0.15,0.18
Cd4P2Cl3,2.17
SrCrO4,2.45
RbBiSe2,0.72
Ag2S,0.87
Ag3AsS3,2.18
Ag3SbS3,1.75
AgGaSe2,1.83
AgSbSe2,0.85
AlP,2.43
As2S3,2.00
CdAs2,1.14
CdGa2Se4,2.43
CdP2,2.02
CdS,2.58
CdSb,0.59
CdSe,1.83
CdTe,1.65
CuFeS2,0.50
CuGaSe2,1.60
Dy2S3,3.00
GaN,3.50
GaS,2.52
GaSe,2.13
GaTe,1.69
GeSe,1.08
In4Te3,0.50
InAs,0.41
InSe,1.27
KI,6.08
Mg3As2,2.55
NaBiSe2,0.32
PbS,0.30
PbTe,0.34
RbI,6.05
Sb2S3,1.63
SnS,1.10
SnSe,0.91
Tl2Te3,0.51
TlCl,3.21
TlSbS2,1.88
Zn3As2,0.86
ZnGeAs2,1.16
ZnO,3.31
ZnS,3.85
Bi4PdSe4O12,2.06
Cd3In2S2Te4,1.23
SbSI,1.99
Pb0.8Se0.8Ge0.2Te0.2,0.36
Ag1.75InSb5.75Se11,0.94
K2Dy2Ti3O10,3.38
ZrS2,2.75
CaTe,4.07
GeI2,1.50
InSb,0.18
Ir0.67S2,2.00
Pb2MnO4,1.50
GaSe,2.05
SrZnSO,3.10
Ge0.653Si0.347,1.91
InAs,0.46
Cu2Ta4O11,2.60
K4GeS4,0.80
Ge0.6Si0.4,0.90
AsI3,2.54
Mg2Sn,0.28
K2CsSb,1.00
Ho2Mo3O12,1.68
Li4HgGe2S7,2.75
BaGa2GeS6,3.23
InP,1.27
TlBr,3.05
SiB3,2.00
PbTe,0.62
RbI,6.10
KSbS2,1.80
SbSeBr,1.84
As2Se3,1.77
CoSb2,0.17
Hg0.8Cd0.2Se,0.95
Cu2Te,1.02
LiMgN,3.20
RbCuSb2S4,1.60
Sb2O3,3.20
ZnTe,2.24
PbTe,0.31
NaBiS2,0.40
Hg6P6In2Cl9,3.13
GaS,2.62
Sn3WO6,2.49
TlBr,3.02
GaSe,2.07
InSb,0.26
CdSnO3,3.00
Pb0.8Se0.8Sn0.2Te0.2,0.14
CuGaS2,2.42
PrF3,5.30
Ru2Ge3,0.52
SmTe,0.38
CsZn2B3O7,5.69
Ga0.9Sb0.9Cd0.1Te0.1,0.78
NH7Se2O6,4.81
TlBr,3.24
KPSe6,2.16
ZnS,3.76
Ga0.85Al0.15As,1.60
GaAs,1.43
Ga0.05P0.05Zn0.95Se0.95,2.40
KFeCuTe2,1.06
AsBr3,2.60
Zn0.5Hg0.5Se,0.60
Ga0.7In0.3As,1.00
Bi2S3,1.30
TlBr,3.10
ReS2,1.00
CdMoSb4O10,3.40
PbCl2,3.94
Ga1.002Sb0.998Se0.006,0.70
As2O3,4.00
InSb,0.16
Na2BaGeS4,3.70
Ba2GaDyTe5,1.13
NaB15,0.32
AlP,2.53
Bi2Te2.97Se0.03,0.16
AgBiS2,0.90
SnGa2GeS6,2.04
InS,1.90
NiTe,0.23
TlSe,0.71
Pr2YbCuS5,1.25
KInSnS4,2.30
GaAs,1.43
Mn15Si26,0.70
La2O2MnSe2,1.60
Er3Te4,0.90
RbTbSe2,2.50
Zn0.5Cd0.5Se,2.90
Na2Ge2Se5,2.38
PbCrO4,2.25
Ag0.5Pb1.75GeS4,1.83
CsEr9Cd4Se18,2.09
CdCl2,5.80
ReS2,1.10
Cu3TaS4,3.00
Pb0.99Sn0.01Se,0.17
GaTe,1.66
AgCd3PS6,2.56
Cu3YTe3,0.72
TlInSe2,1.19
Bi2Te2.7Se0.3,0.21
CuGaTe2,1.18
K2HgP2Se6,2.25
Tl2PrInSe4,0.93
Gd2ZrS5,1.88
Pr2S3,2.68
PbBiO2Br,2.47
YbS,1.10
K6Cd4Sn3Se13,2.33
Pb0.75Ge0.25Te,0.44
CdSb,0.47
BeTe,2.89
Pb0.96TeGa0.04,0.37
NdLuSe3,1.61
Bi6Cu3S10I,0.72
LiH3Se2O6,4.90
BaLa2In2S7,1.87
Li3Cs2B5O10,7.30
TlScS2,1.51
InSe,1.36
SbSBr,2.17
Zn0.75Hg0.25Se,1.40
K2Ge4Se8,1.80
CdSiP2,2.10
ZnGeN2,3.20
KAsSe2,1.62
GaN,3.30
Cu2Te,1.04
Dy2Mo3O12,1.92
Li2PtO3,2.30
PbSe0.01S0.99,0.37
Si2Te3,2.00
Eu2SnSe5,1.07
Ba6Sn6Se13,1.52
As2S6,2.35
Rb2CdBr2I2,3.35
Cu2Ga4Te7,1.08
Ba2In2Se5,2.12
Cs3Sb2I9,1.89
Cu3SbSe4,0.31
Ag0.5Pb1.75GeSe4,1.51
Pr2S3,2.60
Sr2V3Se5O18,2.47
InSe,1.19
Nd2HfS5,0.70
Nb6VSb3O25,3.20
TeSe3,1.40
Na2Ga2SnS6,2.29
Sn2BiSI5,1.32
Ag3SbS3,1.77
TlS,1.36
K10Mn4Sn4S17,2.30
GaSb,0.81
Bi2Te2.7Se0.3,0.20
PtSb2,0.40
AgGaGeS4,3.00
KCu2SbS3,1.53
TiCoSb,0.95
InS,1.90
Ag3SbS3,2.13
PrTaN2O,2.00
Pr2Sr2PtO7.07,3.05
InSb,0.24
KBiS2,0.86
Cs4In8GeSe16,2.20
Tl6CuTe2O10,2.30
InPS4,3.12
BaCuTeF,2.30
Ge0.2Si0.8,1.10
Ba5In4Te4S7,2.13
CsMn4In5Se12,1.79
CuInSe2,0.95
PbN6,2.98
LiSbS2,1.36
GeS,1.61
AlSb,1.69
Be3N2,3.80
AlSb,1.70
Cs39Cl6Ga53Se96,2.74
Zn0.43Cd0.57Se,2.90
Ag2SnS3,1.26
AlP,2.42
Cu0.4Ga1.6S2.6,2.50
Cs3Bi2I9,1.80
Tl3TaS4,2.70
PbS,0.29
Be3Sb2,0.67
V2O5,2.30
Cu3SbS4,0.80
BiSeI,1.28
CuYO2,3.50
TlCr5S7Se,0.97
GaVTe2O8,3.00
CdS,2.40
Zn0.65Hg0.35Se,1.00
Pb0.95Ge0.05Se,0.28
V2O5,2.49
NaF,10.50
Bi12SiO20,3.25
VTeO5H,2.51
CdAs2,1.20
CsMn4Ga5Te12,1.55
CsI,6.30
Yb2O3,5.22
Ba2InCeTe5,1.35
CdTe,1.43
In0.2As0.2Ga0.8P0.8,2.15
CuI,3.07
PbCuSbS3,1.31
Ba2CdB6O12,4.59
Sn2BiS2I3,1.22
GeSe,1.18
As2Te3,1.68
Sm2S3,3.00
GaN,3.60
Y2O3,5.60
GaSb,0.72
GaSe,2.04
PbSe,0.28
Ag2VI3O11,2.16
GaN,3.49
LiSbSe2,0.68
InSb,0.18
Cs2ZnSn3Se8,2.12
Zn4Sb3,1.20
TlInSe2,1.22
Eu2Ga2GeS7,2.30
TlHg6Se4Br5,2.80
AlP,2.52
La2Sr2PtO7.13,2.52
KCu3S2,1.46
CuInS2,1.55
RuP2,0.80
SnGe,0.80
Hg0.9Cd0.1Se,1.50
Cu2O,2.67
CdCuSe2O6,3.33
PbTe,0.31
AgP15,1.47
SmSb,0.59
IrAs2,1.00
PbTe0.5Se0.5,0.29
KScSe2O6,5.40
CdGeP2,1.80
Cu2Ta4O11,2.70
ReS2,1.33
Pr4InSbSe9,1.89
Cd0.6Te0.6Al0.4Sb0.4,1.80
Cu2Ta11O30,2.59
Tl2TeI6,1.50
La10OSe14,2.04
NaNO2,3.10
K2La2Sb2S9,2.20
AgPdI3O9,1.50
Bi2Mo3O12,2.90
Se0.2Te0.8,0.40
Ga0.2Al0.8P,2.43
Ag3SbS3,2.17
InSb0.2As0.8,0.12
ZnSe,2.81
MnAl3,0.58
InN,2.11
TaGaS2,2.54
CuBr,2.99
MgSe,5.60
EuTm2Se4,1.80
BaTeMo2O9,3.12
Mg3N2,2.80
Ba2InSbSe5,1.92
TiTlSe2,0.56
Ca3La2Sn3S12,1.45
Cs2PtI6O18,2.40
BiSI,1.64
EuCu2SnS4,1.85
GaSe,2.16
Na2BaGeSe4,2.25
ZnS,3.54
Sr3GeSb2Se8,0.75
K2Ho4Cu4S9,2.43
La2CoTiO6,1.02
In0.8Al0.2P,1.70
Zn3As2,1.11
Cu2ZnSnSe4,1.44
Ga0.1P0.1Zn0.9Se0.9,2.30
LiBi4Nb3O12,3.00
K3Ga3Ge7S20,3.25
K2Au2Sn2Se6,2.28
TlCl,3.20
TcS2,1.00
SnO,3.00
GaTe,1.52
GaAs0.75Sb0.25,0.65
BaIr2Ge4Se6,1.33
KInTe2O6,4.00
ZnSnO3,3.90
Mg2Sn,0.18
Ca5Bi14O26,2.60
Ga1.001Sb0.999Te0.003,0.72
YNiSb,0.29
SrO,5.70
Gd6Ge2.5S14,2.20
KZrPSe6,2.00
Ba5CdGa6Se15,2.60
Ag3SbS3,2.20
MnTe,1.25
Ag2S,1.00
Ag3AsS3,1.86
Ag3SbS3,2.17
AgGaSe2,1.65
AgGaSe2,1.80
AgSbSe2,0.58
AlP,2.50
AlP,3.63
As2S3,2.20
As2S3,2.32
As2S3,2.43
Bi0.6Te3Sb1.4,0.20
CdAs2,0.89
CdGa2Se4,2.27
CdGa2Se4,2.50
CdP2,2.11
CdS,2.57
CdSb,0.49
CdSe,2.26
CdSe,2.18
CdTe,1.59
CdTe,1.49
CdTe,1.52
CuFeS2,0.53
CuGaSe2,1.63
Dy2S3,2.91
GaAs,1.52
GaAs,1.42
GaAs,1.58
GaAs,1.43
GaAs,1.43
GaN,3.80
GaS,2.38
GaS,2.53
GaSe,1.97
GaSe,2.09
GaTe,1.42
GaTe,1.80
GeSe,1.17
GeSe2,2.36
In4Te3,0.57
InAs,0.36
InAs,0.41
InAs,0.40
InAs,0.41
InSe,1.18
InSe,1.20
InSe,1.32
InSe,1.35
KI,6.38
Mg3As2,2.60
NaBiSe2,0.28
PbS,0.31
PbS,0.29
PbTe,0.19
RbI,6.36
Sb2S3,1.63
Sb2S3,1.72
Sb2S3,1.71
SnS,1.20
SnS,1.18
SnSe,0.94
Tl2Te3,0.48
Tl2Te3,0.70
TlCl,3.50
TlSbS2,1.54
Zn3As2,1.09
Zn3As2,0.98
ZnGeAs2,1.05
ZnO,3.35
ZnS,3.87
ZnS,3.60
ZnSe,2.67
ZnSnP2,1.30
ZnTe,2.39
ZnTe,2.25
ZnTe,2.29
ZnSe,2.76
ZnSnP2,1.66
ZnTe,2.40
"AgCNO,65",0
Al13Ru4,0
SiTe2Os,0
HoMg2,0
UAl4,0
SmCoC2,0
Ag9Pb4O12,0
"NaZr2TiF11,12",0
ScRh,0
HoSi2Pt2,0
"Li3VOF5,1",0
Ti2ZnS4,0
KV6O11,0
ErMg2,0
CsAs2Ru2,0
In2Pt,0
Rh3Pb,0
Ba3CrS5,0
Si2SbO6,0
ReBiO3,0
MgSc,0
Cu10Sb3,0
Ce2Ti2O7,0
Sr8Fe3N8,0
Re3P4,0
TiPO4,0
SrCd,0
NbOsPb,0
ZrGeRu,0
Y2Ru2O7,0
La2Rh7,0
Hf4Al3,0
Dy2TlCd,0
SrNi5As3,0
Cr2SbTe,0
DyNiSn,0
Zn2SnN2,0
TiAlAu2,0
Dy5Sn3,0
Yb2MgS4,0
Mg2RhAu,0
CeSi2Pt,0
NdAu3,0
"Li3Mo2P5O18,2",0
Tl16O15F17,0
DySi2Cu2,0
Ga5Pd13,0
CeTl3,0
Ni3S4,0
"Sr2MgReO6,225",0
"NaLu(Pd3O4)2,200",0
Na2Tl,0
Tc3Pd,0
"Ce3Ta(ClO2)3,176",0
"BaAlCu4O7,186",0
CrSiCu2,0
Nd4MgRu,0
Hf5CuPb3,0
Lu2Mn12P7,0
DyBiPt,0
CrNiAs,0
ZrMo3,0
Cu4Pd,0
Li2Ga,0
La3B2N4,0
Mg9CuO10,0
Au3S,0
RbCd13,0
"TbBa2IrO6,225",0
Cu9O13,0
Ni2PO5,0
SrV13O18,0
NaNi2O3,0
Th2CrN3,0
Sc5Bi3,0
Hf3P3Pd4,0
Mg17Al11Pd,0
EuZn,0
ReRuOs,0
Y2Ge5Ir3,0
Zr3Ir,0
"Li4Cu(PO4)2,7",0
Sm2Fe17,0
Ni2Mo3N,0
"Li5Fe2Ni3O10,2",0
NaSi2Pd3,0
Y3Ge4,0
Mg2AgIr,0
ThAl,0
NdInAu,0
Sc2GaIr,0
GdInIr,0
GePt2,0
LiGaAg2,0
YbH3O3,0
ThPSe,0
SmAg,0
Cr10Sb3Te7,0
ZrAl5Ni2,0
ZrPd3,0
Te2Au,0
Sm6Br13,0
Ba5Ge3,0
La2Si5Rh3,0
Nd2IrPd,0
Ag7NO11,0
V6PbO11,0
Nd3Ge5,0
ReIr3,0
ZrNiSn,0
MgAs4Rh6,0
CeSbO3,0
NdCo2Si2,0
Nd5Ge4,0
Rb3Mn,0
Ba5Al2Ge7,0
LiThAu2,0
Sn5B2Rh6,0
Tl2CdTe4,0
EuCsF3,0
YbNd3,0
LiV3O4,0
Ag3RuO4,0
LiAlRh2,0
LaAl4,0
PrMo3,0
KOs2O6,0
Rb5Tl3O,0
"YCu3(WO3)4,2",0
La5SmS8,0
Eu2Ga9Rh3,0
USi2Ni2,0
RbMnTe2,0
MnSbPd,0
Ti13S24,0
"Sm2CuAs3O,62",0
FePd2Se2,0
SiBi3O7,0
Al2Cu3Se6,0
Sm2Pd2Pb,0
CaZn3,0
U2AlCo3,0
LiSn4Ir,0
PmSnRh2,0
HfSiPt,0
ScSi3Ni,0
YHg2,0
"Ag9Ge2IO8,12",0
U2Al3C4,0
"Li2Ni2SbO6,64",0
Th2In,0
Ti2NiH,0
"Te2MoWS2,164",0
SrAl,0
Ca3Sn2S7,0
"VCu3(PO4)4,6",0
"RbU2SbS8,8",0
YMgGa,0
Ni3Ge,0
Ca6Cu2Sn7,0
Co3W,0
YbAgGe,0
YSi2Ru2,0
LaIn,0
Re3F,0
NdAgPb,0
"Sr2ZnReO6,87",0
"Mn3Cr3(TeO8)2,8",0
Sc3Re2Si4,0
GdNi2Ge2,0
CaVO2,0
ICl2,0
Ba3Te,0
NdSi2Ir2,0
MnTcOs,0
B5Mo2,0
Zn3Cu,0
Yb3Ti3O14,0
"Li2MnO2F,63",0
Nd3Ni13B2,0
InPt,0
CuSeO3,0
CaTiO2,0
NaLi3,0
VTc,0
"LiY(CuP)2,164",0
"LiMnP2O7,11",0
U5Ge3,0
YZn5,0
"Li4FeNi3O8,2",0
"NdMnSbO,129",0
TiFe2Sb,0
EuMg2Bi2,0
"KCuPO4,61",0
PrLuIn2,0
Rb2FeI4,0
"Ba3ZrRu2O9,194",0
Gd3Al2Ni6,0
LaAl12O19,0
FePd3,0
"Na2Ti2Sb2O,139",0
LiCa2Mg,0
TiFeH2,0
BaMnO3,0
YDyAg2,0
ReSn3,0
Cu25Se26,0
Ag2BBr,0
HoCu4Pd,0
CsIrO3,0
Cs2Mo15S19,0
Zr2CuS4,0
Mn5Ge2,0
KTm,0
Fe2O2F3,0
La2Ni5B4,0
LaIn2Ir,0
Cs5Mo21Se23,0
Ti4ZnO8,0
Yb5Au4,0
Tl5Te3,0
K2Mn3S4,0
Sb2Te,0
ZnSb3,0
GaFeNi2,0
Ho3Hg,0
ErCu2Ge2,0
CeBC,0
V12P7,0
LiMnO2,0
Dy12Co7,0
Sc5Pb3,0
LiCu2Ge,0
"Cu3Se2(ClO3)2,12",0
SmHoZn2,0
LiCu3O3,0
BaAs2Pd2,0
Pm2PtAu,0
CeInIr,0
Dy2CuOs,0
Y2C3,0
"NaZrCuTe3,62",0
HoMgAu2,0
La2B4Rh5,0
CuCN2,0
La4In5S13,0
YB2C,0
PW5O17,0
RbC8,0
YErRh2,0
MnP2,0
BSe2Cl,0
LaV,0
FeSn,0
Nb3Te,0
Lu7Ni2Te2,0
MgSbF6,0
Li2Ni3O6,0
"CrNiP2O9,62",0
HoGe,0
AgAu2S2,0
ThRu3C,0
Sn5B2Ir6,0
"Na2VCuF7,62",0
NaTi5Se8,0
Yb3Tc,0
Cr2GeC,0
HoTiGe,0
Ca3Au4,0
ZnIrO3,0
HoCdCu4,0
MgInAg2,0
Cu23Sb8S26,0
Lu2TlCd,0
Ti2TcPd,0
Na2SO4,0
Al6Ru,0
DyIr2,0
Nb3Bi,0
Mn3Al10,0
ScCu2,0
YbGa8Co2,0
YbSi2Ag2,0
CaTi4O8,0
Na5Cu7O13,0
TbFe4P12,0
NdSb,0
Sm4U4O17,0
"Ba3CaRu2O9,194",0
LiSnAu,0
DyZnRh2,0
CoAsRh,0
Sm2AgRu,0
MnCu2Sn,0
K3UF3,0
Sm2AlCd,0
Na2Cr7O14,0
TlSn,0
LuC2,0
TlCoBi,0
UAl3,0
Er2Ga9Co3,0
Nb3Ru,0
FeP,0
La2Pr2O7,0
V2TcRu,0
NdRe4Si2,0
CaAg2Ge2,0
HfCo2Si2,0
LaSi2Ru,0
Rb3Sm,0
Si2Ni6B,0
LiTlPd2,0
Ga2NiS4,0
CsTiCl3,0
ZrNi4P2,0
"FeAg3(CN)6,162",0
Bi2O5,0
FeAs2O7,0
"Ce2SiSeO4,57",0
PrFeGe2,0
"LiTiSiO4,63",0
TbPt,0
Tm2In,0
YbRh2,0
Sm3Al,0
TmAu,0
Sc2Al3Ru,0
U3Se4,0
Ce5Si3,0
Pm2LiGa,0
SmBPd3,0
Mg5Ti13O30,0
ZrSiTe,0
HoNiGe,0
LuSiIr,0
KRuO4,0
KAgF3,0
Al9Ir2,0
ZrRh,0
SmCrGe3,0
"Ba2LiFe2N3,15",0
Hf3Ni4Ge4,0
Na3In2Au,0
La2In,0
"P2H12N7Cl,2",0
Nd3Ge2Ru2,0
Ho4Ga16Co3,0
Ta22Cu3S36,0
Ti3PO7,0
"Te3MoWS,156",0
TaF3,0
YbSn2Pd,0
LiLu2Ru,0
"Nb4Co2PdSe12,12",0
Mg3Mn2Al18,0
Pr2Ir2O7,0
Li8PrO6,0
DyInAu,0
Yb2SrS4,0
Sc4Ge6Rh7,0
Na2In5Au6,0
CeCo2As2,0
EuPPt,0
Co5Ge7,0
HoMn6Sn6,0
Li17Ti20O40,0
YSiRu,0
SmAu3,0
SiHg3,0
CdPt,0
HoBi2O6,0
PmCdPd2,0
Tm2ZnGa,0
Al2CoIr,0
"MgCo2(PO5)2,70",0
Sn3P3O13,0
ScTi9N9,0
BaZn5,0
Ge5Te8As2,0
Hf3Sb,0
Hf2Al3C4,0
BaB2Rh2,0
Zn3N2,0
Ba2Ce2O5,0
LiAl2Tc,0
Zr2In5Ni,0
LuUO3,0
U2Zn17,0
CeAgSn,0
Ho2CuRh,0
Ba2Cu5F14,0
"Sr2Cu(ClO)2,139",0
YbLaZn2,0
ZrNiGe,0
Zr7Sb4,0
DyGe2Ru2,0
Mg2PdAu,0
BaNi2P4,0
"RbNa2NiO2,139",0
HoMgZn2,0
Ba4Si20Au3,0
HgPt,0
Hf2S,0
CrAs,0
MgCuSn,0
YbIn4Ni,0
Sm2IrPd,0
Dy2Sn5,0
MgFe4O8,0
LiLu2Tc,0
ThSi2Ru2,0
USeS,0
Er2C3,0
Pr3Al4Si6,0
TmBRh3,0
"Li5Mn3(FeO5)2,2",0
DySn3,0
EuSbO3,0
Tm3Ge4Pd4,0
"Li3Ni(SbO3)4,1",0
DyFeSi,0
Ta3P,0
"YbBa4(CuO3)3,223",0
NdCo2Ge2,0
Lu2Al3Co,0
Yb3Al5O12,0
CoMoP2,0
Ce5CuSe8,0
TbCo2B2,0
ErRu3,0
Al2Ru,0
MnCdO2,0
Rb3Ga,0
U3Ni3Sn4,0
TbAl8Fe4,0
LuCdAg2,0
Cr7C3,0
BePd3,0
LiAlB4,0
LuBPd3,0
Ca5Ir,0
Ho2Au,0
ThPd3,0
Th6Mg23,0
Ca3Ga2Pt2,0
PrGaAu2,0
Sm2In,0
Mo3Pd2N,0
Y2AlZn,0
SmIn2Rh,0
Na3W4O12,0
Al9Rh2,0
"PH2NO2,67",0
"Li6Mn5FeO12,12",0
"CoH2(SN)4,14",0
Ba3PN,0
Zr5Al3C,0
"Li3Mn3WO8,166",0
"LiFe2(SiO4)2,1",0
Sc6Te2Os,0
NaBi3,0
TmCu2S2,0
Ce2Al2Co15,0
LaSi2Ru2,0
AgW6Br14,0
Ba3Co10O17,0
LuScRh2,0
LaBPt3,0
"Li5Mn5(SbO6)2,5",0
Be12Pt,0
LaZnAu2,0
CsScBr3,0
ErSiPd,0
SmSnPd,0
Hg2Rh,0
"Eu2BaMn2O7,63",0
"Mg2GeB2Rh5,127",0
KHg11,0
NdSmHg2,0
PrInAu2,0
Li3Co4O8,0
CdRhF6,0
UCo2Ge2,0
Tb3Ge5,0
Yb2HgPb,0
YSi2Cu2,0
Li4VF7,0
MgIn3,0
CeMg2Ag,0
KNb2Se,0
Fe4O7F,0
EuCu9Sn4,0
La2CuO4,0
CaCo4S8,0
MnCoSi,0
GdGeRu,0
Al10V,0
EuPd,0
YbMn2As2,0
Ni23B6,0
Gd2AlCo2,0
U2Cr30P19,0
YbI3O9,0
BiAs2Os,0
Yb4Ba3O9,0
ZnFe2N2,0
Zr6NiCl15,0
Er5Si3,0
Hg2Sb2O7,0
Co5RuO8,0
ScGe2,0
Li3Si3Ag2,0
Dy4CdRh,0
BeGaRh2,0
"Ba3NaIrO6,167",0
ScZn2,0
Mg3Rh,0
Sr3Sn4Ir4,0
TiMn2Ge,0
Sc6FeSb2,0
Pm2LiAl,0
Hf2Fe,0
"Cr3Ni(PO4)6,146",0
PrAu,0
TmMgAg2,0
Ho5Ge10Rh4,0
"SrNi2(PO4)2,2",0
TaAl3,0
CeB2Ir3,0
Hf6PbO18,0
"LiLa2IrO6,14",0
FeCo2Si,0
Ca2CdPb,0
YAlGe,0
ZrAlRu2,0
YbBO3,0
In11Cu9Se20,0
TmIn3,0
UGeRh,0
MgTi11O20,0
TbNi4P2,0
TmAu2,0
YbSi2Ni,0
HoSb2,0
AlFe2Si,0
"Li3Mn2CuO6,12",0
Li7Mo12S16,0
V5SiB2,0
ThIr5,0
"Li2Fe3NiO8,160",0
Tb2Ti3Ge4,0
TiCoSn,0
Hf5Te4,0
Y3GaCo3,0
Ge3Sb,0
SmSb2,0
Dy12C6I17,0
Ti2TcNi,0
TbP,0
Sr8Mn3N9,0
LiZr2Os,0
"Mg3Al9FeSi5,189",0
Co3H,0
Tb3Mn2C6,0
U11O5,0
ThMn2Ge2,0
TaNiB2,0
TmBPd3,0
Ti2Cd,0
Ba3Al2Ge2,0
DyZrSb,0
Ti11O18,0
Tb2AlCo2,0
Zn2Sb3O8,0
YH2,0
Nb3In,0
Li2PrP2,0
LaAl4Co,0
Ba3N2,0
SrCuBi,0
